Driver,DriverNumber,Team,LapNumber,LapTime,Position,Stint,Compound,TyreLife,FreshTyre,PitInTime,PitOutTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,Deleted,DeletedReason,IsAccurate,FastF1Generated,IsPersonalBest,Time,LapStartTime,LapStartDate,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime
NOR,1,McLaren,1.0,0 days 00:01:36.458000,6.0,1.0,MEDIUM,1.0,True,,,,0 days 00:00:18.163000,0 days 00:00:38.796000,229.0,291.0,304.0,217.0,1,False,,False,False,False,0 days 01:03:56.437000,0 days 01:02:19.743000,2026-03-08 04:03:26.366,,0 days 01:03:17.998000,0 days 01:03:56.692000
NOR,1,McLaren,2.0,0 days 00:01:27.344000,6.0,1.0,MEDIUM,2.0,True,,,0 days 00:00:31.074000,0 days 00:00:18.116000,0 days 00:00:38.154000,243.0,287.0,303.0,260.0,1,False,,True,False,True,0 days 01:05:23.781000,0 days 01:03:56.437000,2026-03-08 04:05:03.060,0 days 01:04:27.511000,0 days 01:04:45.627000,0 days 01:05:23.781000
NOR,1,McLaren,3.0,0 days 00:01:26.863000,7.0,1.0,MEDIUM,3.0,True,,,0 days 00:00:30.541000,0 days 00:00:18.252000,0 days 00:00:38.070000,245.0,311.0,286.0,273.0,1,False,,True,False,True,0 days 01:06:50.644000,0 days 01:05:23.781000,2026-03-08 04:06:30.404,0 days 01:05:54.322000,0 days 01:06:12.574000,0 days 01:06:50.644000
NOR,1,McLaren,4.0,0 days 00:01:25.857000,7.0,1.0,MEDIUM,4.0,True,,,0 days 00:00:30.190000,0 days 00:00:18.193000,0 days 00:00:37.474000,249.0,304.0,283.0,276.0,1,False,,True,False,True,0 days 01:08:16.501000,0 days 01:06:50.644000,2026-03-08 04:07:57.267,0 days 01:07:20.834000,0 days 01:07:39.027000,0 days 01:08:16.501000
NOR,1,McLaren,5.0,0 days 00:01:25.573000,7.0,1.0,MEDIUM,5.0,True,,,0 days 00:00:29.930000,0 days 00:00:17.868000,0 days 00:00:37.775000,260.0,297.0,280.0,276.0,1,False,,True,False,True,0 days 01:09:42.074000,0 days 01:08:16.501000,2026-03-08 04:09:23.124,0 days 01:08:46.431000,0 days 01:09:04.299000,0 days 01:09:42.074000
NOR,1,McLaren,6.0,0 days 00:01:25.036000,7.0,1.0,MEDIUM,6.0,True,,,0 days 00:00:30.025000,0 days 00:00:17.829000,0 days 00:00:37.182000,256.0,313.0,293.0,273.0,1,False,,True,False,True,0 days 01:11:07.110000,0 days 01:09:42.074000,2026-03-08 04:10:48.697,0 days 01:10:12.099000,0 days 01:10:29.928000,0 days 01:11:07.110000
NOR,1,McLaren,7.0,0 days 00:01:24.978000,7.0,1.0,MEDIUM,7.0,True,,,0 days 00:00:30.067000,0 days 00:00:17.764000,0 days 00:00:37.147000,253.0,316.0,297.0,285.0,1,False,,True,False,True,0 days 01:12:32.088000,0 days 01:11:07.110000,2026-03-08 04:12:13.733,0 days 01:11:37.177000,0 days 01:11:54.941000,0 days 01:12:32.088000
NOR,1,McLaren,8.0,0 days 00:01:25.299000,7.0,1.0,MEDIUM,8.0,True,,,0 days 00:00:30.191000,0 days 00:00:17.970000,0 days 00:00:37.138000,253.0,311.0,298.0,280.0,1,False,,True,False,False,0 days 01:13:57.387000,0 days 01:12:32.088000,2026-03-08 04:13:38.711,0 days 01:13:02.279000,0 days 01:13:20.249000,0 days 01:13:57.387000
NOR,1,McLaren,9.0,0 days 00:01:25.639000,7.0,1.0,MEDIUM,9.0,True,,,0 days 00:00:30.135000,0 days 00:00:17.770000,0 days 00:00:37.734000,262.0,315.0,284.0,276.0,1,False,,True,False,False,0 days 01:15:23.026000,0 days 01:13:57.387000,2026-03-08 04:15:04.010,0 days 01:14:27.522000,0 days 01:14:45.292000,0 days 01:15:23.026000
NOR,1,McLaren,10.0,0 days 00:01:25.295000,7.0,1.0,MEDIUM,10.0,True,,,0 days 00:00:30.117000,0 days 00:00:17.924000,0 days 00:00:37.254000,261.0,311.0,295.0,277.0,1,False,,True,False,False,0 days 01:16:48.321000,0 days 01:15:23.026000,2026-03-08 04:16:29.649,0 days 01:15:53.143000,0 days 01:16:11.067000,0 days 01:16:48.321000
NOR,1,McLaren,11.0,0 days 00:01:43.391000,9.0,1.0,MEDIUM,11.0,True,0 days 01:18:15.593000,,0 days 00:00:30.117000,0 days 00:00:17.987000,0 days 00:00:55.287000,251.0,309.0,,289.0,16,False,,False,False,False,0 days 01:18:31.712000,0 days 01:16:48.321000,2026-03-08 04:17:54.944,,0 days 01:17:36.425000,0 days 01:18:31.712000
NOR,1,McLaren,12.0,0 days 00:01:58.075000,9.0,2.0,HARD,1.0,True,,0 days 01:18:34.141000,0 days 00:00:44.892000,0 days 00:00:27.737000,0 days 00:00:45.446000,238.0,127.0,201.0,230.0,6,False,,False,False,False,0 days 01:20:29.787000,0 days 01:18:31.712000,2026-03-08 04:19:38.335,0 days 01:19:16.604000,0 days 01:19:44.341000,0 days 01:20:29.787000
NOR,1,McLaren,13.0,0 days 00:01:51.932000,9.0,2.0,HARD,2.0,True,,,0 days 00:00:41.529000,0 days 00:00:27.589000,0 days 00:00:42.814000,230.0,146.0,289.0,203.0,671,False,,False,False,False,0 days 01:22:21.719000,0 days 01:20:29.787000,2026-03-08 04:21:36.410,0 days 01:21:11.316000,0 days 01:21:38.905000,0 days 01:22:21.719000
NOR,1,McLaren,14.0,0 days 00:01:24.233000,9.0,2.0,HARD,3.0,True,,,0 days 00:00:29.882000,0 days 00:00:17.870000,0 days 00:00:36.481000,251.0,306.0,287.0,279.0,1,False,,True,False,True,0 days 01:23:45.952000,0 days 01:22:21.719000,2026-03-08 04:23:28.342,0 days 01:22:51.601000,0 days 01:23:09.471000,0 days 01:23:45.952000
NOR,1,McLaren,15.0,0 days 00:01:23.784000,9.0,2.0,HARD,4.0,True,,,0 days 00:00:29.402000,0 days 00:00:17.899000,0 days 00:00:36.483000,269.0,301.0,288.0,278.0,1,False,,True,False,True,0 days 01:25:09.736000,0 days 01:23:45.952000,2026-03-08 04:24:52.575,0 days 01:24:15.354000,0 days 01:24:33.253000,0 days 01:25:09.736000
NOR,1,McLaren,16.0,0 days 00:01:23.912000,9.0,2.0,HARD,5.0,True,,,0 days 00:00:29.524000,0 days 00:00:17.919000,0 days 00:00:36.469000,255.0,301.0,290.0,286.0,1,False,,True,False,False,0 days 01:26:33.648000,0 days 01:25:09.736000,2026-03-08 04:26:16.359,0 days 01:25:39.260000,0 days 01:25:57.179000,0 days 01:26:33.648000
NOR,1,McLaren,17.0,0 days 00:01:24.053000,9.0,2.0,HARD,6.0,True,,,0 days 00:00:29.442000,0 days 00:00:18.015000,0 days 00:00:36.596000,262.0,303.0,291.0,287.0,1,False,,True,False,False,0 days 01:27:57.701000,0 days 01:26:33.648000,2026-03-08 04:27:40.271,0 days 01:27:03.090000,0 days 01:27:21.105000,0 days 01:27:57.701000
NOR,1,McLaren,18.0,0 days 00:01:35.404000,5.0,2.0,HARD,7.0,True,,,0 days 00:00:29.758000,0 days 00:00:17.788000,0 days 00:00:47.858000,259.0,312.0,223.0,291.0,126,False,,False,False,False,0 days 01:29:33.105000,0 days 01:27:57.701000,2026-03-08 04:29:04.324,0 days 01:28:27.459000,0 days 01:28:45.247000,0 days 01:29:33.105000
NOR,1,McLaren,19.0,0 days 00:01:56.070000,5.0,2.0,HARD,8.0,True,,,0 days 00:00:42.456000,0 days 00:00:22.738000,0 days 00:00:50.876000,184.0,238.0,278.0,184.0,67,False,,False,False,False,0 days 01:31:29.175000,0 days 01:29:33.105000,2026-03-08 04:30:39.728,0 days 01:30:15.561000,0 days 01:30:38.299000,0 days 01:31:29.175000
NOR,1,McLaren,20.0,0 days 00:01:25.774000,5.0,2.0,HARD,9.0,True,,,0 days 00:00:30.612000,0 days 00:00:18.630000,0 days 00:00:36.532000,259.0,290.0,282.0,219.0,71,False,,False,False,False,0 days 01:32:54.949000,0 days 01:31:29.175000,2026-03-08 04:32:35.798,0 days 01:31:59.787000,0 days 01:32:18.417000,0 days 01:32:54.949000
NOR,1,McLaren,21.0,0 days 00:01:23.972000,5.0,2.0,HARD,10.0,True,,,0 days 00:00:29.499000,0 days 00:00:18.129000,0 days 00:00:36.344000,243.0,296.0,285.0,283.0,1,False,,True,False,False,0 days 01:34:18.921000,0 days 01:32:54.949000,2026-03-08 04:34:01.572,0 days 01:33:24.448000,0 days 01:33:42.577000,0 days 01:34:18.921000
NOR,1,McLaren,22.0,0 days 00:01:23.687000,5.0,2.0,HARD,11.0,True,,,0 days 00:00:29.317000,0 days 00:00:17.999000,0 days 00:00:36.371000,257.0,297.0,285.0,288.0,1,False,,True,False,True,0 days 01:35:42.608000,0 days 01:34:18.921000,2026-03-08 04:35:25.544,0 days 01:34:48.238000,0 days 01:35:06.237000,0 days 01:35:42.608000
NOR,1,McLaren,23.0,0 days 00:01:23.534000,5.0,2.0,HARD,12.0,True,,,0 days 00:00:29.254000,0 days 00:00:17.992000,0 days 00:00:36.288000,264.0,298.0,285.0,285.0,1,False,,True,False,True,0 days 01:37:06.142000,0 days 01:35:42.608000,2026-03-08 04:36:49.231,0 days 01:36:11.862000,0 days 01:36:29.854000,0 days 01:37:06.142000
NOR,1,McLaren,24.0,0 days 00:01:23.394000,5.0,2.0,HARD,13.0,True,,,0 days 00:00:29.302000,0 days 00:00:17.929000,0 days 00:00:36.163000,260.0,297.0,284.0,287.0,1,False,,True,False,True,0 days 01:38:29.536000,0 days 01:37:06.142000,2026-03-08 04:38:12.765,0 days 01:37:35.444000,0 days 01:37:53.373000,0 days 01:38:29.536000
NOR,1,McLaren,25.0,0 days 00:01:23.500000,5.0,2.0,HARD,14.0,True,,,0 days 00:00:29.373000,0 days 00:00:17.925000,0 days 00:00:36.202000,262.0,299.0,295.0,286.0,1,False,,True,False,False,0 days 01:39:53.036000,0 days 01:38:29.536000,2026-03-08 04:39:36.159,0 days 01:38:58.909000,0 days 01:39:16.834000,0 days 01:39:53.036000
NOR,1,McLaren,26.0,0 days 00:01:23.403000,5.0,2.0,HARD,15.0,True,,,0 days 00:00:29.350000,0 days 00:00:17.894000,0 days 00:00:36.159000,259.0,306.0,294.0,293.0,1,False,,True,False,False,0 days 01:41:16.439000,0 days 01:39:53.036000,2026-03-08 04:40:59.659,0 days 01:40:22.386000,0 days 01:40:40.280000,0 days 01:41:16.439000
NOR,1,McLaren,27.0,0 days 00:01:23.896000,5.0,2.0,HARD,16.0,True,,,0 days 00:00:29.426000,0 days 00:00:18.011000,0 days 00:00:36.459000,266.0,298.0,289.0,294.0,1,False,,True,False,False,0 days 01:42:40.335000,0 days 01:41:16.439000,2026-03-08 04:42:23.062,0 days 01:41:45.865000,0 days 01:42:03.876000,0 days 01:42:40.335000
NOR,1,McLaren,28.0,0 days 00:01:24.040000,5.0,2.0,HARD,17.0,True,,,0 days 00:00:29.538000,0 days 00:00:17.988000,0 days 00:00:36.514000,257.0,301.0,293.0,288.0,1,False,,True,False,False,0 days 01:44:04.375000,0 days 01:42:40.335000,2026-03-08 04:43:46.958,0 days 01:43:09.873000,0 days 01:43:27.861000,0 days 01:44:04.375000
NOR,1,McLaren,29.0,0 days 00:01:24.080000,5.0,2.0,HARD,18.0,True,,,0 days 00:00:29.692000,0 days 00:00:17.992000,0 days 00:00:36.396000,254.0,302.0,288.0,288.0,1,False,,True,False,False,0 days 01:45:28.455000,0 days 01:44:04.375000,2026-03-08 04:45:10.998,0 days 01:44:34.067000,0 days 01:44:52.059000,0 days 01:45:28.455000
NOR,1,McLaren,30.0,0 days 00:01:23.961000,5.0,2.0,HARD,19.0,True,,,0 days 00:00:29.515000,0 days 00:00:17.966000,0 days 00:00:36.480000,264.0,301.0,289.0,288.0,1,False,,True,False,False,0 days 01:46:52.416000,0 days 01:45:28.455000,2026-03-08 04:46:35.078,0 days 01:45:57.970000,0 days 01:46:15.936000,0 days 01:46:52.416000
NOR,1,McLaren,31.0,0 days 00:01:24.094000,5.0,2.0,HARD,20.0,True,,,0 days 00:00:29.604000,0 days 00:00:17.958000,0 days 00:00:36.532000,262.0,300.0,293.0,286.0,1,False,,True,False,False,0 days 01:48:16.510000,0 days 01:46:52.416000,2026-03-08 04:47:59.039,0 days 01:47:22.020000,0 days 01:47:39.978000,0 days 01:48:16.510000
NOR,1,McLaren,32.0,0 days 00:01:24.075000,5.0,2.0,HARD,21.0,True,,,0 days 00:00:29.481000,0 days 00:00:17.980000,0 days 00:00:36.614000,259.0,300.0,289.0,291.0,1,False,,True,False,False,0 days 01:49:40.585000,0 days 01:48:16.510000,2026-03-08 04:49:23.133,0 days 01:48:45.991000,0 days 01:49:03.971000,0 days 01:49:40.585000
NOR,1,McLaren,33.0,0 days 00:01:24.790000,5.0,2.0,HARD,22.0,True,,,0 days 00:00:30.039000,0 days 00:00:18.027000,0 days 00:00:36.724000,253.0,300.0,287.0,290.0,1,False,,True,False,False,0 days 01:51:05.375000,0 days 01:49:40.585000,2026-03-08 04:50:47.208,0 days 01:50:10.624000,0 days 01:50:28.651000,0 days 01:51:05.375000
NOR,1,McLaren,34.0,0 days 00:01:52.732000,6.0,2.0,HARD,23.0,True,0 days 01:52:42.584000,,0 days 00:00:39.736000,0 days 00:00:22.345000,0 days 00:00:50.651000,207.0,290.0,,287.0,167,False,,False,False,False,0 days 01:52:58.107000,0 days 01:51:05.375000,2026-03-08 04:52:11.998,0 days 01:51:45.111000,0 days 01:52:07.456000,0 days 01:52:58.107000
NOR,1,McLaren,35.0,0 days 00:01:29.434000,8.0,3.0,MEDIUM,1.0,True,,0 days 01:53:00.323000,0 days 00:00:34.977000,0 days 00:00:17.783000,0 days 00:00:36.674000,267.0,305.0,298.0,240.0,1,False,,False,False,False,0 days 01:54:27.541000,0 days 01:52:58.107000,2026-03-08 04:54:04.730,0 days 01:53:33.084000,0 days 01:53:50.867000,0 days 01:54:27.541000
NOR,1,McLaren,36.0,0 days 00:01:23.324000,8.0,3.0,MEDIUM,2.0,True,,,0 days 00:00:29.282000,0 days 00:00:17.819000,0 days 00:00:36.223000,252.0,304.0,299.0,295.0,1,False,,True,False,True,0 days 01:55:50.865000,0 days 01:54:27.541000,2026-03-08 04:55:34.164,0 days 01:54:56.823000,0 days 01:55:14.642000,0 days 01:55:50.865000
NOR,1,McLaren,37.0,0 days 00:01:23.448000,8.0,3.0,MEDIUM,3.0,True,,,0 days 00:00:29.399000,0 days 00:00:17.652000,0 days 00:00:36.397000,262.0,311.0,302.0,294.0,1,False,,True,False,False,0 days 01:57:14.313000,0 days 01:55:50.865000,2026-03-08 04:56:57.488,0 days 01:56:20.264000,0 days 01:56:37.916000,0 days 01:57:14.313000
NOR,1,McLaren,38.0,0 days 00:01:23.423000,7.0,3.0,MEDIUM,4.0,True,,,0 days 00:00:29.202000,0 days 00:00:17.867000,0 days 00:00:36.354000,252.0,305.0,318.0,296.0,1,False,,True,False,False,0 days 01:58:37.736000,0 days 01:57:14.313000,2026-03-08 04:58:20.936,0 days 01:57:43.515000,0 days 01:58:01.382000,0 days 01:58:37.736000
NOR,1,McLaren,39.0,0 days 00:01:24.001000,6.0,3.0,MEDIUM,5.0,True,,,0 days 00:00:29.482000,0 days 00:00:18.144000,0 days 00:00:36.375000,258.0,295.0,286.0,292.0,1,False,,True,False,False,0 days 02:00:01.737000,0 days 01:58:37.736000,2026-03-08 04:59:44.359,0 days 01:59:07.218000,0 days 01:59:25.362000,0 days 02:00:01.737000
NOR,1,McLaren,40.0,0 days 00:01:23.397000,6.0,3.0,MEDIUM,6.0,True,,,0 days 00:00:29.188000,0 days 00:00:17.861000,0 days 00:00:36.348000,264.0,297.0,288.0,283.0,1,False,,True,False,False,0 days 02:01:25.134000,0 days 02:00:01.737000,2026-03-08 05:01:08.360,0 days 02:00:30.925000,0 days 02:00:48.786000,0 days 02:01:25.134000
NOR,1,McLaren,41.0,0 days 00:01:23.762000,6.0,3.0,MEDIUM,7.0,True,,,0 days 00:00:29.481000,0 days 00:00:18,0 days 00:00:36.281000,253.0,298.0,292.0,284.0,1,False,,True,False,False,0 days 02:02:48.896000,0 days 02:01:25.134000,2026-03-08 05:02:31.757,0 days 02:01:54.615000,0 days 02:02:12.615000,0 days 02:02:48.896000
NOR,1,McLaren,42.0,0 days 00:01:23.347000,5.0,3.0,MEDIUM,8.0,True,,,0 days 00:00:29.334000,0 days 00:00:17.955000,0 days 00:00:36.058000,256.0,298.0,288.0,286.0,1,False,,True,False,False,0 days 02:04:12.243000,0 days 02:02:48.896000,2026-03-08 05:03:55.519,0 days 02:03:18.230000,0 days 02:03:36.185000,0 days 02:04:12.243000
NOR,1,McLaren,43.0,0 days 00:01:23.286000,5.0,3.0,MEDIUM,9.0,True,,,0 days 00:00:29.377000,0 days 00:00:17.865000,0 days 00:00:36.044000,253.0,299.0,290.0,287.0,1,False,,True,False,True,0 days 02:05:35.529000,0 days 02:04:12.243000,2026-03-08 05:05:18.866,0 days 02:04:41.620000,0 days 02:04:59.485000,0 days 02:05:35.529000
NOR,1,McLaren,44.0,0 days 00:01:23.192000,5.0,3.0,MEDIUM,10.0,True,,,0 days 00:00:29.308000,0 days 00:00:17.809000,0 days 00:00:36.075000,256.0,299.0,295.0,285.0,1,False,,True,False,True,0 days 02:06:58.721000,0 days 02:05:35.529000,2026-03-08 05:06:42.152,0 days 02:06:04.837000,0 days 02:06:22.646000,0 days 02:06:58.721000
NOR,1,McLaren,45.0,0 days 00:01:22.886000,5.0,3.0,MEDIUM,11.0,True,,,0 days 00:00:29.236000,0 days 00:00:17.800000,0 days 00:00:35.850000,253.0,300.0,293.0,296.0,1,False,,True,False,True,0 days 02:08:21.607000,0 days 02:06:58.721000,2026-03-08 05:08:05.344,0 days 02:07:27.957000,0 days 02:07:45.757000,0 days 02:08:21.607000
NOR,1,McLaren,46.0,0 days 00:01:22.908000,5.0,3.0,MEDIUM,12.0,True,,,0 days 00:00:29.050000,0 days 00:00:17.644000,0 days 00:00:36.214000,263.0,304.0,297.0,292.0,1,False,,True,False,False,0 days 02:09:44.515000,0 days 02:08:21.607000,2026-03-08 05:09:28.230,0 days 02:08:50.657000,0 days 02:09:08.301000,0 days 02:09:44.515000
NOR,1,McLaren,47.0,0 days 00:01:22.778000,5.0,3.0,MEDIUM,13.0,True,,,0 days 00:00:29.083000,0 days 00:00:17.798000,0 days 00:00:35.897000,253.0,295.0,298.0,297.0,1,False,,True,False,True,0 days 02:11:07.293000,0 days 02:09:44.515000,2026-03-08 05:10:51.138,0 days 02:10:13.598000,0 days 02:10:31.396000,0 days 02:11:07.293000
NOR,1,McLaren,48.0,0 days 00:01:22.953000,5.0,3.0,MEDIUM,14.0,True,,,0 days 00:00:29.106000,0 days 00:00:17.743000,0 days 00:00:36.104000,256.0,303.0,290.0,297.0,1,False,,True,False,False,0 days 02:12:30.246000,0 days 02:11:07.293000,2026-03-08 05:12:13.916,0 days 02:11:36.399000,0 days 02:11:54.142000,0 days 02:12:30.246000
NOR,1,McLaren,49.0,0 days 00:01:22.804000,5.0,3.0,MEDIUM,15.0,True,,,0 days 00:00:29.043000,0 days 00:00:17.880000,0 days 00:00:35.881000,259.0,295.0,291.0,285.0,1,False,,True,False,False,0 days 02:13:53.050000,0 days 02:12:30.246000,2026-03-08 05:13:36.869,0 days 02:12:59.289000,0 days 02:13:17.169000,0 days 02:13:53.050000
NOR,1,McLaren,50.0,0 days 00:01:22.763000,5.0,3.0,MEDIUM,16.0,True,,,0 days 00:00:29.057000,0 days 00:00:17.845000,0 days 00:00:35.861000,258.0,295.0,290.0,289.0,1,False,,True,False,True,0 days 02:15:15.813000,0 days 02:13:53.050000,2026-03-08 05:14:59.673,0 days 02:14:22.107000,0 days 02:14:39.952000,0 days 02:15:15.813000
NOR,1,McLaren,51.0,0 days 00:01:22.598000,5.0,3.0,MEDIUM,17.0,True,,,0 days 00:00:29.032000,0 days 00:00:17.854000,0 days 00:00:35.712000,257.0,292.0,298.0,285.0,1,False,,True,False,True,0 days 02:16:38.411000,0 days 02:15:15.813000,2026-03-08 05:16:22.436,0 days 02:15:44.845000,0 days 02:16:02.699000,0 days 02:16:38.411000
NOR,1,McLaren,52.0,0 days 00:01:22.784000,5.0,3.0,MEDIUM,18.0,True,,,0 days 00:00:29.077000,0 days 00:00:17.781000,0 days 00:00:35.926000,265.0,292.0,297.0,290.0,1,False,,True,False,False,0 days 02:18:01.195000,0 days 02:16:38.411000,2026-03-08 05:17:45.034,0 days 02:17:07.488000,0 days 02:17:25.269000,0 days 02:18:01.195000
NOR,1,McLaren,53.0,0 days 00:01:22.358000,5.0,3.0,MEDIUM,19.0,True,,,0 days 00:00:28.979000,0 days 00:00:17.780000,0 days 00:00:35.599000,253.0,295.0,296.0,288.0,1,False,,True,False,True,0 days 02:19:23.553000,0 days 02:18:01.195000,2026-03-08 05:19:07.818,0 days 02:18:30.174000,0 days 02:18:47.954000,0 days 02:19:23.553000
NOR,1,McLaren,54.0,0 days 00:01:22.796000,5.0,3.0,MEDIUM,20.0,True,,,0 days 00:00:29.006000,0 days 00:00:17.779000,0 days 00:00:36.011000,258.0,295.0,298.0,288.0,1,False,,True,False,False,0 days 02:20:46.349000,0 days 02:19:23.553000,2026-03-08 05:20:30.176,0 days 02:19:52.559000,0 days 02:20:10.338000,0 days 02:20:46.349000
NOR,1,McLaren,55.0,0 days 00:01:22.867000,5.0,3.0,MEDIUM,21.0,True,,,0 days 00:00:29.076000,0 days 00:00:17.822000,0 days 00:00:35.969000,267.0,298.0,297.0,290.0,1,False,,True,False,False,0 days 02:22:09.216000,0 days 02:20:46.349000,2026-03-08 05:21:52.972,0 days 02:21:15.425000,0 days 02:21:33.247000,0 days 02:22:09.216000
NOR,1,McLaren,56.0,0 days 00:01:22.843000,5.0,3.0,MEDIUM,22.0,True,,,0 days 00:00:29.096000,0 days 00:00:17.831000,0 days 00:00:35.916000,257.0,300.0,302.0,286.0,1,False,,True,False,False,0 days 02:23:32.059000,0 days 02:22:09.216000,2026-03-08 05:23:15.839,0 days 02:22:38.312000,0 days 02:22:56.143000,0 days 02:23:32.059000
NOR,1,McLaren,57.0,0 days 00:01:23.416000,5.0,3.0,MEDIUM,23.0,True,,,0 days 00:00:29.563000,0 days 00:00:17.762000,0 days 00:00:36.091000,254.0,303.0,296.0,291.0,1,False,,True,False,False,0 days 02:24:55.475000,0 days 02:23:32.059000,2026-03-08 05:24:38.682,0 days 02:24:01.622000,0 days 02:24:19.384000,0 days 02:24:55.475000
NOR,1,McLaren,58.0,0 days 00:01:23.046000,5.0,3.0,MEDIUM,24.0,True,,,0 days 00:00:29.171000,0 days 00:00:17.845000,0 days 00:00:36.030000,265.0,296.0,290.0,292.0,1,False,,True,False,False,0 days 02:26:18.521000,0 days 02:24:55.475000,2026-03-08 05:26:02.098,0 days 02:25:24.646000,0 days 02:25:42.491000,0 days 02:26:18.521000
GAS,10,Alpine,1.0,0 days 00:01:37.980000,9.0,1.0,MEDIUM,1.0,True,,,,0 days 00:00:18.682000,0 days 00:00:38.910000,230.0,305.0,288.0,214.0,1,False,,False,False,False,0 days 01:03:57.959000,0 days 01:02:19.743000,2026-03-08 04:03:26.366,,0 days 01:03:19.620000,0 days 01:03:58.246000
GAS,10,Alpine,2.0,0 days 00:01:27.281000,9.0,1.0,MEDIUM,2.0,True,,,0 days 00:00:31.136000,0 days 00:00:17.996000,0 days 00:00:38.149000,259.0,296.0,294.0,264.0,1,False,,True,False,True,0 days 01:05:25.240000,0 days 01:03:57.959000,2026-03-08 04:05:04.582,0 days 01:04:29.151000,0 days 01:04:47.147000,0 days 01:05:25.296000
GAS,10,Alpine,3.0,0 days 00:01:26.371000,9.0,1.0,MEDIUM,3.0,True,,,0 days 00:00:30.613000,0 days 00:00:17.818000,0 days 00:00:37.940000,256.0,308.0,298.0,270.0,1,False,,True,False,True,0 days 01:06:51.611000,0 days 01:05:25.240000,2026-03-08 04:06:31.863,0 days 01:05:55.909000,0 days 01:06:13.727000,0 days 01:06:51.667000
GAS,10,Alpine,4.0,0 days 00:01:25.894000,9.0,1.0,MEDIUM,4.0,True,,,0 days 00:00:30.427000,0 days 00:00:17.771000,0 days 00:00:37.696000,254.0,314.0,308.0,278.0,1,False,,True,False,True,0 days 01:08:17.505000,0 days 01:06:51.611000,2026-03-08 04:07:58.234,0 days 01:07:22.094000,0 days 01:07:39.865000,0 days 01:08:17.561000
GAS,10,Alpine,5.0,0 days 00:01:27.040000,9.0,1.0,MEDIUM,5.0,True,,,0 days 00:00:30.983000,0 days 00:00:17.647000,0 days 00:00:38.410000,266.0,324.0,302.0,253.0,1,True,TRACK LIMITS AT TURN 10 LAP 5 ,True,False,False,0 days 01:09:44.545000,0 days 01:08:17.505000,2026-03-08 04:09:24.128,0 days 01:08:48.544000,0 days 01:09:06.191000,0 days 01:09:44.601000
GAS,10,Alpine,6.0,0 days 00:01:25.989000,9.0,1.0,MEDIUM,6.0,True,,,0 days 00:00:30.696000,0 days 00:00:17.800000,0 days 00:00:37.493000,262.0,312.0,296.0,262.0,1,False,,True,False,False,0 days 01:11:10.534000,0 days 01:09:44.545000,2026-03-08 04:10:51.168,0 days 01:10:15.297000,0 days 01:10:33.097000,0 days 01:11:10.590000
GAS,10,Alpine,7.0,0 days 00:01:25.079000,9.0,1.0,MEDIUM,7.0,True,,,0 days 00:00:29.873000,0 days 00:00:17.815000,0 days 00:00:37.391000,268.0,303.0,296.0,288.0,1,False,,True,False,True,0 days 01:12:35.613000,0 days 01:11:10.534000,2026-03-08 04:12:17.157,0 days 01:11:40.463000,0 days 01:11:58.278000,0 days 01:12:35.669000
GAS,10,Alpine,8.0,0 days 00:01:24.964000,9.0,1.0,MEDIUM,8.0,True,,,0 days 00:00:29.969000,0 days 00:00:17.697000,0 days 00:00:37.298000,264.0,308.0,303.0,293.0,1,False,,True,False,True,0 days 01:14:00.577000,0 days 01:12:35.613000,2026-03-08 04:13:42.236,0 days 01:13:05.638000,0 days 01:13:23.335000,0 days 01:14:00.633000
GAS,10,Alpine,9.0,0 days 00:01:25.441000,9.0,1.0,MEDIUM,9.0,True,,,0 days 00:00:30.052000,0 days 00:00:17.651000,0 days 00:00:37.738000,260.0,318.0,297.0,300.0,1,False,,True,False,False,0 days 01:15:26.018000,0 days 01:14:00.577000,2026-03-08 04:15:07.200,0 days 01:14:30.685000,0 days 01:14:48.336000,0 days 01:15:26.074000
GAS,10,Alpine,10.0,0 days 00:01:26.669000,10.0,1.0,MEDIUM,10.0,True,,,0 days 00:00:30.475000,0 days 00:00:17.800000,0 days 00:00:38.394000,258.0,312.0,299.0,292.0,1,False,,True,False,False,0 days 01:16:52.687000,0 days 01:15:26.018000,2026-03-08 04:16:32.641,0 days 01:15:56.549000,0 days 01:16:14.349000,0 days 01:16:52.743000
GAS,10,Alpine,11.0,0 days 00:01:44.821000,12.0,1.0,MEDIUM,11.0,True,0 days 01:18:21.012000,,0 days 00:00:30.082000,0 days 00:00:17.797000,0 days 00:00:56.942000,267.0,313.0,,298.0,16,False,,False,False,False,0 days 01:18:37.508000,0 days 01:16:52.687000,2026-03-08 04:17:59.310,0 days 01:17:22.825000,0 days 01:17:40.622000,0 days 01:18:37.564000
GAS,10,Alpine,12.0,0 days 00:01:58.072000,11.0,2.0,HARD,1.0,True,,0 days 01:18:39.918000,0 days 00:00:42.291000,0 days 00:00:29.532000,0 days 00:00:46.249000,216.0,119.0,237.0,219.0,6,False,,False,False,False,0 days 01:20:35.580000,0 days 01:18:37.508000,2026-03-08 04:19:44.131,0 days 01:19:19.855000,0 days 01:19:49.387000,0 days 01:20:35.636000
