event_id,race_id,year,circuit,attacker,target,target_number,event_start_time,event_end_time,event_duration_s,in_band_duration_s,horizon_end_time,horizon_s_effective,event_start_lap,n_samples_in_episode,gap_at_start_m,gap_at_start_s_crude_audit,gap_min_in_episode_m,attacker_speed_at_start_kmh,target_speed_same_time_kmh_audit,relative_speed_same_time_kmh_audit,closing_speed_v1_kmh_audit,closing_speed_v1_window_s_audit,closing_speed_v1_available_audit,attacker_position,target_position,track_distance_at_start_m,zone_id,distance_to_next_corner_m,distance_to_next_straight_m,compound,tyre_age,stint,EstimatedEnergyIndex,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,lookahead_truncated,TrackStatus,freeze_flag,event_type,overtake_success,actual_swap_delay_s,pass_after_horizon,attacker_PositionChange_audit,target_speed_at_attacker_position_kmh,relative_speed_same_position_kmh,spatial_time_gap_s,spatial_alignment_ok,spatial_alignment_lag_raw_s,closing_speed_at_start_kmh,closing_speed_n_samples,closing_speed_available,closing_speed_window_s,zone_type,track_position_frac,circuit_length_m,corner_count,longest_straight_m,n_long_straights_over_500m,pair_id,cluster_id,reciprocal_event_id,window_crosses_start_finish,detector_version
monaco_2026_R_00001,monaco_2026_R,2026,Monaco Grand Prix,HAM,ANT,12,2026-06-07 13:04:37.400,2026-06-07 13:04:41.921,4.521,4.521,2026-06-07 13:05:07.400,30.0,2,18,94.69944444444442,1.3636719999999998,56.777499999999975,250.0,129.0,121.0,36.09954058193261,1.959,True,2.0,1.0,66.37916666666666,straight_01,156.87325837042522,216.87325837042522,MEDIUM,2.0,1.0,0.9723774488883183,15746.894086223556,57839.89125757988,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,263.0,-13.0,1.836387,True,1.836387,27.1007105520615,11,True,3.0,straight,0.01904852321633675,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ANT|HAM,monaco_2026_R|L2|monaco_2026_R|ANT|HAM,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00002,monaco_2026_R,2026,Monaco Grand Prix,LEC,HAM,44,2026-06-07 13:04:38.121,2026-06-07 13:08:28.482,230.361,230.361,2026-06-07 13:05:08.121,30.0,2,782,75.37083333333334,1.043596153846154,10.067222222218788,260.0,204.0,56.0,16.455851063833034,1.88,True,3.0,2.0,35.076666666666654,straight_01,188.17575837042523,248.17575837042523,MEDIUM,2.0,1.0,0.9689585046781557,15155.064862010064,65667.24182147061,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,256.5929625984252,3.4070374015748257,1.168437,True,1.168437,9.974996352984414,11,True,3.0,straight,0.010065789206227433,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HAM|LEC,monaco_2026_R|L2|monaco_2026_R|HAM|LEC,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00003,monaco_2026_R,2026,Monaco Grand Prix,HAD,LEC,16,2026-06-07 13:04:39.241,2026-06-07 13:05:18.961,39.72,39.72,2026-06-07 13:05:09.241,30.0,2,145,83.65972222222221,1.181078431372549,10.466388888889014,255.0,211.0,44.0,7.890277023351168,1.841,True,4.0,3.0,26.61388888888888,straight_01,196.638536148203,256.638536148203,MEDIUM,2.0,1.0,0.9645314853782239,14995.06105378665,67783.402780211,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,260.0,-5.0,1.237176,True,1.237176,-25.96584469650898,12,True,3.0,straight,0.007637264910581982,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HAD|LEC,monaco_2026_R|L2|monaco_2026_R|HAD|LEC,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00004,monaco_2026_R,2026,Monaco Grand Prix,RUS,HAD,6,2026-06-07 13:04:40.081,2026-06-07 13:05:20.161,40.08,40.08,2026-06-07 13:05:10.081,30.0,2,148,63.64027777777778,0.8612969924812031,26.784444444444034,266.0,238.0,28.0,-16.95765306122671,1.96,True,5.0,4.0,20.766666666666666,straight_01,202.48575837042523,262.48575837042523,MEDIUM,2.0,1.0,0.9710572774401527,14884.508957577667,69245.53066642792,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,255.0,11.0,0.922549,True,0.922549,-4.521522510950596,12,True,3.0,straight,0.0059593145257813285,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HAD|RUS,monaco_2026_R|L2|monaco_2026_R|HAD|RUS,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00005,monaco_2026_R,2026,Monaco Grand Prix,PIA,RUS,63,2026-06-07 13:04:42.201,2026-06-07 13:04:47.641,5.44,5.44,2026-06-07 13:05:12.201,30.0,2,22,92.93444444444441,1.3068906249999994,50.94749999999996,256.0,143.0,113.0,19.85978260871003,1.8399999999999999,True,6.0,5.0,51.52444444444444,straight_01,171.72798059264744,231.72798059264744,MEDIUM,2.0,1.0,0.976113920230556,15466.039243042189,61554.39068614154,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,264.302687673772,-8.302687673772027,1.698923,True,1.698923,41.93452836036826,12,True,3.0,straight,0.014785732112869545,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|PIA|RUS,monaco_2026_R|L2|monaco_2026_R|PIA|RUS,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00006,monaco_2026_R,2026,Monaco Grand Prix,GAS,PIA,81,2026-06-07 13:04:42.761,2026-06-07 13:08:03.602,200.841,200.841,2026-06-07 13:05:12.761,30.0,2,735,48.13861111111111,0.6490599250936329,10.228611111111604,267.0,215.0,52.0,4.70053191488736,1.88,True,7.0,6.0,39.42277777777778,straight_01,183.8296472593141,243.8296472593141,MEDIUM,2.0,1.0,0.9699229537626047,15237.235792997511,64580.4744624326,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,259.03892299107144,7.961077008928555,0.730179,True,0.730179,-8.39379319582222,12,True,3.0,straight,0.011312972660887344,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|GAS|PIA,monaco_2026_R|L2|monaco_2026_R|GAS|PIA,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00007,monaco_2026_R,2026,Monaco Grand Prix,NOR,GAS,10,2026-06-07 13:04:42.961,2026-06-07 13:14:23.483,580.522,579.201,2026-06-07 13:05:12.961,30.0,2,2108,39.148888888888884,0.5338484848484848,10.016666666666424,264.0,269.0,-5.0,5.325531914893314,1.88,True,8.0,7.0,15.305555555555554,straight_01,207.94686948153634,267.94686948153634,MEDIUM,2.0,1.0,0.9720059598094071,14781.256976035218,70611.10949032458,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,,,,False,,-43.99013849632539,12,True,3.0,straight,0.004392164665202664,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|GAS|NOR,monaco_2026_R|L2|monaco_2026_R|GAS|NOR,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00008,monaco_2026_R,2026,Monaco Grand Prix,LAW,NOR,1,2026-06-07 13:04:43.960,2026-06-07 13:10:11.402,327.442,327.442,2026-06-07 13:05:13.960,30.0,2,1202,46.294722222222205,0.6289094339622638,13.339722222222463,265.0,229.0,36.0,-29.42239909039484,1.759,True,9.0,8.0,38.013333333333335,straight_01,185.23909170375856,245.23909170375856,MEDIUM,2.0,1.0,0.9724468504519139,15210.587748524142,64932.91326978009,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,265.46135849056606,-0.46135849056605593,0.691271,True,0.691271,5.589033275061497,13,True,3.0,straight,0.0109085108911734,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|LAW|NOR,monaco_2026_R|L2|monaco_2026_R|LAW|NOR,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00009,monaco_2026_R,2026,Monaco Grand Prix,ALB,LAW,30,2026-06-07 13:04:44.761,2026-06-07 13:08:07.841,203.08,203.08,2026-06-07 13:05:14.761,30.0,2,700,50.89055555555555,0.6887443609022557,10.032222222222572,266.0,215.0,51.0,-0.6269999999981508,2.0,True,10.0,9.0,38.51805555555556,straight_01,184.7343694815363,244.7343694815363,MEDIUM,2.0,1.0,0.9673264234789126,15220.130416401185,64806.7048911931,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,264.8607662835249,1.1392337164750757,0.794038,True,0.794038,-3.715881059658547,13,True,3.0,straight,0.011053348698735529,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ALB|LAW,monaco_2026_R|L2|monaco_2026_R|ALB|LAW,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00010,monaco_2026_R,2026,Monaco Grand Prix,SAI,ALB,23,2026-06-07 13:04:45.721,2026-06-07 13:05:29.441,43.72,43.72,2026-06-07 13:05:15.721,30.0,2,160,83.755,1.1508320610687024,22.74861111111113,262.0,226.0,36.0,-77.19988642816257,1.7610000000000001,True,11.0,10.0,20.90361111111111,straight_01,202.34881392598078,262.3488139259808,MEDIUM,2.0,1.0,0.9710325297685869,14887.098134937813,69211.2870061949,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,,,,False,,-43.23129280437845,13,True,3.0,straight,0.005998612841206827,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ALB|SAI,monaco_2026_R|L2|monaco_2026_R|ALB|SAI,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00011,monaco_2026_R,2026,Monaco Grand Prix,HUL,SAI,55,2026-06-07 13:04:46.161,2026-06-07 13:15:32.643,646.482,646.482,2026-06-07 13:05:16.161,30.0,2,2299,31.675277777777783,0.42390706319702615,10.03055555555602,269.0,263.0,6.0,19.827499999996302,1.6,True,12.0,11.0,21.374999999999993,straight_01,201.87742503709188,261.8774250370919,MEDIUM,2.0,1.0,0.9696172179634152,14896.010577088247,69093.41379845572,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,262.0322623574144,6.9677376425855755,0.433547,True,0.433547,-9.423076198978395,13,True,3.0,straight,0.006133885135886479,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HUL|SAI,monaco_2026_R|L2|monaco_2026_R|HUL|SAI,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00012,monaco_2026_R,2026,Monaco Grand Prix,COL,HUL,27,2026-06-07 13:04:47.321,2026-06-07 13:09:29.602,282.281,282.281,2026-06-07 13:05:17.321,30.0,2,1005,64.28666666666666,0.8700451127819548,10.331944444444844,266.0,210.0,56.0,-20.788265306118596,1.96,True,13.0,12.0,34.91,straight_01,188.34242503709189,248.34242503709189,MEDIUM,2.0,1.0,0.968863521090037,15151.913733377027,65708.91767570957,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,267.53691381495565,-1.5369138149556534,0.977771,True,0.977771,2.1879896628979827,12,True,3.0,straight,0.010017961641815065,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|COL|HUL,monaco_2026_R|L2|monaco_2026_R|COL|HUL,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00013,monaco_2026_R,2026,Monaco Grand Prix,PER,COL,43,2026-06-07 13:04:47.641,2026-06-07 13:08:41.802,234.161,234.161,2026-06-07 13:05:17.641,30.0,2,837,32.647777777777776,0.4451969696969697,10.10777777777821,264.0,263.0,1.0,-12.135937499999834,1.92,True,14.0,13.0,25.3675,straight_01,197.88492503709188,257.8849250370919,SOFT,2.0,1.0,0.9740794729601431,14971.495863492604,68095.06871016137,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,264.6162862513426,-0.6162862513426148,0.449146,True,0.449146,-20.788243831638766,12,True,3.0,straight,0.007279594441384809,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|COL|PER,monaco_2026_R|L2|monaco_2026_R|COL|PER,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00014,monaco_2026_R,2026,Monaco Grand Prix,LIN,PER,11,2026-06-07 13:04:48.681,2026-06-07 13:08:41.802,233.121,229.241,2026-06-07 13:05:18.681,30.0,2,773,49.98277777777779,0.7028828125000002,10.040833333333921,256.0,214.0,42.0,46.29999999998859,1.6400000000000001,True,15.0,14.0,43.13805555555555,straight_01,180.11436948153633,240.11436948153633,MEDIUM,2.0,1.0,0.9827334857790274,15307.479702108918,63651.450211689065,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,256.12918307086613,-0.12918307086613368,0.788133,True,0.788133,6.6775926197111115,11,True,3.0,straight,0.01237912878424643,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|LIN|PER,monaco_2026_R|L2|monaco_2026_R|LIN|PER,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00015,monaco_2026_R,2026,Monaco Grand Prix,OCO,LIN,41,2026-06-07 13:04:49.241,2026-06-07 13:08:41.802,232.561,232.561,2026-06-07 13:05:19.241,30.0,2,843,38.03805555555555,0.5128726591760299,10.201388888888005,267.0,224.0,43.0,-51.508333333329354,1.92,True,16.0,15.0,41.12527777777778,straight_01,182.12714725931409,242.12714725931409,MEDIUM,2.0,1.0,0.9735863838438911,15269.424571983964,64154.755611381595,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,256.64328835227275,10.356711647727252,0.588304,True,0.588304,-2.7835410563862752,10,True,3.0,straight,0.011801531231359706,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|LIN|OCO,monaco_2026_R|L2|monaco_2026_R|LIN|OCO,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00016,monaco_2026_R,2026,Monaco Grand Prix,ALO,OCO,31,2026-06-07 13:04:49.841,2026-06-07 13:06:19.881,90.04,90.04,2026-06-07 13:05:19.841,30.0,2,329,46.92388888888888,0.6472260536398466,10.391111111111513,261.0,219.0,42.0,-44.29468085106186,1.88,True,17.0,16.0,32.821666666666665,straight_01,190.43075837042522,250.43075837042522,MEDIUM,2.0,1.0,0.9699883673036528,15112.430091605098,66231.11612932378,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,267.62199334165626,-6.621993341656264,0.711958,True,0.711958,-17.469208213963935,10,True,3.0,straight,0.009418682259728067,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ALO|OCO,monaco_2026_R|L2|monaco_2026_R|ALO|OCO,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00017,monaco_2026_R,2026,Monaco Grand Prix,STR,ALO,14,2026-06-07 13:04:52.121,2026-06-07 13:04:57.641,5.52,5.52,2026-06-07 13:05:22.121,30.0,2,22,96.57916666666668,1.3120188679245284,52.012500000000074,265.0,129.0,136.0,72.27376425855383,1.841,True,18.0,17.0,58.78527777777778,straight_01,164.46714725931412,224.46714725931412,MEDIUM,2.0,1.0,0.9614237239354286,15603.318161940364,59738.78209622113,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,251.63180865603644,13.36819134396356,1.9061240000000002,True,1.9061240000000002,40.10896493879415,11,True,3.0,straight,0.016869339956494454,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ALO|STR,monaco_2026_R|L2|monaco_2026_R|ALO|STR,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00018,monaco_2026_R,2026,Monaco Grand Prix,BOR,BOT,77,2026-06-07 13:05:11.681,2026-06-07 13:05:55.041,43.36,43.36,2026-06-07 13:05:41.681,30.0,2,162,12.603888888888891,0.7202222222222223,12.603888888888891,63.0,73.0,-10.0,,,False,20.0,19.0,12.598055555555556,straight_01,210.65436948153632,270.6543694815363,HARD,1.0,2.0,1.0,14730.066891391563,71288.13374243655,400.0,False,1,True,PIT_RELATED,,,False,0.0,61.1513986013986,1.848601398601403,0.658676,True,0.658676,2.199808604953491,12,True,3.0,straight,0.003615205881323711,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|BOR|BOT,monaco_2026_R|L2|monaco_2026_R|BOR|BOT,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00019,monaco_2026_R,2026,Monaco Grand Prix,HAM,ANT,12,2026-06-07 13:05:22.521,2026-06-07 13:05:27.201,4.68,4.68,2026-06-07 13:05:52.521,30.0,2,18,99.3583333333338,1.5757268722467035,53.92027777777821,227.0,87.0,140.0,137.40476190476053,1.6800000000000002,True,2.0,1.0,1955.7586111111107,straight_05,142.78853579436077,251.68627568592387,MEDIUM,2.0,1.0,0.886225750658325,8761.903941243007,68984.26160323666,399.9999999999998,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,263.5244176706834,-36.52441767068342,2.49204,True,2.49204,103.91868214779655,12,True,3.0,straight,0.5612350256877862,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|ANT|HAM,monaco_2026_R|L2|monaco_2026_R|ANT|HAM,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00020,monaco_2026_R,2026,Monaco Grand Prix,HAD,LEC,16,2026-06-07 13:05:24.361,2026-06-07 13:05:35.961,11.6,11.6,2026-06-07 13:05:54.361,30.0,2,45,99.2988888888899,1.3239851851851987,26.64333333333434,270.0,168.0,102.0,36.345652173911574,1.8399999999999999,True,4.0,3.0,1904.239444444444,straight_05,194.30770246102747,303.2054423525906,MEDIUM,2.0,1.0,0.8795971397256405,10143.064101565917,74414.65814383939,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,271.1801387032085,-1.180138703208513,1.600738,True,1.600738,10.310221816512795,13,True,3.0,straight,0.5464508081144563,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HAD|LEC,monaco_2026_R|L2|monaco_2026_R|HAD|LEC,,False,v4_t0_anchored_30s_horizon
monaco_2026_R_00021,monaco_2026_R,2026,Monaco Grand Prix,RUS,HAD,6,2026-06-07 13:05:26.321,2026-06-07 13:05:54.481,28.16,28.16,2026-06-07 13:05:56.321,30.0,2,99,90.80805555555457,1.2382916666666535,38.574722222221226,264.0,148.0,116.0,60.75510204081676,1.96,True,5.0,4.0,1926.6800000000007,straight_05,171.8671469054707,280.7648867970338,MEDIUM,2.0,1.0,0.8803228931392905,9541.46273038339,72049.3032061994,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,267.16341292134814,-3.16341292134814,1.65743,True,1.65743,31.35423502902754,11,True,3.0,straight,0.5528904708121529,3484.7408333333333,19,431.47976220214423,0,monaco_2026_R|HAD|RUS,monaco_2026_R|L2|monaco_2026_R|HAD|RUS,,False,v4_t0_anchored_30s_horizon
