event_id,race_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,swap_distance_delay_any_s,swap_ahead_delay_any_s,actual_swap_delay_s,pass_after_horizon,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,horizon_s_effective,audit_horizon_s,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
monaco_2026_R_00290,monaco_2026_R,PER,STR,2026-06-07 13:25:06.325,16,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.2977777777769,6.64,-97.59388888889225,False,8.999999999999545,False,False,,,,,,False,53.0,81.85714285714191,True,False,2026-06-07 13:25:36.325,30.0,120.0,False,False,False
monaco_2026_R_00291,monaco_2026_R,ALB,LAW,2026-06-07 13:25:17.125,17,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",89.50500000000034,10.08,-89.59722222222626,False,9.044444444444707,False,False,,,,,,False,98.0,126.41326808047877,True,False,2026-06-07 13:25:47.125,30.0,120.0,False,False,False
monaco_2026_R_00292,monaco_2026_R,BEA,BOT,2026-06-07 13:25:28.326,16,INVALID,no causal target sample at t0,21.016111111111968,4.079,,False,4.5,False,False,,,,,,False,,,True,True,2026-06-07 13:25:58.326,30.0,120.0,False,False,False
monaco_2026_R_00293,monaco_2026_R,HAM,ANT,2026-06-07 13:25:30.605,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.64083333333338,13.88,-94.78777777777577,False,8.177777777777692,False,False,,,,,,False,81.0,105.54507556018712,True,False,2026-06-07 13:26:00.605,30.0,120.0,False,False,False
monaco_2026_R_00294,monaco_2026_R,BEA,BOR,2026-06-07 13:25:32.645,16,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",22.33027777777852,41.161,-22.226944444446417,False,10.158611111113757,False,False,,,,,,False,85.0,,True,False,2026-06-07 13:26:02.645,30.0,120.0,False,False,False
monaco_2026_R_00295,monaco_2026_R,ALO,ANT,2026-06-07 13:25:36.565,17,LAPPED_UNLAPPED,pair separated by -3583 m of race distance at t0,97.72194444444494,3.08,-3582.6105555555478,True,4.899999999999864,False,False,,,,,,False,57.0,42.642522146951464,True,False,2026-06-07 13:26:06.565,30.0,120.0,False,False,False
monaco_2026_R_00296,monaco_2026_R,COL,SAI,2026-06-07 13:25:37.965,17,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",99.18111111111193,12.8,-99.22222222221899,False,11.0,False,False,,,,,,False,121.0,80.43999999999997,True,False,2026-06-07 13:26:07.965,30.0,120.0,False,False,False
monaco_2026_R_00297,monaco_2026_R,PER,STR,2026-06-07 13:25:39.445,17,INVALID,no causal target sample at t0,97.0374999999998,17.44,,False,12.133333333333212,False,False,,,,,,False,,30.80851063829801,True,False,2026-06-07 13:26:09.445,30.0,120.0,False,False,False
monaco_2026_R_00298,monaco_2026_R,SAI,ALB,2026-06-07 13:25:41.206,17,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",93.32416666666677,3.799,-93.27361111110804,False,7.444444444444798,False,False,,,,,,False,72.0,101.04742478327287,True,False,2026-06-07 13:26:11.206,30.0,120.0,False,False,False
monaco_2026_R_00299,monaco_2026_R,ALB,LAW,2026-06-07 13:25:50.765,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.42499999999998,4.641,-96.60750000000553,False,10.0,False,False,,,,,,False,130.0,104.72996020466262,True,False,2026-06-07 13:26:20.765,30.0,120.0,False,False,False
