event_id,race_id,circuit,event_start_time,p_hat,EstimatedEnergyIndex,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,lookahead_truncated,zone_type,strategy_action,strategy_reason_code,strategy_reason,strategy_deploy_share,strategy_lookahead_usable,strategy_spend_compatible,strategy_ablation,split,overtake_success_analysis_only
australia_2026_R_00174,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:37.053,0.284630252651214,0.9852825905111268,18075.717048294147,2866.82467628586,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.8631099933337556,True,True,B,development_ablation_B,0.0
australia_2026_R_00176,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:38.293,0.1144018507853735,0.8986249799886985,10843.652938120284,35789.93611926483,400.00000000000045,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.23252880932618314,True,False,B,development_ablation_B,0.0
australia_2026_R_00177,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:43.533,0.0246127645230191,0.8125318952711462,14361.655275181416,87755.83141074968,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1406385501765394,True,False,B,development_ablation_B,0.0
australia_2026_R_00178,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:48.013,0.0375225473788291,0.9503509993719504,13861.759869370722,99668.7130010896,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12209726180905774,True,True,B,development_ablation_B,0.0
australia_2026_R_00179,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:49.853,0.6392860644567437,0.9793849905745866,14324.66276527766,19154.21757598541,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.4278716199365354,True,True,B,development_ablation_B,1.0
australia_2026_R_00180,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:51.413,0.3443706132452853,0.9150108332264838,16465.471977329238,99536.50297418122,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1419413073287063,True,True,B,development_ablation_B,0.0
australia_2026_R_00182,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:57.252,0.1500297029506189,0.9068624411425994,15805.115121911063,99482.66700550316,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13709271555283717,True,True,B,development_ablation_B,0.0
australia_2026_R_00183,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:57.493,0.1523272125943599,0.9370753917309552,16375.769447601671,99529.1899243641,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14128618426971745,True,True,B,development_ablation_B,0.0
australia_2026_R_00184,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:57.973,0.2868784398927202,0.966391873953858,16149.500475456009,99510.74321756107,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13962879516594884,True,True,B,development_ablation_B,0.0
australia_2026_R_00185,australia_2026_R,Australian Grand Prix,2026-03-08 04:10:58.493,0.211590248808591,0.9519677381732208,15727.100156504455,99476.30679102275,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13651592928729814,True,True,B,development_ablation_B,0.0
australia_2026_R_00187,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:04.933,0.0304045513025922,0.9351147623115352,13496.065068989636,99760.35586581015,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.11916379625627707,True,True,B,development_ablation_B,0.0
australia_2026_R_00188,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:06.213,0.0199036479592561,0.9786734271157836,9408.271568760338,43908.60543094512,400.0000000000001,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.17645953960904934,True,False,B,development_ablation_B,0.0
australia_2026_R_00189,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:12.293,0.3486018419030002,0.9973776260558348,17586.573947193174,259.48427516227724,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9854598549478435,True,True,B,development_ablation_B,0.0
australia_2026_R_00191,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:33.693,0.5063700765302271,0.6763179131058288,15129.921810223594,67514.41925852073,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.18307268972764132,True,False,B,development_ablation_B,0.0
australia_2026_R_00192,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:41.053,0.080861620915781,0.7699296091154,9316.328056091676,58895.75998476334,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1365788428952907,True,False,B,development_ablation_B,0.0
australia_2026_R_00193,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:41.613,0.5880371207166477,0.8920572753168069,16657.16406952009,52619.74028107128,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.24044325054166338,True,False,B,development_ablation_B,0.0
australia_2026_R_00194,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:46.573,0.3843483030908002,0.9210323991347372,14697.769891230928,72214.67202307741,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.16911007868956499,True,True,B,development_ablation_B,1.0
australia_2026_R_00195,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:46.573,0.2638674591636968,0.9005823563817789,16509.14394956411,54063.33061883698,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.23393177085724723,True,False,B,development_ablation_B,0.0
australia_2026_R_00196,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:47.213,0.6252298954387868,0.9018521068167188,18456.96376829489,35066.90046552737,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.3448361592067516,True,False,B,development_ablation_B,0.0
australia_2026_R_00197,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:48.053,0.0466709004544494,0.8882078082869383,9203.121152365971,63392.06617470164,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12677315799052322,True,False,B,development_ablation_B,0.0
australia_2026_R_00198,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:52.573,0.0609350039453585,0.9131158517609178,15654.753344847057,62395.91420283982,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.20057167781790491,True,False,B,development_ablation_B,0.0
australia_2026_R_00199,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:53.893,0.4663606252449418,0.9624734411132828,11401.14840051369,27355.97939437462,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.2941690741597573,True,False,B,development_ablation_B,0.0
australia_2026_R_00200,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:57.414,0.3748998733126121,0.9210442547849956,13526.499463760516,86850.79205162059,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1347565695343335,True,True,B,development_ablation_B,1.0
australia_2026_R_00201,australia_2026_R,Australian Grand Prix,2026-03-08 04:11:58.813,0.5253262339005225,0.962657246225055,10947.18741643925,46562.90994348796,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.19035244103181093,True,False,B,development_ablation_B,1.0
australia_2026_R_00203,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:04.054,0.5183460717911275,0.9898132288376248,12140.819093760729,39417.641138065,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.23547675859929015,True,True,B,development_ablation_B,0.0
australia_2026_R_00204,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:14.533,0.0969791351060947,0.9626014193353588,27792.60131091315,95.91419059177096,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.996560799710311,True,True,B,development_ablation_B,0.0
australia_2026_R_00205,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:14.533,0.4516120798528917,0.9506574935169302,27792.60131091315,95.91419059177096,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.996560799710311,True,True,B,development_ablation_B,0.0
australia_2026_R_00206,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:18.213,0.0898637760047412,0.9575777176806842,16660.713023449403,99552.42011164612,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14336342695521034,True,True,B,development_ablation_B,0.0
australia_2026_R_00207,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:18.933,0.6128623401474856,0.8832535297100074,16488.720505936268,5938.9054660900565,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.7351968740027333,True,True,B,development_ablation_B,0.0
australia_2026_R_00208,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:19.373,0.0916908582831347,0.9486832704040776,16221.804256676598,99516.63782449848,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1401591723975269,True,True,B,development_ablation_B,0.0
australia_2026_R_00209,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:19.893,0.0227578260808382,0.796179122479254,6418.392839648432,86009.87947580677,400.0000000000001,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.06944187832206396,True,False,B,development_ablation_B,0.0
australia_2026_R_00211,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:26.253,0.0191010143594502,0.9478999621653836,13673.657500422469,99715.85132499567,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12059014667287535,True,True,B,development_ablation_B,0.0
australia_2026_R_00212,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:27.493,0.0299784340836513,0.9144478073894056,7818.248503922741,66298.14121330842,399.9999999999999,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.10548609469175335,True,False,B,development_ablation_B,0.0
australia_2026_R_00213,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:31.173,0.0163153039569654,0.9584779677152152,8628.68761576733,54886.133491316985,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13585313577786184,True,False,B,development_ablation_B,0.0
australia_2026_R_00214,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:33.053,0.0143742203107979,0.9227431614377338,13902.9647198373,93281.75458289756,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12971032447796466,True,False,B,development_ablation_B,0.0
australia_2026_R_00215,australia_2026_R,Australian Grand Prix,2026-03-08 04:12:38.853,0.064964912458061,0.9658017279578996,6911.123690938483,90703.74325694727,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.07079990893833996,True,True,B,development_ablation_B,0.0
australia_2026_R_00216,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:00.813,0.1881828562667843,0.8602935609124494,14857.3793983344,72191.3842521059,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.17067881007473967,True,True,B,development_ablation_B,0.0
australia_2026_R_00217,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:05.693,0.04575634173464,0.7374744682683597,9071.283802391212,69659.36304478052,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1152192210486974,True,False,B,development_ablation_B,0.0
australia_2026_R_00218,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:13.693,0.0493909898631671,0.9148600000858348,14771.02232769005,72203.98415119358,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.16983065510062662,True,True,B,development_ablation_B,0.0
australia_2026_R_00219,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:19.733,0.0425807342426437,0.9026081200747502,15046.6906762965,68326.14445354263,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.18047473919849094,True,False,B,development_ablation_B,0.0
australia_2026_R_00220,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:22.614,0.0454724128736167,0.5773487791500539,13384.694141209213,24894.3503400922,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.34966113503035273,True,False,B,development_ablation_B,0.0
australia_2026_R_00221,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:25.053,0.1371012618131434,0.9104540085095076,12626.253753524044,87370.95623486086,400.00000000000045,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1262660603729908,True,True,B,development_ablation_B,0.0
australia_2026_R_00222,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:25.333,0.041296220289062,0.920475870289282,10267.394554483912,44507.74388236078,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.18744625476980106,True,False,B,development_ablation_B,0.0
australia_2026_R_00223,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:27.173,0.4474515774110073,0.9253276965741586,9228.692296577296,62176.46261387,400.00000000000045,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1292440623950953,True,False,B,development_ablation_B,0.0
australia_2026_R_00224,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:33.333,0.0300334822596863,0.8450076823508997,9131.176637782297,90547.78016267036,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.09160586076419322,True,True,B,development_ablation_B,0.0
australia_2026_R_00225,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:34.133,0.0472241190216536,0.9197219942789208,13774.570348318965,22513.482369531725,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.37958968080816935,True,False,B,development_ablation_B,0.0
australia_2026_R_00226,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:44.414,0.1451991531908933,0.7367373839078194,8299.672000371964,59519.08948846987,399.9999999999999,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12238017649050555,True,False,B,development_ablation_B,0.0
australia_2026_R_00227,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:46.933,0.0304856102356035,0.9474573609486748,13642.569491051818,99723.6419586996,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12034070219501661,True,True,B,development_ablation_B,0.0
australia_2026_R_00228,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:47.773,0.1089888117125042,0.7863889095797725,14663.363138455215,1005.5009828945708,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9358280871473947,True,True,B,development_ablation_B,0.0
australia_2026_R_00229,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:51.534,0.4454741241958265,0.5100003386556317,23316.71355516014,1835.431308124372,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.927026847288733,True,True,B,development_ablation_B,1.0
australia_2026_R_00230,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:52.653,0.0193121478538185,0.9245286573705468,7575.419787400242,69717.47666686126,399.9999999999999,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.09800926262199319,True,False,B,development_ablation_B,0.0
australia_2026_R_00231,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:53.493,0.0221459414613612,0.9554544546883076,13491.283016307229,99761.55424491371,400.00000000000006,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.11912534239817052,True,True,B,development_ablation_B,0.0
australia_2026_R_00232,australia_2026_R,Australian Grand Prix,2026-03-08 04:13:55.294,0.0148977682954228,0.9409140615384768,14324.802523101162,88199.80278601579,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13972063076869348,True,False,B,development_ablation_B,0.0
australia_2026_R_00233,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:00.693,0.0139508425059696,0.9161912847013504,14714.970518412949,83499.38255454537,400.00000000000006,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14982505161421736,True,False,B,development_ablation_B,0.0
australia_2026_R_00234,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:01.373,0.1430914208960769,0.9998769746181266,13372.434251543442,3065.314799452464,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.8135197958100749,True,True,B,development_ablation_B,0.0
australia_2026_R_00235,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:01.373,0.1866043919200393,1.0,11705.21427930847,6133.4696417567975,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.6561702831387727,True,True,B,development_ablation_B,0.0
australia_2026_R_00236,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:03.654,0.0234875753811813,0.9300242159016424,6339.871828506632,90511.54545105004,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.06545977339915342,True,True,B,development_ablation_B,0.0
australia_2026_R_00237,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:07.333,0.4259475237892165,0.9797401151202828,23306.797760150486,152.3281048702378,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9935066589545278,True,True,B,development_ablation_B,0.0
australia_2026_R_00238,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:14.493,0.0234197565547457,0.8869487847759073,7100.388705026996,76406.51511651235,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.08502756514839863,True,False,B,development_ablation_B,0.0
australia_2026_R_00239,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:14.694,0.590652380060322,0.9207603146900156,16016.275501016957,72022.2959095077,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.1819233915817752,True,True,B,development_ablation_B,0.0
australia_2026_R_00240,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:18.494,0.1627829679856431,0.6877183809407982,18153.34745780616,38027.968003777874,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.32312072632438016,True,False,B,development_ablation_B,0.0
australia_2026_R_00241,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:26.853,0.5303266841681349,0.8803318185224178,16492.437355682443,54226.26439778354,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.23321182299382545,True,False,B,development_ablation_B,0.0
australia_2026_R_00242,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:31.973,0.080117204371421,0.9036913530979196,15931.581756383774,59696.10001384797,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.21065807365068137,True,False,B,development_ablation_B,1.0
australia_2026_R_00243,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:39.053,0.0621807505094899,0.9238896061954388,18589.22807613467,33776.97125262333,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3549852445740893,True,False,B,development_ablation_B,0.0
australia_2026_R_00244,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:39.613,0.0438086205062853,0.9151014594758066,15175.25749949225,67072.2755620851,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1845071448906655,True,False,B,development_ablation_B,0.0
australia_2026_R_00245,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:46.253,0.0685748612302759,0.8998497190042258,15475.957073745858,72101.13088628522,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.17671239629261096,True,True,B,development_ablation_B,0.0
australia_2026_R_00246,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:52.773,0.1846112279782208,0.9017593496382312,13966.468899517473,21341.61010389003,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.39556014639509557,True,False,B,development_ablation_B,0.0
australia_2026_R_00248,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:55.574,0.2543281269612686,0.7037810866566111,14529.672932184523,99501.33444827246,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1274186141643669,True,True,B,development_ablation_B,0.0
australia_2026_R_00249,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:55.574,0.0204499841473929,0.9394492536914312,9276.167765915328,59919.56909739054,399.9999999999996,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13405692585137324,True,False,B,development_ablation_B,0.0
australia_2026_R_00250,australia_2026_R,Australian Grand Prix,2026-03-08 04:14:58.014,0.5040178500380172,0.9981306143193384,18897.71832020804,2008.3425231976785,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.903934914461365,True,True,B,development_ablation_B,0.0
australia_2026_R_00252,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:00.653,0.4502099636528006,0.7612074076605523,25294.274733623104,1945.923576803871,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9285642654055491,True,True,B,development_ablation_B,0.0
australia_2026_R_00253,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:01.494,0.0327269845668052,0.825364850812753,8852.387223887252,80065.29005705402,400.00000000000045,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.0995571127653003,True,False,B,development_ablation_B,0.0
australia_2026_R_00254,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:01.694,0.3604392673500185,0.9966268529328904,26513.31519431901,2243.369528917501,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9219878942754214,True,True,B,development_ablation_B,0.0
australia_2026_R_00255,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:12.373,0.0810665942524038,0.9502788606621098,9583.246608597574,41444.73556509725,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1878037539477268,True,False,B,development_ablation_B,0.0
australia_2026_R_00256,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:15.614,0.0379696997765644,0.9446153064807844,16063.160251509587,99503.70428163745,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13899451470280508,True,True,B,development_ablation_B,0.0
australia_2026_R_00257,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:18.294,0.017668024403529,0.924720095659945,8283.67712878793,59744.31751036764,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1217686508727395,True,False,B,development_ablation_B,0.0
australia_2026_R_00258,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:27.894,0.0144020173661744,0.9314090145888312,14550.445697824516,85481.44106412386,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14545807510810074,True,False,B,development_ablation_B,0.0
australia_2026_R_00261,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:34.534,0.0134154278566437,0.918417920861978,6976.5529777975735,78150.2787808598,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.08195480594857285,True,False,B,development_ablation_B,0.0
australia_2026_R_00262,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:35.134,0.1856033171378918,0.9600775960392928,33375.17958748221,561.2371077207505,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9834620987607073,True,True,B,development_ablation_B,0.0
australia_2026_R_00263,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:41.934,0.0309217828914641,0.8685458307873524,6375.084926103389,86619.70967350592,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.06855313734012132,True,False,B,development_ablation_B,0.0
australia_2026_R_00264,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:45.294,0.0646740652616008,0.8852668729166374,15763.5348522536,61335.00482736861,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.20445957754528044,True,False,B,development_ablation_B,0.0
australia_2026_R_00265,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:52.374,0.0828554142622916,0.8930396158141678,16723.00947973289,51977.57218934373,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.24341874658770493,True,False,B,development_ablation_B,0.0
australia_2026_R_00266,australia_2026_R,Australian Grand Prix,2026-03-08 04:15:56.774,0.0589119298872913,0.9193444821022532,15239.78159439699,72135.58998945504,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1744173594703599,True,True,B,development_ablation_B,0.0
australia_2026_R_00267,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:06.734,0.03831388176762,0.8513657251031852,9122.601382653014,67219.82288247868,399.9999999999996,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.11949583040447972,True,False,B,development_ablation_B,0.0
australia_2026_R_00269,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:14.134,0.1664867546460479,0.9209537689279652,10593.30260158563,46934.19359570673,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1841432932393853,True,False,B,development_ablation_B,0.0
australia_2026_R_00270,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:14.134,0.1805820807318313,0.95542070019942,12154.576832496194,39152.3351324608,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.23689940335520215,True,True,B,development_ablation_B,0.0
australia_2026_R_00272,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:20.054,0.6192388730418502,1.0,14269.418346538318,19491.58021758846,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.4226598428193557,True,True,B,development_ablation_B,1.0
australia_2026_R_00273,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:24.054,0.0184726875820221,0.90865421308364,13928.576541146049,92973.20461342036,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13029321299153188,True,False,B,development_ablation_B,0.0
australia_2026_R_00274,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:26.574,0.2375065697847994,0.9923695785844212,26293.22988675102,97.69527365947133,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9962981489634919,True,True,B,development_ablation_B,0.0
australia_2026_R_00275,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:27.214,0.025906953417779,0.9016433430810218,8858.425848877247,79778.22531017702,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.09994089051244977,True,False,B,development_ablation_B,0.0
australia_2026_R_00277,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:28.934,0.0362387632458363,0.8047224838334002,8724.674598209529,86136.50537906052,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.09197307687190981,True,False,B,development_ablation_B,0.0
australia_2026_R_00279,australia_2026_R,Australian Grand Prix,2026-03-08 04:16:36.814,0.0207091660196382,0.92738085708283,13600.918652236276,99734.07963017616,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.12000634277458577,True,True,B,development_ablation_B,0.0
