Driver,DriverNumber,LapNumber,Position,LapTimeSeconds,LapTimeDelta,PositionChange
LAW,30,41,13.0,83.92,-0.15699999999999648,0.0
LAW,30,42,13.0,84.048,0.1280000000000001,0.0
LAW,30,43,13.0,84.232,0.1839999999999975,0.0
LAW,30,44,13.0,84.071,-0.16100000000000136,0.0
LAW,30,45,13.0,84.31,0.23900000000000432,0.0
LAW,30,46,13.0,84.023,-0.28700000000000614,0.0
LAW,30,47,13.0,83.783,-0.23999999999999488,0.0
LAW,30,48,13.0,84.222,0.43899999999999295,0.0
LAW,30,49,13.0,83.932,-0.28999999999999204,0.0
LAW,30,50,13.0,83.912,-0.01999999999999602,0.0
LAW,30,51,13.0,84.46,0.5479999999999876,0.0
LAW,30,52,13.0,84.665,0.2050000000000125,0.0
LAW,30,53,13.0,85.162,0.4969999999999999,0.0
LAW,30,54,13.0,84.525,-0.6370000000000005,0.0
LAW,30,55,13.0,85.123,0.597999999999999,0.0
LAW,30,56,13.0,86.895,1.7719999999999914,0.0
LAW,30,57,13.0,86.317,-0.578000000000003,0.0
LEC,16,1,1.0,91.929,,
LEC,16,2,2.0,86.212,-5.716999999999999,1.0
LEC,16,3,1.0,85.453,-0.7590000000000003,-1.0
LEC,16,4,1.0,84.553,-0.9000000000000057,0.0
LEC,16,5,1.0,83.981,-0.5720000000000027,0.0
LEC,16,6,1.0,84.822,0.8410000000000082,0.0
LEC,16,7,1.0,84.034,-0.7879999999999967,0.0
LEC,16,8,1.0,85.563,1.5289999999999964,0.0
LEC,16,9,1.0,85.602,0.03900000000000148,0.0
LEC,16,10,1.0,83.977,-1.625,0.0
LEC,16,11,1.0,83.798,-0.17900000000000205,0.0
LEC,16,12,1.0,114.008,30.209999999999994,0.0
LEC,16,13,1.0,115.178,1.1700000000000017,0.0
LEC,16,14,1.0,90.489,-24.688999999999993,0.0
LEC,16,15,1.0,83.765,-6.724000000000004,0.0
LEC,16,16,1.0,83.511,-0.2540000000000049,0.0
LEC,16,17,1.0,84.356,0.8449999999999989,0.0
LEC,16,18,1.0,89.602,5.246000000000009,0.0
LEC,16,19,1.0,113.653,24.051000000000002,0.0
LEC,16,20,1.0,93.183,-20.47,0.0
LEC,16,21,1.0,83.322,-9.861000000000004,0.0
LEC,16,22,1.0,83.416,0.09399999999999409,0.0
LEC,16,23,1.0,83.476,0.060000000000002274,0.0
LEC,16,24,1.0,83.66,0.1839999999999975,0.0
LEC,16,25,4.0,97.834,14.174000000000007,3.0
LEC,16,26,4.0,89.317,-8.51700000000001,0.0
LEC,16,27,4.0,83.106,-6.2109999999999985,0.0
LEC,16,28,3.0,83.089,-0.016999999999995907,-1.0
LEC,16,29,3.0,82.987,-0.10200000000000387,0.0
LEC,16,30,3.0,83.026,0.03900000000000148,0.0
LEC,16,31,3.0,82.934,-0.09199999999999875,0.0
LEC,16,32,3.0,82.947,0.01300000000000523,0.0
LEC,16,33,3.0,83.174,0.22700000000000387,0.0
LEC,16,34,3.0,98.516,15.341999999999999,0.0
LEC,16,35,3.0,83.542,-14.974000000000004,0.0
LEC,16,36,3.0,84.376,0.8340000000000032,0.0
LEC,16,37,3.0,83.236,-1.1400000000000006,0.0
LEC,16,38,3.0,82.579,-0.6570000000000107,0.0
LEC,16,39,3.0,82.728,0.1490000000000009,0.0
LEC,16,40,3.0,82.93,0.2020000000000124,0.0
LEC,16,41,3.0,82.995,0.06499999999999773,0.0
LEC,16,42,3.0,82.846,-0.1490000000000009,0.0
LEC,16,43,3.0,82.75,-0.09600000000000364,0.0
LEC,16,44,3.0,83.094,0.3439999999999941,0.0
LEC,16,45,3.0,83.16,0.0660000000000025,0.0
LEC,16,46,3.0,82.894,-0.26599999999999113,0.0
LEC,16,47,3.0,82.952,0.057999999999992724,0.0
LEC,16,48,3.0,82.899,-0.05299999999999727,0.0
LEC,16,49,3.0,83.364,0.4650000000000034,0.0
LEC,16,50,3.0,83.2,-0.16400000000000148,0.0
LEC,16,51,3.0,82.989,-0.21099999999999852,0.0
LEC,16,52,3.0,83.049,0.060000000000002274,0.0
LEC,16,53,3.0,83.014,-0.0350000000000108,0.0
LEC,16,54,3.0,83.045,0.03100000000000591,0.0
LEC,16,55,3.0,82.825,-0.21999999999999886,0.0
LEC,16,56,3.0,82.965,0.14000000000000057,0.0
LEC,16,57,3.0,83.098,0.13299999999999557,0.0
LEC,16,58,3.0,83.317,0.2189999999999941,0.0
LIN,41,1,5.0,96.081,,
LIN,41,2,5.0,87.218,-8.863,0.0
LIN,41,3,5.0,85.497,-1.7210000000000036,0.0
LIN,41,4,5.0,86.072,0.5750000000000028,0.0
LIN,41,5,6.0,86.235,0.1629999999999967,1.0
LIN,41,6,6.0,85.392,-0.8430000000000035,0.0
LIN,41,7,6.0,85.194,-0.1979999999999933,0.0
LIN,41,8,6.0,85.26,0.0660000000000025,0.0
LIN,41,9,6.0,85.337,0.07699999999999818,0.0
LIN,41,10,6.0,85.565,0.22799999999999443,0.0
LIN,41,11,5.0,92.238,6.673000000000002,-1.0
LIN,41,12,4.0,112.0,19.762,-1.0
LIN,41,13,4.0,114.878,2.878,0.0
LIN,41,14,4.0,88.161,-26.717,0.0
LIN,41,15,4.0,84.877,-3.284000000000006,0.0
LIN,41,16,5.0,85.898,1.0210000000000008,1.0
LIN,41,17,5.0,85.096,-0.8019999999999925,0.0
LIN,41,18,6.0,108.224,23.128,1.0
LIN,41,19,6.0,117.225,9.00099999999999,0.0
LIN,41,20,7.0,85.424,-31.800999999999988,1.0
LIN,41,21,7.0,84.182,-1.2420000000000044,0.0
LIN,41,22,7.0,84.29,0.10800000000000409,0.0
LIN,41,23,7.0,84.909,0.6189999999999998,0.0
LIN,41,24,7.0,84.554,-0.355000000000004,0.0
LIN,41,25,7.0,84.263,-0.2909999999999968,0.0
LIN,41,26,7.0,84.205,-0.058000000000006935,0.0
LIN,41,27,7.0,84.361,0.1560000000000059,0.0
LIN,41,28,7.0,84.475,0.11399999999999011,0.0
LIN,41,29,7.0,84.916,0.4410000000000025,0.0
LIN,41,30,7.0,84.282,-0.6340000000000003,0.0
LIN,41,31,7.0,84.876,0.5940000000000083,0.0
LIN,41,32,7.0,84.671,-0.2049999999999983,0.0
LIN,41,33,7.0,89.426,4.7549999999999955,0.0
LIN,41,34,7.0,93.812,4.385999999999996,0.0
LIN,41,35,6.0,84.536,-9.275999999999996,-1.0
LIN,41,36,6.0,84.698,0.16199999999999193,0.0
LIN,41,37,6.0,84.523,-0.17499999999999716,0.0
LIN,41,38,6.0,84.797,0.2740000000000009,0.0
LIN,41,39,7.0,85.955,1.1580000000000013,1.0
LIN,41,40,8.0,88.242,2.287000000000006,1.0
LIN,41,41,8.0,85.406,-2.8359999999999985,0.0
LIN,41,42,8.0,85.409,0.0030000000000001137,0.0
LIN,41,43,8.0,84.862,-0.5470000000000113,0.0
LIN,41,44,8.0,84.747,-0.11499999999999488,0.0
LIN,41,45,8.0,84.645,-0.10200000000000387,0.0
LIN,41,46,8.0,84.688,0.043000000000006366,0.0
LIN,41,47,8.0,84.773,0.08499999999999375,0.0
LIN,41,48,8.0,84.863,0.09000000000000341,0.0
LIN,41,49,8.0,84.774,-0.08899999999999864,0.0
LIN,41,50,8.0,84.715,-0.0589999999999975,0.0
LIN,41,51,8.0,84.374,-0.3410000000000082,0.0
LIN,41,52,8.0,85.21,0.8359999999999985,0.0
LIN,41,53,8.0,86.148,0.9380000000000024,0.0
LIN,41,54,8.0,88.167,2.0190000000000055,0.0
LIN,41,55,8.0,84.614,-3.5529999999999973,0.0
LIN,41,56,8.0,84.688,0.07399999999999807,0.0
LIN,41,57,8.0,84.689,0.000999999999990564,0.0
NOR,1,1,6.0,96.458,,
NOR,1,2,6.0,87.344,-9.114000000000004,0.0
NOR,1,3,7.0,86.863,-0.48099999999999454,1.0
NOR,1,4,7.0,85.857,-1.0060000000000002,0.0
NOR,1,5,7.0,85.573,-0.284000000000006,0.0
NOR,1,6,7.0,85.036,-0.5369999999999919,0.0
NOR,1,7,7.0,84.978,-0.058000000000006935,0.0
NOR,1,8,7.0,85.299,0.32100000000001216,0.0
NOR,1,9,7.0,85.639,0.3399999999999892,0.0
NOR,1,10,7.0,85.295,-0.3439999999999941,0.0
NOR,1,11,9.0,103.391,18.096000000000004,2.0
NOR,1,12,9.0,118.075,14.683999999999997,0.0
NOR,1,13,9.0,111.932,-6.143000000000001,0.0
NOR,1,14,9.0,84.233,-27.698999999999998,0.0
NOR,1,15,9.0,83.784,-0.44899999999999807,0.0
NOR,1,16,9.0,83.912,0.1280000000000001,0.0
NOR,1,17,9.0,84.053,0.14099999999999113,0.0
NOR,1,18,5.0,95.404,11.350999999999999,-4.0
NOR,1,19,5.0,116.07,20.665999999999997,0.0
NOR,1,20,5.0,85.774,-30.295999999999992,0.0
NOR,1,21,5.0,83.972,-1.8020000000000067,0.0
NOR,1,22,5.0,83.687,-0.2849999999999966,0.0
NOR,1,23,5.0,83.534,-0.1529999999999916,0.0
NOR,1,24,5.0,83.394,-0.14000000000000057,0.0
NOR,1,25,5.0,83.5,0.10599999999999454,0.0
NOR,1,26,5.0,83.403,-0.0969999999999942,0.0
NOR,1,27,5.0,83.896,0.492999999999995,0.0
NOR,1,28,5.0,84.04,0.14400000000000546,0.0
NOR,1,29,5.0,84.08,0.03999999999999204,0.0
NOR,1,30,5.0,83.961,-0.11899999999999977,0.0
NOR,1,31,5.0,84.094,0.13299999999999557,0.0
NOR,1,32,5.0,84.075,-0.018999999999991246,0.0
NOR,1,33,5.0,84.79,0.7150000000000034,0.0
NOR,1,34,6.0,112.732,27.941999999999993,1.0
NOR,1,35,8.0,89.434,-23.298000000000002,2.0
NOR,1,36,8.0,83.324,-6.109999999999999,0.0
NOR,1,37,8.0,83.448,0.12399999999999523,0.0
NOR,1,38,7.0,83.423,-0.024999999999991473,-1.0
NOR,1,39,6.0,84.001,0.578000000000003,-1.0
NOR,1,40,6.0,83.397,-0.6039999999999992,0.0
NOR,1,41,6.0,83.762,0.3649999999999949,0.0
NOR,1,42,5.0,83.347,-0.41500000000000625,-1.0
NOR,1,43,5.0,83.286,-0.06099999999999284,0.0
NOR,1,44,5.0,83.192,-0.0940000000000083,0.0
NOR,1,45,5.0,82.886,-0.3059999999999974,0.0
NOR,1,46,5.0,82.908,0.02200000000000557,0.0
NOR,1,47,5.0,82.778,-0.12999999999999545,0.0
NOR,1,48,5.0,82.953,0.17499999999999716,0.0
NOR,1,49,5.0,82.804,-0.1490000000000009,0.0
NOR,1,50,5.0,82.763,-0.04099999999999682,0.0
NOR,1,51,5.0,82.598,-0.16500000000000625,0.0
NOR,1,52,5.0,82.784,0.18600000000000705,0.0
NOR,1,53,5.0,82.358,-0.42600000000000193,0.0
NOR,1,54,5.0,82.796,0.4380000000000024,0.0
NOR,1,55,5.0,82.867,0.07099999999999795,0.0
NOR,1,56,5.0,82.843,-0.02400000000000091,0.0
NOR,1,57,5.0,83.416,0.5729999999999933,0.0
NOR,1,58,5.0,83.046,-0.36999999999999034,0.0
OCO,31,1,8.0,97.5,,
OCO,31,2,8.0,87.035,-10.465000000000003,0.0
OCO,31,3,8.0,86.567,-0.4680000000000035,0.0
OCO,31,4,8.0,86.186,-0.380999999999986,0.0
OCO,31,5,8.0,86.808,0.6219999999999999,0.0
OCO,31,6,8.0,85.569,-1.2390000000000043,0.0
OCO,31,7,8.0,85.087,-0.4819999999999993,0.0
OCO,31,8,8.0,85.029,-0.058000000000006935,0.0
OCO,31,9,8.0,85.552,0.5230000000000103,0.0
OCO,31,10,8.0,85.632,0.0799999999999983,0.0
OCO,31,11,11.0,105.949,20.316999999999993,3.0
OCO,31,12,10.0,116.405,10.456000000000003,-1.0
OCO,31,13,10.0,112.218,-4.186999999999998,0.0
OCO,31,14,10.0,85.303,-26.915000000000006,0.0
OCO,31,15,10.0,85.36,0.05700000000000216,0.0
OCO,31,16,10.0,85.43,0.07000000000000739,0.0
OCO,31,17,10.0,85.716,0.28599999999998715,0.0
OCO,31,18,10.0,101.381,15.665000000000006,0.0
OCO,31,19,9.0,112.711,11.329999999999998,-1.0
OCO,31,20,10.0,86.713,-25.998000000000005,1.0
OCO,31,21,11.0,86.571,-0.1419999999999959,1.0
OCO,31,22,11.0,84.821,-1.75,0.0
OCO,31,23,11.0,84.65,-0.17099999999999227,0.0
OCO,31,24,11.0,85.255,0.6049999999999898,0.0
OCO,31,25,11.0,84.424,-0.8309999999999889,0.0
OCO,31,26,11.0,84.696,0.27199999999999136,0.0
OCO,31,27,11.0,84.801,0.10500000000000398,0.0
OCO,31,28,11.0,84.737,-0.06400000000000716,0.0
OCO,31,29,11.0,84.769,0.03200000000001069,0.0
OCO,31,30,11.0,84.966,0.19699999999998852,0.0
OCO,31,31,11.0,85.307,0.3410000000000082,0.0
OCO,31,32,11.0,85.045,-0.26200000000000045,0.0
OCO,31,33,10.0,93.284,8.239000000000004,-1.0
OCO,31,34,10.0,90.235,-3.0490000000000066,0.0
OCO,31,35,10.0,85.199,-5.036000000000001,0.0
OCO,31,36,10.0,85.018,-0.18099999999999739,0.0
OCO,31,37,9.0,85.462,0.4440000000000026,-1.0
OCO,31,38,10.0,86.972,1.509999999999991,1.0
OCO,31,39,11.0,85.913,-1.0589999999999975,1.0
OCO,31,40,11.0,85.433,-0.47999999999998977,0.0
OCO,31,41,11.0,85.164,-0.26900000000000546,0.0
OCO,31,42,11.0,85.249,0.08499999999999375,0.0
OCO,31,43,11.0,85.106,-0.14300000000000068,0.0
OCO,31,44,11.0,86.597,1.4909999999999997,0.0
OCO,31,45,11.0,85.228,-1.3689999999999998,0.0
OCO,31,46,11.0,86.221,0.9930000000000092,0.0
OCO,31,47,11.0,86.334,0.11299999999999955,0.0
OCO,31,48,11.0,85.019,-1.3149999999999977,0.0
OCO,31,49,11.0,85.115,0.09599999999998943,0.0
OCO,31,50,11.0,86.815,1.7000000000000028,0.0
OCO,31,51,11.0,86.297,-0.5180000000000007,0.0
OCO,31,52,11.0,84.584,-1.7129999999999939,0.0
OCO,31,53,11.0,84.622,0.0379999999999967,0.0
OCO,31,54,11.0,84.908,0.28600000000000136,0.0
OCO,31,55,11.0,84.577,-0.33100000000000307,0.0
OCO,31,56,11.0,84.533,-0.04399999999999693,0.0
OCO,31,57,11.0,84.573,0.03999999999999204,0.0
PER,11,1,19.0,102.557,,
PER,11,2,19.0,88.763,-13.793999999999997,0.0
PER,11,3,18.0,88.094,-0.6690000000000111,-1.0
PER,11,4,18.0,87.222,-0.8719999999999999,0.0
PER,11,5,18.0,88.025,0.8030000000000115,0.0
PER,11,6,18.0,87.595,-0.4300000000000068,0.0
PER,11,7,18.0,87.625,0.030000000000001137,0.0
PER,11,8,18.0,87.184,-0.4410000000000025,0.0
PER,11,9,17.0,87.05,-0.13400000000000034,-1.0
PER,11,10,17.0,87.595,0.5450000000000017,0.0
PER,11,11,14.0,97.875,10.280000000000001,-3.0
PER,11,12,14.0,116.537,18.662000000000006,0.0
PER,11,13,14.0,110.001,-6.536000000000001,0.0
PER,11,14,14.0,87.084,-22.917,0.0
PER,11,15,14.0,88.137,1.0529999999999973,0.0
PER,11,16,15.0,91.277,3.1400000000000006,1.0
PER,11,17,15.0,88.615,-2.662000000000006,0.0
PER,11,18,16.0,126.084,37.46900000000001,1.0
PER,11,19,16.0,103.359,-22.72500000000001,0.0
PER,11,20,16.0,86.49,-16.869,0.0
PER,11,21,16.0,87.262,0.7720000000000056,0.0
PER,11,22,16.0,89.083,1.820999999999998,0.0
PER,11,23,16.0,87.457,-1.6260000000000048,0.0
PER,11,24,16.0,89.284,1.8270000000000124,0.0
PER,11,25,16.0,87.093,-2.1910000000000025,0.0
PER,11,26,16.0,88.588,1.4949999999999903,0.0
PER,11,27,16.0,88.352,-0.23599999999999,0.0
PER,11,28,16.0,89.249,0.8969999999999914,0.0
PER,11,29,16.0,86.934,-2.3149999999999977,0.0
PER,11,30,16.0,87.419,0.48499999999999943,0.0
PER,11,31,16.0,90.506,3.0870000000000033,0.0
PER,11,32,16.0,94.972,4.465999999999994,0.0
PER,11,33,16.0,93.478,-1.4939999999999998,0.0
PER,11,34,16.0,87.151,-6.326999999999998,0.0
PER,11,35,16.0,89.226,2.075000000000003,0.0
PER,11,36,16.0,88.891,-0.33499999999999375,0.0
PER,11,37,16.0,87.081,-1.8100000000000023,0.0
PER,11,38,16.0,86.93,-0.15099999999999625,0.0
PER,11,39,16.0,87.099,0.16899999999999693,0.0
PER,11,40,16.0,89.198,2.0989999999999895,0.0
PER,11,41,16.0,89.219,0.021000000000000796,0.0
PER,11,42,16.0,87.956,-1.262999999999991,0.0
PER,11,43,16.0,105.049,17.093000000000004,0.0
PER,11,44,16.0,93.422,-11.62700000000001,0.0
PER,11,45,16.0,86.314,-7.108000000000004,0.0
PER,11,46,16.0,88.095,1.781000000000006,0.0
PER,11,47,16.0,86.07,-2.0250000000000057,0.0
PER,11,48,16.0,86.151,0.08100000000000307,0.0
PER,11,49,16.0,86.21,0.0589999999999975,0.0
PER,11,50,16.0,86.085,-0.125,0.0
PER,11,51,16.0,86.2,0.1150000000000091,0.0
PER,11,52,16.0,86.412,0.2120000000000033,0.0
PER,11,53,16.0,86.13,-0.2820000000000107,0.0
PER,11,54,16.0,89.959,3.8290000000000077,0.0
PER,11,55,16.0,88.957,-1.0020000000000095,0.0
RUS,63,1,2.0,92.694,,
RUS,63,2,1.0,85.007,-7.686999999999998,-1.0
RUS,63,3,2.0,86.444,1.4369999999999976,1.0
RUS,63,4,2.0,84.789,-1.6550000000000011,0.0
RUS,63,5,2.0,84.017,-0.7720000000000056,0.0
RUS,63,6,2.0,84.639,0.6219999999999999,0.0
RUS,63,7,2.0,84.099,-0.539999999999992,0.0
RUS,63,8,2.0,85.19,1.090999999999994,0.0
RUS,63,9,2.0,85.978,0.7879999999999967,0.0
RUS,63,10,2.0,84.112,-1.8659999999999997,0.0
RUS,63,11,2.0,83.967,-0.14499999999999602,0.0
RUS,63,12,3.0,125.94,41.973,1.0
RUS,63,13,3.0,117.659,-8.280999999999992,0.0
RUS,63,14,3.0,87.094,-30.565000000000012,0.0
RUS,63,15,3.0,82.825,-4.268999999999991,0.0
RUS,63,16,3.0,82.923,0.09799999999999898,0.0
RUS,63,17,3.0,82.765,-0.15800000000000125,0.0
RUS,63,18,3.0,88.979,6.213999999999999,0.0
RUS,63,19,3.0,115.257,26.278000000000006,0.0
RUS,63,20,3.0,90.936,-24.320999999999998,0.0
RUS,63,21,3.0,82.67,-8.266000000000005,0.0
RUS,63,22,3.0,82.892,0.2219999999999942,0.0
RUS,63,23,3.0,82.828,-0.06399999999999295,0.0
RUS,63,24,3.0,83.466,0.637999999999991,0.0
RUS,63,25,2.0,82.879,-0.5869999999999891,-1.0
RUS,63,26,2.0,83.093,0.21399999999999864,0.0
RUS,63,27,2.0,83.188,0.09499999999999886,0.0
RUS,63,28,1.0,83.39,0.20199999999999818,-1.0
RUS,63,29,1.0,83.486,0.09600000000000364,0.0
RUS,63,30,1.0,83.272,-0.21399999999999864,0.0
RUS,63,31,1.0,83.147,-0.125,0.0
RUS,63,32,1.0,83.54,0.3930000000000007,0.0
RUS,63,33,1.0,83.838,0.2979999999999876,0.0
RUS,63,34,1.0,97.592,13.754000000000005,0.0
RUS,63,35,1.0,83.017,-14.575000000000003,0.0
RUS,63,36,1.0,82.729,-0.2879999999999967,0.0
RUS,63,37,1.0,82.839,0.10999999999999943,0.0
RUS,63,38,1.0,82.863,0.02400000000000091,0.0
RUS,63,39,1.0,82.738,-0.125,0.0
RUS,63,40,1.0,82.915,0.1770000000000067,0.0
RUS,63,41,1.0,83.073,0.15799999999998704,0.0
RUS,63,42,1.0,83.054,-0.018999999999991246,0.0
RUS,63,43,1.0,82.893,-0.16100000000000136,0.0
RUS,63,44,1.0,82.856,-0.03700000000000614,0.0
RUS,63,45,1.0,83.477,0.6210000000000093,0.0
RUS,63,46,1.0,83.751,0.2740000000000009,0.0
RUS,63,47,1.0,83.033,-0.7180000000000035,0.0
RUS,63,48,1.0,83.034,0.0010000000000047748,0.0
RUS,63,49,1.0,82.844,-0.19000000000001194,0.0
RUS,63,50,1.0,83.087,0.2430000000000092,0.0
RUS,63,51,1.0,82.762,-0.32500000000000284,0.0
RUS,63,52,1.0,83.106,0.3439999999999941,0.0
RUS,63,53,1.0,83.069,-0.03699999999999193,0.0
RUS,63,54,1.0,83.1,0.0309999999999917,0.0
RUS,63,55,1.0,82.67,-0.4299999999999926,0.0
RUS,63,56,1.0,82.757,0.0870000000000033,0.0
RUS,63,57,1.0,83.188,0.4309999999999974,0.0
RUS,63,58,1.0,83.351,0.1629999999999967,0.0
SAI,55,1,13.0,99.815,,
SAI,55,2,14.0,87.98,-11.834999999999994,1.0
SAI,55,3,15.0,88.093,0.11299999999999955,1.0
SAI,55,4,15.0,87.216,-0.8770000000000095,0.0
SAI,55,5,15.0,87.511,0.2950000000000017,0.0
SAI,55,6,14.0,86.872,-0.6389999999999958,-1.0
SAI,55,7,14.0,85.698,-1.1740000000000066,0.0
SAI,55,8,14.0,85.433,-0.26499999999998636,0.0
SAI,55,9,14.0,85.826,0.39299999999998647,0.0
SAI,55,10,14.0,86.202,0.3760000000000048,0.0
SAI,55,11,13.0,106.912,20.710000000000008,-1.0
SAI,55,12,13.0,116.846,9.933999999999997,0.0
SAI,55,13,13.0,108.341,-8.50500000000001,0.0
SAI,55,14,13.0,84.927,-23.413999999999987,0.0
SAI,55,15,13.0,84.824,-0.10300000000000864,0.0
SAI,55,16,12.0,84.94,0.11599999999999966,-1.0
SAI,55,17,12.0,85.151,0.21099999999999852,0.0
SAI,55,18,12.0,102.82,17.668999999999997,0.0
SAI,55,19,12.0,110.08,7.260000000000005,0.0
SAI,55,20,12.0,85.394,-24.685999999999993,0.0
SAI,55,21,12.0,85.409,0.015000000000000568,0.0
SAI,55,22,12.0,85.37,-0.03900000000000148,0.0
SAI,55,23,12.0,85.6,0.22999999999998977,0.0
SAI,55,24,12.0,85.704,0.1039999999999992,0.0
SAI,55,25,12.0,86.122,0.41800000000000637,0.0
SAI,55,26,12.0,86.141,0.019000000000005457,0.0
SAI,55,27,12.0,86.124,-0.017000000000010118,0.0
SAI,55,28,12.0,86.796,0.6720000000000113,0.0
SAI,55,29,13.0,88.049,1.2530000000000001,1.0
SAI,55,30,13.0,87.095,-0.9540000000000077,0.0
SAI,55,31,13.0,86.639,-0.45600000000000307,0.0
SAI,55,32,13.0,87.386,0.7469999999999999,0.0
SAI,55,33,14.0,119.861,32.47500000000001,1.0
SAI,55,34,15.0,93.021,-26.840000000000003,1.0
SAI,55,35,15.0,84.881,-8.14,0.0
SAI,55,36,15.0,84.804,-0.07699999999999818,0.0
SAI,55,37,15.0,85.21,0.4059999999999917,0.0
SAI,55,38,15.0,87.205,1.9950000000000045,0.0
SAI,55,39,15.0,87.266,0.06100000000000705,0.0
SAI,55,40,15.0,86.222,-1.0440000000000111,0.0
SAI,55,41,15.0,86.717,0.49500000000000455,0.0
SAI,55,42,15.0,85.361,-1.3559999999999945,0.0
SAI,55,43,15.0,85.287,-0.07399999999999807,0.0
SAI,55,44,15.0,85.529,0.24199999999999022,0.0
SAI,55,45,15.0,116.391,30.86200000000001,0.0
SAI,55,46,15.0,91.589,-24.802000000000007,0.0
SAI,55,47,15.0,96.209,4.6200000000000045,0.0
SAI,55,48,15.0,84.977,-11.232,0.0
SAI,55,49,15.0,83.922,-1.0550000000000068,0.0
SAI,55,50,15.0,83.6,-0.32200000000000273,0.0
SAI,55,51,15.0,83.87,0.27000000000001023,0.0
SAI,55,52,15.0,83.59,-0.28000000000000114,0.0
SAI,55,54,15.0,84.266,0.6760000000000019,0.0
SAI,55,55,15.0,83.809,-0.45700000000000784,0.0
SAI,55,56,15.0,84.823,1.0139999999999958,0.0
STR,18,1,20.0,103.37,,
STR,18,2,20.0,88.773,-14.597000000000008,0.0
STR,18,3,20.0,88.58,-0.19299999999999784,0.0
STR,18,4,20.0,88.079,-0.5010000000000048,0.0
STR,18,5,20.0,88.185,0.10600000000000875,0.0
STR,18,6,20.0,88.202,0.016999999999995907,0.0
STR,18,7,20.0,87.987,-0.2150000000000034,0.0
STR,18,8,20.0,87.644,-0.3429999999999893,0.0
STR,18,9,19.0,88.072,0.42799999999999727,-1.0
STR,18,10,19.0,87.614,-0.4579999999999984,0.0
STR,18,11,19.0,132.251,44.637,0.0
STR,18,12,18.0,118.206,-14.045000000000002,-1.0
STR,18,13,17.0,98.945,-19.26100000000001,-1.0
STR,18,14,17.0,87.008,-11.936999999999998,0.0
STR,18,15,17.0,86.872,-0.13599999999999568,0.0
STR,18,16,17.0,87.37,0.49800000000000466,0.0
STR,18,17,17.0,90.502,3.131999999999991,0.0
STR,18,18,17.0,114.0,23.498000000000005,0.0
STR,18,19,17.0,99.887,-14.113,0.0
STR,18,20,17.0,88.097,-11.790000000000006,0.0
STR,18,21,17.0,87.915,-0.18199999999998795,0.0
STR,18,22,17.0,87.48,-0.4350000000000023,0.0
STR,18,23,17.0,87.511,0.0309999999999917,0.0
STR,18,24,17.0,87.122,-0.3889999999999958,0.0
STR,18,25,17.0,89.033,1.9110000000000014,0.0
STR,18,26,17.0,118.866,29.833,0.0
STR,18,27,17.0,97.514,-21.352000000000004,0.0
STR,18,28,17.0,86.074,-11.439999999999998,0.0
STR,18,29,17.0,86.064,-0.010000000000005116,0.0
STR,18,30,17.0,87.416,1.3520000000000039,0.0
STR,18,31,17.0,86.387,-1.0289999999999964,0.0
STR,18,32,17.0,102.468,16.081000000000003,0.0
STR,18,33,17.0,86.528,-15.939999999999998,0.0
STR,18,35,17.0,95.637,9.108999999999995,0.0
STR,18,36,17.0,85.41,-10.227000000000004,0.0
STR,18,37,17.0,86.32,0.9099999999999966,0.0
STR,18,38,17.0,86.37,0.05000000000001137,0.0
STR,18,39,17.0,105.889,19.51899999999999,0.0
STR,18,40,17.0,92.972,-12.917000000000002,0.0
STR,18,41,17.0,85.444,-7.527999999999992,0.0
STR,18,42,17.0,85.707,0.262999999999991,0.0
STR,18,43,17.0,85.919,0.2120000000000033,0.0
VER,3,1,16.0,101.333,,
VER,3,2,15.0,86.828,-14.504999999999995,-1.0
VER,3,3,14.0,87.096,0.2680000000000007,-1.0
VER,3,4,13.0,86.571,-0.5250000000000057,-1.0
VER,3,5,12.0,84.879,-1.691999999999993,-1.0
VER,3,6,11.0,84.968,0.08899999999999864,-1.0
VER,3,7,11.0,85.384,0.4159999999999968,0.0
VER,3,8,10.0,84.707,-0.6770000000000067,-1.0
VER,3,9,10.0,85.071,0.3640000000000043,0.0
VER,3,10,9.0,85.133,0.06199999999999761,-1.0
VER,3,11,6.0,91.029,5.896000000000001,-3.0
VER,3,12,6.0,114.214,23.185000000000002,0.0
VER,3,13,6.0,114.861,0.6470000000000056,0.0
VER,3,14,6.0,86.13,-28.73100000000001,0.0
VER,3,15,6.0,84.098,-2.0319999999999965,0.0
VER,3,16,6.0,84.606,0.5079999999999956,0.0
VER,3,17,6.0,84.757,0.15100000000001046,0.0
VER,3,18,7.0,108.547,23.789999999999992,1.0
VER,3,19,7.0,116.349,7.802000000000007,0.0
VER,3,20,6.0,83.566,-32.783,-1.0
VER,3,21,6.0,83.536,-0.030000000000001137,0.0
VER,3,22,6.0,83.458,-0.07800000000000296,0.0
VER,3,23,6.0,83.516,0.058000000000006935,0.0
VER,3,24,6.0,83.472,-0.04400000000001114,0.0
VER,3,25,6.0,83.554,0.08200000000000784,0.0
VER,3,26,6.0,83.363,-0.1910000000000025,0.0
VER,3,27,6.0,83.74,0.37699999999999534,0.0
VER,3,28,6.0,83.463,-0.277000000000001,0.0
VER,3,29,6.0,83.439,-0.02400000000000091,0.0
