Driver,LapNumber,D_lap,H_lap,n_valid_samples,freeze_flag,yellow_flag,thin_lap,IsAccurate,TrackStatus,max_dt_used,mean_throttle,n_dt_gaps,calibration_set,error
GAS,9,3468.1794111111108,9616.735185185187,311,False,False,False,True,1,0.96,63.942122186495176,1,True,
GAS,10,3533.001338888889,6884.08950617284,297,False,False,False,True,1,0.92,66.75084175084174,1,True,
GAS,11,0.0,0.0,358,True,False,False,False,16,0.52,54.87150837988827,2,False,
GAS,12,0.0,0.0,437,True,False,False,False,6,1.0,42.8558352402746,0,False,
GAS,13,0.0,0.0,420,True,False,False,False,671,0.88,48.364285714285714,1,False,
GAS,14,3706.783552777778,7397.698765432099,310,False,False,False,True,1,0.76,68.9483870967742,1,True,
GAS,15,3502.488513888889,6282.293209876543,301,False,False,False,True,1,1.0,66.61794019933555,1,True,
GAS,16,3725.1923194444444,7114.426543209878,298,False,False,False,True,1,1.0,71.00335570469798,2,True,
GAS,17,3586.251975,9521.420370370372,302,False,False,False,True,1,0.92,66.20860927152317,2,True,
GAS,18,0.0,0.0,364,True,False,False,False,126,0.76,52.72802197802198,1,False,
GAS,19,0.0,0.0,419,True,False,False,False,671,0.881,43.95465393794749,1,False,
GAS,20,3686.6084222222225,8975.404938271604,327,False,False,False,True,1,0.84,64.4862385321101,1,True,
GAS,21,3699.2473250000003,8569.32716049383,312,False,False,False,True,1,0.96,66.07371794871794,0,True,
GAS,22,3608.731966666667,6683.703703703703,289,False,False,False,True,1,1.0,69.76124567474048,2,True,
GAS,23,3551.4653916666666,9049.820987654322,288,False,False,False,True,1,1.0,68.18402777777777,1,True,
GAS,24,3532.8961972222223,6002.614197530866,294,False,False,False,True,1,1.0,70.79251700680273,1,True,
GAS,25,3470.600377777778,7827.652469135803,304,False,False,False,True,1,0.72,65.6217105263158,1,True,
GAS,26,3494.531436111111,6864.078395061729,301,False,False,False,True,1,0.96,66.99335548172758,0,True,
GAS,27,3634.4933527777775,7206.163580246913,302,False,False,False,True,1,0.961,70.65894039735099,1,True,
GAS,28,3705.2961277777777,9126.312345679013,315,False,False,False,True,1,0.88,67.21269841269842,2,True,
GAS,29,3620.4908194444442,8324.886419753086,289,False,False,False,True,1,0.919,70.01730103806229,0,True,
GAS,30,3866.948327777777,9688.24938271605,329,False,False,False,True,1,0.84,67.7872340425532,0,True,
GAS,31,3775.7344833333336,8283.075308641975,306,False,False,False,True,1,0.879,68.140522875817,3,True,
GAS,32,3691.415938888889,9171.372839506173,318,False,False,False,True,1,0.84,64.60691823899371,1,True,
GAS,33,0.0,0.0,341,True,False,False,False,16,0.96,58.205278592375365,3,False,
GAS,34,0.0,0.0,336,True,False,False,False,671,0.8,63.79761904761905,0,False,
GAS,35,3751.1921583333333,9421.092592592591,315,False,False,False,True,1,0.84,67.34285714285714,1,True,
GAS,36,3796.502975,10726.671604938272,312,False,False,False,True,1,0.881,66.3076923076923,1,True,
GAS,37,3798.0240305555553,9518.981481481482,319,False,False,False,True,1,0.92,66.66771159874608,1,True,
GAS,38,3837.823211111111,10482.070987654319,327,False,False,False,True,1,0.92,68.12538226299694,0,True,
GAS,39,3765.010952777778,8552.124691358025,316,False,False,False,True,1,0.92,66.70253164556962,1,True,
GAS,40,3780.559475,10193.827160493827,336,False,False,False,True,1,0.88,65.47321428571429,0,True,
GAS,41,3786.532666666667,8605.60185185185,327,False,False,False,True,1,0.68,67.4954128440367,1,True,
GAS,42,3770.026697222222,8435.387654320988,305,False,False,False,True,1,1.0,69.41311475409836,0,True,
GAS,43,3883.3611277777777,8110.070987654321,317,False,False,False,True,1,0.88,69.89589905362776,1,True,
GAS,44,3984.5227305555554,9527.185185185182,313,False,False,False,True,1,0.48,68.50159744408946,0,True,
GAS,45,3650.866155555556,9788.16975308642,321,False,False,False,True,1,0.92,64.87227414330218,2,True,
GAS,46,3687.578502777778,7312.817901234569,301,False,False,False,True,1,0.999,69.04651162790698,1,True,
GAS,47,3774.1211444444443,10178.327160493825,322,False,False,False,True,1,0.52,66.6024844720497,0,True,
GAS,48,3658.9653527777778,8921.19074074074,292,False,False,False,True,1,1.0,71.70547945205479,1,True,
GAS,49,3811.666183333333,9795.577160493827,303,False,False,False,True,1,0.681,69.71947194719472,2,True,
GAS,50,3944.1076916666666,9023.287037037036,313,False,False,False,True,1,0.8,68.61980830670926,0,True,
GAS,51,3643.5088805555556,9283.773456790124,312,False,False,False,True,1,0.96,67.18910256410257,2,True,
GAS,52,3533.0699083333334,8331.016049382715,296,False,False,False,True,1,0.961,66.50675675675676,0,True,
GAS,53,3486.188516666667,8394.95925925926,289,False,False,False,True,1,0.879,69.88581314878893,2,True,
GAS,54,3958.552277777778,9289.156172839503,315,False,False,False,True,1,0.959,68.93015873015872,0,True,
GAS,55,3686.4786027777777,8381.349999999999,297,False,False,False,True,1,0.96,70.17845117845118,1,True,
GAS,56,3708.2317388888887,8162.277160493829,306,False,False,False,True,1,0.48,71.41176470588235,1,True,
GAS,57,3656.82755,8412.088888888888,285,False,False,False,True,1,0.96,70.2701754385965,2,True,
PER,1,3453.5008111111115,10519.920370370372,383,False,False,False,False,1,0.84,55.16710182767624,1,False,
PER,2,3443.8588583333335,9424.611111111111,340,False,False,False,True,1,0.881,61.13529411764706,1,True,
PER,3,3676.461327777778,9641.543827160494,333,False,False,False,True,1,0.8,63.771771771771775,1,True,
PER,4,3758.1717194444445,9006.643209876544,335,False,False,False,True,1,0.879,66.64477611940299,1,True,
PER,5,3794.499186111111,7830.462962962962,338,False,False,False,True,1,0.92,65.91124260355029,0,True,
PER,6,3695.8828833333337,8676.357407407406,333,False,False,False,True,1,0.92,64.81681681681681,0,True,
PER,7,3920.958238888889,8621.987654320988,316,False,False,False,True,1,0.999,66.80379746835443,0,True,
PER,8,3813.004538888889,8192.583333333334,316,False,False,False,True,1,0.88,68.70886075949367,3,True,
PER,9,3851.2533222222223,7836.1722222222215,324,False,False,False,True,1,0.96,67.78086419753086,2,True,
PER,10,3992.8817972222223,8168.875308641975,330,False,False,False,True,1,0.92,69.28787878787878,0,True,
PER,11,0.0,0.0,360,True,False,False,False,16,0.52,52.05555555555556,2,False,
PER,12,0.0,0.0,431,True,False,False,False,6,1.0,36.98375870069606,0,False,
PER,13,0.0,0.0,420,True,False,False,False,671,0.88,44.43571428571428,1,False,
PER,14,3927.2943777777773,8362.580246913582,318,False,False,False,True,1,0.76,70.59119496855345,1,True,
PER,15,3867.9258916666668,7244.985802469135,341,False,False,False,True,1,1.0,66.33137829912023,1,True,
PER,16,3672.774727777778,9365.448148148149,334,False,False,False,True,1,1.0,67.67664670658682,3,True,
PER,17,3718.245766666667,9247.549382716046,328,False,False,False,True,1,0.92,66.46646341463415,1,True,
PER,18,0.0,0.0,456,True,False,False,False,126,0.96,40.13377192982456,2,False,
PER,19,0.0,0.0,394,True,False,False,False,671,0.881,55.82233502538071,0,False,
PER,20,3871.367358333333,8720.083333333332,319,False,False,False,True,1,0.92,68.2257053291536,1,True,
PER,21,3836.5150722222224,8409.873456790123,324,False,False,False,True,1,0.96,67.50308641975309,1,True,
PER,22,3465.766975,8673.021604938273,318,False,False,False,True,1,1.0,61.022012578616355,2,True,
PER,23,3765.977144444444,9502.006172839505,318,False,False,False,True,1,1.0,65.95597484276729,1,True,
PER,24,3472.122019444444,9192.015432098766,329,False,False,False,True,1,0.72,60.08206686930091,0,True,
PER,25,3960.286702777778,8390.854320987655,325,False,False,False,True,1,0.96,69.27692307692308,1,True,
PER,26,3908.0337833333333,9732.641358024692,340,False,False,False,True,1,0.961,67.85588235294118,0,True,
PER,27,3654.3030027777777,8594.567901234568,326,False,False,False,True,1,0.88,65.19325153374233,3,True,
PER,28,3730.619711111111,9319.59074074074,332,False,False,False,True,1,0.84,64.81024096385542,0,True,
PER,29,3962.773472222222,8279.428395061728,335,False,False,False,True,1,0.919,67.68955223880597,0,True,
PER,30,3778.196669444444,9330.188271604937,316,False,False,False,True,1,0.879,66.52848101265823,2,True,
PER,31,3533.2508333333335,9014.496296296296,334,False,False,False,True,1,0.84,62.868263473053894,2,True,
PER,32,0.0,0.0,353,True,False,False,False,16,0.96,59.813031161473084,3,False,
PER,33,0.0,0.0,344,True,False,False,False,671,0.8,60.866279069767444,0,False,
PER,34,3771.517130555556,9419.317901234568,322,False,False,False,True,1,0.84,67.17391304347827,1,True,
PER,35,3566.909238888889,9306.799382716046,329,False,False,False,True,1,0.881,61.91489361702128,1,True,
PER,36,3410.4830833333335,9015.847530864197,329,False,False,False,True,1,0.92,59.64437689969605,1,True,
PER,37,3897.6430527777775,8627.24074074074,333,False,False,False,True,1,0.92,68.38738738738739,0,True,
PER,38,3822.966788888889,9201.164814814812,324,False,False,False,True,1,0.92,68.32098765432099,1,True,
PER,39,3933.818152777778,8929.836419753088,339,False,False,False,True,1,0.88,67.2448377581121,0,True,
PER,40,3871.6975972222217,9258.993209876542,341,False,False,False,True,1,0.8,65.74780058651027,1,True,
PER,41,3828.6398305555554,9501.622222222224,339,False,False,False,True,1,1.0,65.57817109144543,0,True,
PER,42,3726.1232666666665,9296.094444444443,327,False,False,False,True,1,0.88,67.07033639143731,1,True,
PER,43,0.0,0.0,389,True,False,False,False,1,0.92,57.030848329048844,0,False,
PER,44,0.0,0.0,337,True,False,False,False,1,0.52,65.15430267062314,2,False,
PER,45,3826.9622972222223,9246.614814814817,324,False,False,False,True,1,0.999,68.44444444444444,1,True,
PER,46,3996.3686166666666,7595.012962962963,325,False,False,False,True,1,1.0,68.40923076923077,0,True,
PER,47,3846.433397222222,8517.99938271605,318,False,False,False,True,1,0.72,68.42138364779875,2,True,
PER,48,3952.4465,8924.043209876543,311,False,False,False,True,1,0.8,68.26366559485531,1,True,
PER,49,3858.9716861111115,8309.808024691356,312,False,False,False,True,1,0.96,68.97115384615384,2,True,
PER,50,3966.1558722222217,8297.617283950616,316,False,False,False,True,1,0.961,68.31012658227849,0,True,
PER,51,4063.034725,7067.1611111111115,314,False,False,False,True,1,0.961,71.07961783439491,1,True,
PER,52,3920.560838888889,8923.456172839506,324,False,False,False,True,1,0.959,68.00617283950618,1,True,
PER,53,3973.108311111111,8516.49938271605,320,False,False,False,True,1,0.96,69.9,1,True,
PER,54,3880.312486111111,8044.280864197532,347,False,False,False,True,1,0.76,63.170028818443804,0,True,
PER,55,3679.5083499999996,9452.853086419753,317,False,False,False,True,1,0.88,65.48580441640378,3,True,
ANT,1,3491.253872222222,7748.254320987655,359,False,False,False,False,1,0.84,57.966573816155986,1,False,
ANT,2,3207.7588138888887,8081.944444444444,313,False,False,False,True,1,0.8,60.86900958466454,1,True,
ANT,3,3496.8901861111112,7246.505555555556,317,False,False,False,True,1,0.881,64.3186119873817,1,True,
ANT,4,3775.1695777777777,8925.41728395062,326,False,False,False,True,1,0.879,66.92331288343559,0,True,
ANT,5,3607.431688888889,9852.041358024691,323,False,False,False,True,1,0.92,65.9783281733746,1,True,
ANT,6,3743.666402777778,8647.092592592591,318,False,False,False,True,1,0.92,65.75786163522012,0,True,
ANT,7,3935.7011694444445,7134.320987654321,305,False,False,False,True,1,0.999,68.74098360655738,0,True,
ANT,8,3705.354916666667,7939.092592592593,299,False,False,False,True,1,0.88,66.74581939799332,3,True,
ANT,9,3893.8161694444443,8814.393209876542,321,False,False,False,True,1,0.96,67.4392523364486,1,True,
ANT,10,3699.4578277777773,8710.344444444443,313,False,False,False,True,1,0.92,67.28115015974441,1,True,
ANT,11,0.0,0.0,309,True,False,False,False,16,0.761,66.48543689320388,1,False,
ANT,12,0.0,0.0,477,True,False,False,False,6,1.0,26.67505241090147,1,False,
ANT,13,0.0,0.0,449,True,False,False,False,67,0.88,31.565701559020045,1,False,
ANT,14,0.0,0.0,317,True,False,False,False,71,0.76,66.60883280757098,1,False,
ANT,15,3862.3175055555557,8784.978395061727,322,False,False,False,True,1,0.76,68.4968944099379,1,True,
ANT,16,3909.2718999999997,8292.655555555557,308,False,False,False,True,1,1.0,70.25649350649351,2,True,
ANT,17,3828.720458333333,7421.792592592593,301,False,False,False,True,1,1.0,69.19269102990033,2,True,
ANT,18,0.0,0.0,332,True,False,False,False,126,0.96,57.29216867469879,1,False,
ANT,19,0.0,0.0,434,True,False,False,False,6,0.881,27.276497695852534,1,False,
ANT,20,0.0,0.0,332,True,False,False,False,671,0.84,61.65963855421687,0,False,
ANT,21,3968.67355,6869.695061728395,308,False,False,False,True,1,0.96,70.48051948051948,1,True,
ANT,22,3845.734536111111,7897.184567901234,301,False,False,False,True,1,1.0,70.35880398671097,1,True,
ANT,23,3902.0591749999994,6646.564814814814,294,False,False,False,True,1,1.0,70.16326530612245,2,True,
ANT,24,3763.3596666666667,8156.225308641975,304,False,False,False,True,1,1.0,67.59539473684211,1,True,
ANT,25,3796.8106166666666,9618.296913580245,311,False,False,False,True,1,0.72,65.2540192926045,0,True,
ANT,26,3826.523369444444,7223.151234567902,312,False,False,False,True,1,0.96,68.83653846153847,1,True,
ANT,27,3908.389886111111,8056.601851851851,314,False,False,False,True,1,0.961,69.41082802547771,0,True,
ANT,28,3837.467722222222,8108.663580246917,310,False,False,False,True,1,0.88,68.39677419354838,2,True,
ANT,29,3784.9209972222225,7628.308641975309,310,False,False,False,True,1,0.84,66.49354838709678,1,True,
ANT,30,3848.325327777778,7964.802469135804,316,False,False,False,True,1,0.919,67.42405063291139,0,True,
ANT,31,3830.3368083333335,7324.059259259259,305,False,False,False,True,1,0.879,68.62950819672132,2,True,
ANT,32,3754.735036111111,9003.464197530864,307,False,False,False,True,1,0.68,67.70032573289902,1,True,
ANT,33,3806.4603444444447,7533.1543209876545,312,False,False,False,True,1,0.96,68.00320512820512,2,True,
ANT,34,0.0,0.0,354,True,False,False,False,167,0.8,48.63559322033898,2,False,
ANT,35,3849.357063888889,8267.522839506173,308,False,False,False,True,1,0.759,66.74025974025975,0,True,
ANT,36,3762.1967722222225,7444.702469135803,306,False,False,False,True,1,0.84,67.24183006535948,2,True,
ANT,37,3950.077758333333,7166.872222222222,308,False,False,False,True,1,0.92,68.95454545454545,0,True,
ANT,38,3890.3615388888893,7197.645679012344,309,False,False,False,True,1,0.8,68.6504854368932,1,True,
ANT,39,3941.1856,7424.432716049381,317,False,False,False,True,1,0.92,69.75394321766562,0,True,
ANT,40,3899.358658333333,8055.735185185185,310,False,False,False,True,1,0.92,69.27741935483871,1,True,
ANT,41,3940.1311722222217,8511.583333333332,322,False,False,False,True,1,0.88,69.54037267080746,0,True,
ANT,42,3768.421538888889,7971.108641975309,316,False,False,False,True,1,0.8,66.38924050632912,1,True,
ANT,43,3799.7244305555555,9094.293209876543,315,False,False,False,True,1,1.0,67.42539682539683,0,True,
ANT,44,3793.4829499999996,8484.882716049382,309,False,False,False,True,1,0.88,65.55339805825243,1,True,
ANT,45,3734.590188888889,8409.349382716047,307,False,False,False,True,1,0.48,64.86319218241043,0,True,
ANT,46,3757.3999972222227,6927.3074074074075,305,False,False,False,True,1,0.92,67.91803278688525,2,True,
ANT,47,3737.088016666667,8717.547530864196,306,False,False,False,True,1,0.999,66.83006535947712,1,True,
ANT,48,3826.033155555556,8924.2512345679,308,False,False,False,True,1,0.52,67.51623376623377,0,True,
ANT,49,3737.072088888889,7929.976543209877,307,False,False,False,True,1,1.0,65.96091205211727,1,True,
ANT,50,3850.611544444444,7591.408641975309,297,False,False,False,True,1,0.681,66.91245791245791,2,True,
ANT,51,3931.0563749999997,6955.350000000001,305,False,False,False,True,1,0.8,68.47213114754098,0,True,
ANT,52,3801.421227777778,7384.285802469136,304,False,False,False,True,1,0.96,68.54276315789474,2,True,
ANT,53,3885.604247222222,8354.344444444443,293,False,False,False,True,1,0.961,68.2320819112628,0,True,
ANT,54,3734.683525,7533.712962962962,307,False,False,False,True,1,0.8,68.27361563517915,2,True,
ANT,55,3826.8525250000002,8780.35864197531,311,False,False,False,True,1,0.959,65.69453376205787,0,True,
ANT,56,3949.4375055555556,7230.418518518519,308,False,False,False,True,1,0.96,70.79220779220779,1,True,
ANT,57,3950.958888888889,6979.157407407409,319,False,False,False,True,1,0.76,69.3730407523511,0,True,
ANT,58,3619.9072666666666,8099.034567901235,295,False,False,False,True,1,0.88,65.74915254237288,3,True,
ALO,1,3484.4916222222223,8924.966049382716,347,False,False,False,False,1,0.84,63.126801152737755,1,False,
ALO,2,3915.176027777778,7426.977160493829,334,False,False,False,True,1,0.8,69.4880239520958,1,True,
ALO,3,3797.2860638888887,8914.294444444444,325,False,False,False,True,1,0.881,68.93230769230769,1,True,
ALO,4,3630.5043333333333,7358.433950617284,329,False,False,False,True,1,0.879,65.67173252279635,0,True,
ALO,5,3718.102841666667,7640.908024691357,339,False,False,False,True,1,0.92,67.48672566371681,1,True,
ALO,6,3835.1116555555554,8138.253086419753,337,False,False,False,True,1,0.92,67.54302670623146,0,True,
ALO,7,3794.726038888889,8692.988271604938,317,False,False,False,True,1,0.999,67.21451104100946,0,True,
ALO,8,3788.4086361111113,8206.324074074075,308,False,False,False,True,1,0.88,71.3409090909091,3,True,
ALO,9,3931.029952777778,6721.929012345679,327,False,False,False,True,1,0.96,71.06727828746178,2,True,
ALO,10,3962.3728333333333,7557.493209876542,323,False,False,False,True,1,0.92,70.93808049535603,0,True,
ALO,11,0.0,0.0,438,True,False,False,False,16,0.92,46.37442922374429,2,False,
ALO,12,0.0,0.0,459,True,False,False,False,6,1.0,42.808278867102395,0,False,
ALO,14,0.0,0.0,372,True,False,False,False,1,0.72,62.766129032258064,1,False,
ALO,15,4146.0159861111115,7508.499999999998,328,False,False,False,True,1,0.961,73.73170731707317,0,True,
ALO,16,4037.7088750000003,6408.26049382716,317,False,False,False,True,1,0.921,73.44794952681389,2,True,
ALO,17,4074.7151555555556,7258.7104938271605,321,False,False,False,True,1,0.88,72.50467289719626,1,True,
ALO,18,4071.536680555556,7232.333333333331,325,False,False,False,True,1,0.521,72.72307692307692,0,True,
ALO,19,3699.3491722222225,6310.559876543208,322,False,False,False,True,1,0.879,68.0248447204969,2,True,
ALO,20,3976.167033333333,7268.250617283951,320,False,False,False,True,1,0.68,71.165625,1,True,
ALO,21,3640.741975,7850.379629629629,331,False,False,False,True,1,0.96,65.40785498489426,2,True,
LEC,1,3860.0382694444443,6108.453086419751,345,False,False,False,False,1,0.84,69.28405797101449,1,False,
LEC,2,3694.2775055555558,7010.793209876542,313,False,False,False,True,1,0.8,68.05431309904154,1,True,
LEC,3,3866.775463888889,6362.024691358025,329,False,False,False,True,1,0.881,67.67781155015197,0,True,
LEC,4,3992.520411111111,6231.6111111111095,322,False,False,False,True,1,0.879,71.22360248447205,1,True,
LEC,5,4072.613027777778,5637.62037037037,322,False,False,False,True,1,0.92,71.88819875776397,1,True,
LEC,6,4155.201252777778,6444.6882716049395,324,False,False,False,True,1,0.92,72.48456790123457,0,True,
LEC,7,4003.2924444444448,6007.58333333333,306,False,False,False,True,1,0.999,71.26797385620915,0,True,
LEC,8,3613.161822222222,7168.313580246914,304,False,False,False,True,1,0.92,67.97039473684211,3,True,
LEC,9,3925.659052777778,6629.546296296297,327,False,False,False,True,1,0.96,69.92660550458716,1,True,
LEC,10,4005.6283583333334,6567.03024691358,311,False,False,False,True,1,0.92,73.54983922829582,1,True,
LEC,11,4083.000988888889,5888.551851851851,311,False,False,False,True,1,0.761,73.94855305466238,1,True,
LEC,12,0.0,0.0,421,True,False,False,False,16,0.92,43.89311163895487,1,False,
LEC,13,0.0,0.0,434,True,False,False,False,6,1.0,41.294930875576036,1,False,
LEC,14,0.0,0.0,337,True,False,False,False,671,0.88,64.16617210682493,0,False,
LEC,15,3847.6119750000003,6287.601851851852,315,False,False,False,True,1,0.76,68.41269841269842,2,True,
LEC,16,3935.661236111111,6653.358024691359,309,False,False,False,True,1,1.0,72.2621359223301,2,True,
LEC,17,3871.683144444444,6583.35802469136,314,False,False,False,True,1,1.0,71.68152866242038,2,True,
LEC,18,0.0,0.0,326,True,False,False,False,126,0.96,62.94478527607362,0,False,
LEC,19,0.0,0.0,423,True,False,False,False,6,0.881,41.11583924349882,2,False,
LEC,20,0.0,0.0,351,True,False,False,False,671,0.84,61.096866096866094,0,False,
LEC,21,3931.966922222222,6793.874691358024,310,False,False,False,True,1,0.92,72.18709677419355,1,True,
LEC,22,4112.280711111111,6049.339506172839,308,False,False,False,True,1,0.96,73.26623376623377,1,True,
LEC,23,3945.707502777778,6895.687037037038,298,False,False,False,True,1,1.0,71.13087248322148,2,True,
LEC,24,3913.3904444444443,5113.3024691358005,298,False,False,False,True,1,1.0,71.95637583892618,1,True,
LEC,25,0.0,0.0,366,True,False,False,False,1,0.72,63.32786885245902,0,False,
LEC,26,0.0,0.0,334,True,False,False,False,1,0.96,65.82934131736526,1,False,
LEC,27,4005.185375,7000.638888888889,316,False,False,False,True,1,0.961,71.97151898734177,0,True,
LEC,28,3859.4909583333338,7394.989506172839,312,False,False,False,True,1,0.88,72.24038461538461,2,True,
LEC,29,3964.583341666667,5945.945061728395,309,False,False,False,True,1,0.84,70.09385113268608,1,True,
LEC,30,3971.00845,5644.4197530864185,316,False,False,False,True,1,0.919,72.13291139240506,0,True,
LEC,31,3719.946075,6178.832716049383,301,False,False,False,True,1,0.879,68.52491694352159,2,True,
LEC,32,3754.4253777777776,6778.175925925925,304,False,False,False,True,1,0.68,67.03947368421052,2,True,
LEC,33,3875.9807,6633.099382716047,317,False,False,False,True,1,0.96,69.81703470031546,1,True,
LEC,34,0.0,0.0,357,True,False,False,False,167,0.8,57.089635854341736,2,False,
LEC,35,3958.6169000000004,7650.274691358025,304,False,False,False,True,1,0.84,70.93092105263158,0,True,
LEC,36,3899.7490749999997,7582.750617283951,314,False,False,False,True,1,0.64,70.48726114649682,2,True,
LEC,37,4053.086830555555,6640.134567901236,314,False,False,False,True,1,0.92,73.69745222929936,0,True,
LEC,38,3828.056330555556,7145.339506172838,307,False,False,False,True,1,0.8,68.78175895765472,1,True,
LEC,39,3851.849783333333,6392.98148148148,314,False,False,False,True,1,0.92,68.38853503184713,0,True,
LEC,40,3960.127736111111,5277.230864197532,312,False,False,False,True,1,0.92,70.25641025641026,1,True,
LEC,41,3930.5240138888894,5914.896913580249,325,False,False,False,True,1,0.84,69.67076923076922,0,True,
LEC,42,4019.466330555556,5931.425308641975,313,False,False,False,True,1,0.8,72.93290734824281,1,True,
LEC,43,3989.71575,5670.394444444444,313,False,False,False,True,1,1.0,71.15015974440895,0,True,
LEC,44,3826.961027777778,6463.806790123457,309,False,False,False,True,1,0.48,69.01618122977347,1,True,
LEC,45,3945.097405555556,7095.217901234566,307,False,False,False,True,1,0.48,70.53420195439739,0,True,
LEC,46,3921.998041666667,6541.408024691358,304,False,False,False,True,1,0.92,70.68092105263158,2,True,
LEC,47,3828.786797222222,6126.341975308642,305,False,False,False,True,1,0.999,67.67213114754098,1,True,
LEC,48,3965.2888194444445,6808.545061728397,313,False,False,False,True,1,0.52,71.61661341853035,0,True,
LEC,49,3908.6468777777777,6685.801851851854,306,False,False,False,True,1,1.0,69.4673202614379,1,True,
LEC,50,3721.9971555555553,6673.253086419752,296,False,False,False,True,1,0.681,67.66216216216216,2,True,
LEC,51,3998.43795,7076.084567901235,308,False,False,False,True,1,0.8,71.71103896103897,0,True,
LEC,52,3896.8926388888885,6759.6111111111095,302,False,False,False,True,1,0.96,71.50993377483444,2,True,
LEC,53,3991.9940611111106,6406.851851851852,298,False,False,False,True,1,0.961,69.57718120805369,0,True,
LEC,54,3894.228236111111,6770.4018518518515,307,False,False,False,True,1,0.879,70.08794788273616,2,True,
LEC,55,3928.8205361111113,7097.028395061729,308,False,False,False,True,1,0.959,69.71753246753246,0,True,
LEC,56,3766.7039555555557,6556.939506172839,315,False,False,False,True,1,0.96,68.73968253968253,1,True,
LEC,57,3905.192191666667,7090.41851851852,319,False,False,False,True,1,0.64,68.38557993730407,0,True,
LEC,58,3578.3977472222223,7421.940740740742,298,False,False,False,True,1,0.88,67.01677852348993,3,True,
STR,1,3746.894561111111,6839.164197530863,385,False,False,False,False,1,0.84,59.41298701298701,1,False,
STR,2,3725.115086111111,7277.586419753086,338,False,False,False,True,1,0.881,65.57988165680473,1,True,
STR,3,3730.0776444444446,9244.846296296295,333,False,False,False,True,1,0.8,64.63663663663664,1,True,
STR,4,3786.0569444444445,7215.712345679012,338,False,False,False,True,1,0.879,66.50295857988165,1,True,
STR,5,3951.526541666666,8328.414197530868,339,False,False,False,True,1,0.92,67.01769911504425,0,True,
STR,6,3883.8546916666664,7261.058641975308,335,False,False,False,True,1,0.92,66.70746268656717,0,True,
STR,7,3968.369941666667,9084.888888888889,315,False,False,False,True,1,0.999,68.01269841269841,0,True,
STR,8,3831.264058333334,7780.35,321,False,False,False,True,1,0.72,70.27414330218069,3,True,
STR,9,3996.583980555555,7499.851851851852,326,False,False,False,True,1,0.96,71.9601226993865,2,True,
STR,10,4146.270208333332,7795.164197530865,328,False,False,False,True,1,0.92,72.89024390243902,0,True,
STR,11,0.0,0.0,485,True,False,False,False,16,0.92,43.88865979381443,2,False,
STR,12,0.0,0.0,448,True,False,False,False,6,1.0,49.591517857142854,0,False,
STR,13,0.0,0.0,367,True,False,False,False,671,0.88,56.264305177111716,1,False,
STR,14,4134.991083333333,7125.498148148148,328,False,False,False,True,1,0.76,72.54573170731707,2,True,
STR,15,4172.227352777778,6874.913580246914,323,False,False,False,True,1,1.0,73.44272445820434,1,True,
STR,16,4113.218538888888,7458.736419753086,325,False,False,False,True,1,1.0,72.13230769230769,2,True,
STR,17,0.0,0.0,329,True,False,False,False,126,0.96,69.4984802431611,1,False,
STR,18,0.0,0.0,422,True,False,False,False,6,0.881,41.459715639810426,2,False,
STR,19,0.0,0.0,376,True,False,False,False,671,0.84,52.952127659574465,0,False,
STR,20,3747.771913888889,7157.656172839506,325,False,False,False,True,1,0.96,67.75692307692307,1,True,
STR,21,3937.115319444444,7048.8549382716055,319,False,False,False,True,1,1.0,69.12852664576802,1,True,
STR,22,3936.5345611111115,7126.1543209876545,311,False,False,False,True,1,1.0,69.86173633440515,2,True,
STR,23,4198.243430555556,6676.589506172839,322,False,False,False,True,1,1.0,73.38509316770187,1,True,
STR,24,4185.254580555556,6375.63950617284,323,False,False,False,True,1,0.681,74.28792569659443,0,True,
STR,25,3824.9495583333332,5078.216049382716,333,False,False,False,True,1,0.96,68.1951951951952,1,True,
STR,26,0.0,0.0,452,True,False,False,False,1,0.961,51.796460176991154,1,False,
STR,27,0.0,0.0,359,True,False,False,False,1,0.88,59.86908077994429,2,False,
STR,28,4258.415461111112,5934.470987654322,328,False,False,False,True,1,0.919,73.98475609756098,0,True,
STR,29,4061.6387138888886,6443.108024691357,317,False,False,False,True,1,0.879,74.0031545741325,2,True,
STR,30,3890.1859916666663,7146.97962962963,321,False,False,False,True,1,0.68,69.60747663551402,1,True,
STR,31,4051.5939805555554,7471.26851851852,325,False,False,False,True,1,0.96,73.27692307692308,2,True,
STR,32,0.0,0.0,372,True,False,False,False,167,0.8,52.115591397849464,2,False,
STR,33,4271.1371805555555,7156.9604938271605,319,False,False,False,True,1,0.84,74.72100313479623,0,True,
STR,35,0.0,0.0,345,True,False,False,False,1,0.681,62.70434782608696,2,False,
STR,36,4250.945269444444,7273.025308641974,313,False,False,False,True,1,0.8,75.51437699680511,2,True,
STR,37,4198.5758611111105,6153.867283950618,312,False,False,False,True,1,0.96,75.0673076923077,0,True,
STR,38,4203.3289888888885,8022.235185185185,319,False,False,False,True,1,0.961,73.32288401253919,0,True,
STR,39,0.0,0.0,390,True,False,False,False,1,0.959,56.93333333333333,2,False,
STR,40,0.0,0.0,347,True,False,False,False,1,0.96,68.60806916426513,1,False,
STR,41,4296.58625,7205.545679012346,326,False,False,False,True,1,0.76,75.49079754601227,0,True,
