event_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
australian_gp_2026_R_00089,ANT,HAD,2026-03-08 04:07:47.973,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.332222222225028,7.32,-9.828888888891015,False,11.832777777777665,False,False,,,179.0,-24.645161290320413,True,False,2026-03-08 04:08:25.293,False,False,False
australian_gp_2026_R_00090,LIN,ANT,2026-03-08 04:07:48.173,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,31.13027777777916,7.12,-31.130277777778247,False,8.407499999999345,True,True,2026-03-08 04:07:55.533,7.36,156.0,,True,False,2026-03-08 04:08:25.293,False,False,False
australian_gp_2026_R_00091,GAS,LIN,2026-03-08 04:07:49.053,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.71583333333092,4.48,-12.71583333333183,False,23.0427777777777,True,True,2026-03-08 04:08:13.933,24.88,164.0,-41.818181818183476,True,False,2026-03-08 04:08:23.533,False,False,False
australian_gp_2026_R_00092,COL,SAI,2026-03-08 04:07:49.532,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,37.28416666666635,64.561,-37.424444444443,False,9.777777777777779,True,True,2026-03-08 04:08:54.373,64.841,90.0,,True,False,2026-03-08 04:09:24.093,False,False,False
australian_gp_2026_R_00093,VER,ALB,2026-03-08 04:07:51.652,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,19.294722222223758,54.241,-17.23888888889269,False,4.958611111112901,True,True,2026-03-08 04:08:46.133,54.481,108.0,,True,False,2026-03-08 04:09:15.893,False,False,False
australian_gp_2026_R_00094,STR,LAW,2026-03-08 04:07:53.533,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",76.0250000000051,3.439,-76.04333333334034,False,7.33333333333303,False,False,,,86.0,,True,False,2026-03-08 04:08:26.972,False,False,False
australian_gp_2026_R_00095,SAI,VER,2026-03-08 04:07:53.533,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",11.111944444442996,52.36,-13.149166666664314,False,7.3888888888888005,False,False,,,140.0,-8.448697501329372,True,False,2026-03-08 04:09:15.893,False,False,False
australian_gp_2026_R_00096,BOT,STR,2026-03-08 04:07:57.132,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,15.75166666666155,7.36,-15.68916666665973,False,1.866666666666788,True,True,2026-03-08 04:08:04.892,7.76,97.0,,True,False,2026-03-08 04:08:34.492,False,False,False
australian_gp_2026_R_00097,NOR,ANT,2026-03-08 04:07:57.812,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",91.41527777777776,4.641,-91.41861111111211,False,6.300000000000011,False,False,,,297.0,,True,False,2026-03-08 04:08:32.453,False,False,False
australian_gp_2026_R_00098,STR,PER,2026-03-08 04:07:59.492,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",11.000277777782683,5.0,-11.178333333336923,False,5.0000000000000036,False,False,,,161.0,-14.660000000001125,True,False,2026-03-08 04:08:34.492,False,False,False
australian_gp_2026_R_00099,BOR,OCO,2026-03-08 04:08:02.133,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",84.34333333333333,6.28,-84.31722222222015,False,9.155555555555594,False,False,,,166.0,,True,False,2026-03-08 04:08:38.413,False,False,False
australian_gp_2026_R_00100,STR,BOT,2026-03-08 04:08:07.573,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,41.14111111111112,62.999,-41.03444444444176,False,37.62527777776729,True,True,2026-03-08 04:09:10.812,63.239,298.0,-79.32704053301774,True,False,2026-03-08 04:09:40.572,False,False,False
australian_gp_2026_R_00101,PER,LAW,2026-03-08 04:08:08.853,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.48777777777778,4.8,-94.95222222222219,False,8.944444444444429,False,False,,,152.0,104.44680851063832,True,False,2026-03-08 04:08:43.653,False,False,False
australian_gp_2026_R_00102,HAD,HAM,2026-03-08 04:08:08.853,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.0086111111109,3.879,-93.79083333333256,False,6.488888888889051,False,False,,,96.0,144.40425531914926,True,False,2026-03-08 04:08:42.732,False,False,False
australian_gp_2026_R_00103,LIN,HAD,2026-03-08 04:08:16.053,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",48.84944444444454,13.639,-49.06722222222015,False,6.111111111111086,False,False,,,141.0,,True,False,2026-03-08 04:08:59.692,False,False,False
australian_gp_2026_R_00104,NOR,GAS,2026-03-08 04:08:18.612,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,49.36305555555555,7.401,-49.57222222222117,False,3.422222222222217,True,True,2026-03-08 04:08:26.253,7.641,102.0,,True,False,2026-03-08 04:08:56.013,False,False,False
australian_gp_2026_R_00105,ANT,LIN,2026-03-08 04:08:18.612,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,34.71749999999929,40.361,-34.67666666666628,False,4.999999999999545,True,True,2026-03-08 04:09:23.053,64.441,173.0,,True,False,2026-03-08 04:09:28.973,False,False,False
australian_gp_2026_R_00106,GAS,ANT,2026-03-08 04:08:19.372,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",12.488611111111368,6.641,-12.282777777778392,False,6.577777777777783,False,False,,,184.0,-51.31578947368493,True,False,2026-03-08 04:08:56.013,False,False,False
australian_gp_2026_R_00107,OCO,GAS,2026-03-08 04:08:32.132,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",40.18666666666809,12.56,-40.4333333333343,False,2.0294444444443798,False,False,,,199.0,,True,False,2026-03-08 04:09:14.692,False,False,False
australian_gp_2026_R_00108,GAS,NOR,2026-03-08 04:08:33.493,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,11.209444444445126,11.199,-11.000277777780866,False,2.8100000000003997,True,True,2026-03-08 04:08:44.972,11.479,265.0,-25.83100661278508,True,False,2026-03-08 04:09:14.692,False,False,False
australian_gp_2026_R_00109,HAM,RUS,2026-03-08 04:08:39.173,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.93611111111022,77.64,-95.94444444444161,False,33.00472222222817,False,False,,,257.0,37.4923339011919,True,False,2026-03-08 04:10:26.813,False,False,False
australian_gp_2026_R_00110,SAI,ALB,2026-03-08 04:08:46.133,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",79.8019444444426,7.96,-79.95666666666511,False,9.899999999999636,False,False,,,327.0,,True,False,2026-03-08 04:09:24.093,False,False,False
australian_gp_2026_R_00111,VER,ALO,2026-03-08 04:08:46.133,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,29.032777777777483,54.4,-29.57611111110964,False,16.213055555557148,True,True,2026-03-08 04:09:04.932,18.799,314.0,,True,False,2026-03-08 04:10:10.533,False,False,False
australian_gp_2026_R_00112,BEA,BOR,2026-03-08 04:08:47.133,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.9272222222212,144.84,-98.81722222222015,False,12.610833333330419,False,False,,,305.0,20.254651780967144,True,False,2026-03-08 04:11:41.973,False,False,False
australian_gp_2026_R_00113,ALB,VER,2026-03-08 04:08:49.812,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.760000000002035,14.84,-10.642777777778974,False,2.899999999999638,False,False,,,329.0,-13.11205602801467,True,False,2026-03-08 04:09:34.652,False,False,False
australian_gp_2026_R_00114,ALO,BEA,2026-03-08 04:08:50.732,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.14249999999856,3.361,-97.6875,False,4.2777777777778425,False,False,,,216.0,22.260847371108152,True,False,2026-03-08 04:09:24.093,False,False,False
australian_gp_2026_R_00115,LAW,SAI,2026-03-08 04:08:54.373,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",79.4108333333329,3.439,-79.41444444444642,False,2.0777777777775555,False,False,,,182.0,,True,False,2026-03-08 04:09:27.812,False,False,False
australian_gp_2026_R_00116,COL,ALB,2026-03-08 04:08:54.373,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,27.05277777777701,3.439,-26.70222222222219,False,3.6666666666665115,True,True,2026-03-08 04:09:05.332,10.959,165.0,,True,False,2026-03-08 04:09:27.812,False,False,False
australian_gp_2026_R_00117,LAW,COL,2026-03-08 04:08:58.132,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",81.81972222222112,5.96,-82.32861111111197,False,2.055555555555202,False,False,,,213.0,,True,False,2026-03-08 04:09:34.092,False,False,False
australian_gp_2026_R_00118,BOR,OCO,2026-03-08 04:09:00.213,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",93.44944444444354,24.879,-93.42333333333227,False,7.200000000000273,False,False,,,113.0,134.29052876234542,True,False,2026-03-08 04:09:55.092,False,False,False
australian_gp_2026_R_00119,NOR,GAS,2026-03-08 04:09:02.093,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,49.993611111105565,7.68,-50.20277777777301,False,4.654999999999745,True,True,2026-03-08 04:09:18.733,16.64,102.0,,True,False,2026-03-08 04:09:39.773,False,False,False
australian_gp_2026_R_00120,GAS,ANT,2026-03-08 04:09:02.493,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,13.044166666672028,7.28,-12.838333333340415,False,9.33333333333394,True,True,2026-03-08 04:09:10.012,7.519,187.0,-80.19999999999528,True,False,2026-03-08 04:09:39.773,False,False,False
australian_gp_2026_R_00121,NOR,ANT,2026-03-08 04:09:10.012,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",27.08277777777585,4.041,-27.08611111110804,False,5.0,False,False,,,104.0,,True,False,2026-03-08 04:09:44.053,False,False,False
australian_gp_2026_R_00122,STR,PER,2026-03-08 04:09:10.812,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",60.81027777777808,3.841,-61.2458333333343,False,6.599999999999909,False,False,,,104.0,,True,False,2026-03-08 04:09:44.653,False,False,False
australian_gp_2026_R_00123,BOT,PER,2026-03-08 04:09:14.893,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.9902777777761,6.32,-99.53249999999753,False,8.777777777777374,False,False,,,200.0,,True,False,2026-03-08 04:09:51.213,False,False,False
australian_gp_2026_R_00124,COL,VER,2026-03-08 04:09:16.493,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",47.75583333333452,3.68,-47.28805555555664,False,6.83333333333303,False,False,,,115.0,,True,False,2026-03-08 04:09:50.173,False,False,False
australian_gp_2026_R_00125,OCO,GAS,2026-03-08 04:09:18.733,4,UNCERTAIN,"only one of the two order-change signals fired (distance=True, driver_ahead=False)",59.958055555551255,4.679,-60.20472222222088,False,2.044444444444707,True,False,2026-03-08 04:09:23.892,5.159,182.0,,True,False,2026-03-08 04:09:53.412,False,False,False
australian_gp_2026_R_00126,PER,LAW,2026-03-08 04:09:19.013,4,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",92.73138888888934,5.239,-92.19583333333503,False,5.5,False,False,,,93.0,81.58388577256561,True,False,2026-03-08 04:09:54.252,False,False,False
australian_gp_2026_R_00127,GAS,NOR,2026-03-08 04:09:19.413,4,UNCERTAIN,"only one of the two order-change signals fired (distance=False, driver_ahead=True)",10.001388888894326,4.479,-9.792222222229611,False,4.433333333333394,False,True,2026-03-08 04:09:40.293,20.88,244.0,-52.294117647058606,True,False,2026-03-08 04:09:53.892,False,False,False
australian_gp_2026_R_00128,BOT,STR,2026-03-08 04:09:22.093,4,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.348333333333358,10.92,-12.454999999998108,False,7.733333333332666,True,True,2026-03-08 04:09:33.293,11.2,200.0,-54.58823529412256,True,False,2026-03-08 04:10:03.013,False,False,False
australian_gp_2026_R_00129,OCO,NOR,2026-03-08 04:09:24.252,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",61.75666666666665,25.241,-61.22555555555664,False,12.02222222222224,False,False,,,289.0,,True,False,2026-03-08 04:10:19.493,False,False,False
australian_gp_2026_R_00130,LIN,ANT,2026-03-08 04:09:24.452,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.226388888888865,11.681,-10.048611111109494,False,5.688888888888869,True,True,2026-03-08 04:09:36.413,11.961,282.0,-24.37526804860614,True,False,2026-03-08 04:10:06.133,False,False,False
australian_gp_2026_R_00131,COL,SAI,2026-03-08 04:09:24.932,4,UNCERTAIN,"only one of the two order-change signals fired (distance=False, driver_ahead=True)",10.642499999999018,54.041,-10.1372222222235,False,15.897500000000576,False,True,2026-03-08 04:09:47.413,22.481,216.0,-17.46886641830886,True,False,2026-03-08 04:10:48.973,False,False,False
australian_gp_2026_R_00132,NOR,LIN,2026-03-08 04:09:26.173,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.76888888888892,7.84,-96.99055555555606,False,7.000000000000014,False,False,,,226.0,78.2587194169703,True,False,2026-03-08 04:10:04.013,False,False,False
australian_gp_2026_R_00133,BOR,GAS,2026-03-08 04:09:26.893,5,INVALID,no causal target sample at t0,97.95805555555556,12.36,,False,10.044444444444451,False,False,,,,7.733333333333264,True,False,2026-03-08 04:10:09.253,False,False,False
australian_gp_2026_R_00134,ALO,BEA,2026-03-08 04:09:30.892,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.27527777777776,4.161,-94.31444444444423,False,8.799999999999955,False,False,,,148.0,130.7962466487936,True,False,2026-03-08 04:10:05.053,False,False,False
australian_gp_2026_R_00135,LIN,HAD,2026-03-08 04:09:36.413,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.40027777777745,4.32,-94.21194444444336,False,11.462777777777902,False,False,,,102.0,,True,False,2026-03-08 04:10:10.733,False,False,False
australian_gp_2026_R_00136,ALB,ALO,2026-03-08 04:09:40.733,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,79.0583333333334,37.079,-78.06999999999971,False,6.299999999999848,True,True,2026-03-08 04:10:18.133,37.4,263.0,,True,False,2026-03-08 04:10:47.812,False,False,False
australian_gp_2026_R_00137,ANT,GAS,2026-03-08 04:09:41.453,5,INVALID,no causal target sample at t0,27.294999999999163,6.76,,False,13.5,False,False,,,,,True,False,2026-03-08 04:10:18.213,False,False,False
australian_gp_2026_R_00138,ALO,VER,2026-03-08 04:09:41.733,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.566944444444516,24.84,-10.463611111114005,False,5.255555555555588,False,False,,,290.0,-37.96000000000013,True,False,2026-03-08 04:10:36.573,False,False,False
australian_gp_2026_R_00139,VER,BEA,2026-03-08 04:09:42.013,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.7605555555558,11.96,-98.9030555555546,False,14.600000000000136,False,False,,,141.0,117.37499999999976,True,False,2026-03-08 04:10:23.973,False,False,False
australian_gp_2026_R_00140,LIN,GAS,2026-03-08 04:09:48.373,5,INVALID,no causal target sample at t0,36.53972222222251,10.2,,False,7.466666666666697,False,False,,,,,True,False,2026-03-08 04:10:28.573,False,False,False
australian_gp_2026_R_00141,NOR,GAS,2026-03-08 04:09:59.013,5,INVALID,no causal target sample at t0,35.55666666666639,5.119,,False,4.700000000000273,False,False,,,,,True,False,2026-03-08 04:10:34.132,False,False,False
australian_gp_2026_R_00142,NOR,LIN,2026-03-08 04:10:04.412,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",54.65527777777834,30.521,-54.876944444444234,False,8.111111111111313,False,False,,,320.0,,True,False,2026-03-08 04:11:04.933,False,False,False
australian_gp_2026_R_00143,ANT,HAD,2026-03-08 04:10:09.533,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.15638888888544,4.44,-95.14583333333212,False,5.666666666666515,False,False,,,252.0,40.93181818181875,True,False,2026-03-08 04:10:43.973,False,False,False
australian_gp_2026_R_00144,ALO,ALB,2026-03-08 04:10:18.773,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",11.463888888887595,34.12,-12.45222222222219,False,11.744444444443616,False,False,,,286.0,-62.00000000000074,True,False,2026-03-08 04:11:22.893,False,False,False
australian_gp_2026_R_00145,COL,ALO,2026-03-08 04:10:19.293,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",35.38805555555746,35.52,-35.34750000000349,False,9.800000000000182,False,False,,,196.0,,True,False,2026-03-08 04:11:24.813,False,False,False
australian_gp_2026_R_00146,SAI,VER,2026-03-08 04:10:20.133,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",70.88750000000073,5.36,-63.88861111110964,False,9.422222222221997,False,False,,,214.0,,True,False,2026-03-08 04:10:55.493,False,False,False
australian_gp_2026_R_00147,ALB,SAI,2026-03-08 04:10:20.373,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,13.355555555553565,32.52,-19.262777777774318,False,11.733333333333125,True,True,2026-03-08 04:10:53.293,32.92,314.0,-115.99999999999683,True,False,2026-03-08 04:11:22.893,False,False,False
australian_gp_2026_R_00148,LIN,ANT,2026-03-08 04:10:23.053,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,16.756666666667115,11.88,-16.578888888889196,False,16.355555555554936,True,True,2026-03-08 04:10:35.213,12.16,134.0,,True,False,2026-03-08 04:11:04.933,False,False,False
australian_gp_2026_R_00149,HAD,GAS,2026-03-08 04:10:24.533,5,INVALID,no causal target sample at t0,10.453055555555691,3.56,,False,8.066666666666602,False,False,,,,-160.00000000001035,True,False,2026-03-08 04:10:58.093,False,False,False
australian_gp_2026_R_00150,OCO,NOR,2026-03-08 04:10:24.973,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.5433333333358,5.479,-95.0122222222235,False,7.622222222222263,False,False,,,142.0,76.92968750000091,True,False,2026-03-08 04:11:00.452,False,False,False
australian_gp_2026_R_00151,BOT,PER,2026-03-08 04:10:25.133,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.7411111111137,4.04,-97.37750000000233,False,1.555555555555685,False,False,,,207.0,68.07102272726999,True,False,2026-03-08 04:10:59.173,False,False,False
australian_gp_2026_R_00152,VER,BEA,2026-03-08 04:10:28.413,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.47861111111251,43.56,-96.62111111111153,False,12.777777777777374,False,False,,,121.0,123.51162790697737,True,False,2026-03-08 04:11:41.973,False,False,False
australian_gp_2026_R_00153,ANT,GAS,2026-03-08 04:10:28.413,5,INVALID,no causal target sample at t0,75.5191666666633,6.52,,False,14.055555555555653,False,False,,,,,True,False,2026-03-08 04:11:04.933,False,False,False
australian_gp_2026_R_00154,STR,PER,2026-03-08 04:10:38.293,5,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",68.00416666666979,4.32,-67.97333333333881,False,8.266666666666424,False,False,,,110.0,,True,False,2026-03-08 04:11:12.613,False,False,False
australian_gp_2026_R_00155,HAM,RUS,2026-03-08 04:10:43.533,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.35333333333335,4.48,-97.25500000000102,False,6.1141666666666765,False,False,,,215.0,32.77551020408156,True,False,2026-03-08 04:11:18.013,False,False,False
australian_gp_2026_R_00156,ANT,HAD,2026-03-08 04:10:48.013,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,99.80694444444448,44.16,-99.89805555555722,False,11.599999999999966,True,True,2026-03-08 04:11:32.453,44.44,270.0,1.1578947368420842,True,False,2026-03-08 04:12:02.173,False,False,False
australian_gp_2026_R_00157,BOT,STR,2026-03-08 04:10:49.853,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.4752777777785,9.48,-12.142500000001746,False,8.08888888888942,True,True,2026-03-08 04:10:59.613,9.76,198.0,-78.00000000000409,True,False,2026-03-08 04:11:29.333,False,False,False
australian_gp_2026_R_00158,GAS,OCO,2026-03-08 04:10:51.413,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",34.01805555555556,62.16,-34.04194444444511,False,9.0949999999998,False,False,,,276.0,,True,False,2026-03-08 04:12:23.573,False,False,False
australian_gp_2026_R_00159,ALO,SAI,2026-03-08 04:10:53.293,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,46.030277777774245,3.4,-52.92583333333096,False,2.3333333333339326,True,True,2026-03-08 04:10:56.933,3.64,231.0,,True,False,2026-03-08 04:11:26.693,False,False,False
australian_gp_2026_R_00160,SAI,ALO,2026-03-08 04:10:57.493,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,36.803611111111096,48.84,-36.685833333332994,False,2.8999999999999773,True,True,2026-03-08 04:11:46.573,49.08,298.0,,True,False,2026-03-08 04:12:16.333,False,False,False
australian_gp_2026_R_00161,COL,SAI,2026-03-08 04:10:57.973,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,34.62583333333333,48.36,-34.252777777779556,False,8.000000000000025,True,True,2026-03-08 04:12:00.293,62.32,308.0,,True,False,2026-03-08 04:12:16.333,False,False,False
australian_gp_2026_R_00162,LAW,COL,2026-03-08 04:10:58.493,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",34.039722222222224,58.601,-34.55611111111284,False,5.400000000000091,False,False,,,325.0,,True,False,2026-03-08 04:12:27.094,False,False,False
australian_gp_2026_R_00163,STR,BOT,2026-03-08 04:11:01.653,5,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.44999999999527,77.04,-10.782777777774754,False,64.08666666666988,True,True,2026-03-08 04:12:18.933,77.28,285.0,-15.53191489361741,True,False,2026-03-08 04:12:48.693,False,False,False
australian_gp_2026_R_00164,BOT,PER,2026-03-08 04:11:04.933,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.6916666666666,35.44,-98.78472222221899,False,10.266666666666765,False,False,,,231.0,27.65853658536584,True,False,2026-03-08 04:12:10.373,False,False,False
australian_gp_2026_R_00165,OCO,NOR,2026-03-08 04:11:06.213,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.42138888888816,3.08,-95.42194444444249,False,5.988888888888837,False,False,,,100.0,134.0425531914902,True,False,2026-03-08 04:11:39.293,False,False,False
australian_gp_2026_R_00166,BEA,GAS,2026-03-08 04:11:12.293,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,11.38583333333372,41.28,-11.021388888890215,False,10.777777777777828,True,True,2026-03-08 04:11:53.893,41.6,111.0,,True,False,2026-03-08 04:12:23.573,False,False,False
australian_gp_2026_R_00167,VER,BOR,2026-03-08 04:11:12.293,6,INVALID,no causal target sample at t0,20.43361111111153,29.04,,False,3.033333333333303,False,False,,,,,True,False,2026-03-08 04:12:11.333,False,False,False
australian_gp_2026_R_00168,HAD,ANT,2026-03-08 04:11:33.693,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.52777777777692,64.28,-10.436666666668316,False,8.555555555555657,False,False,,,302.0,-27.38709677419241,True,False,2026-03-08 04:13:07.973,False,False,False
australian_gp_2026_R_00169,HAM,RUS,2026-03-08 04:11:41.053,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",92.97166666666772,23.48,-92.873333333333,False,11.977777777777646,False,False,,,106.0,110.36000000000004,True,False,2026-03-08 04:12:34.533,False,False,False
australian_gp_2026_R_00170,COL,ALO,2026-03-08 04:11:46.573,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,35.72888888888701,10.521,-35.23805555555009,False,7.33333333333303,True,True,2026-03-08 04:11:57.094,10.521,256.0,,True,False,2026-03-08 04:12:27.094,False,False,False
australian_gp_2026_R_00171,SAI,ALB,2026-03-08 04:11:46.573,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",65.71527777777646,6.76,-65.75749999999971,False,5.866666666666333,False,False,,,236.0,,True,False,2026-03-08 04:12:23.333,False,False,False
australian_gp_2026_R_00172,ALO,SAI,2026-03-08 04:11:47.213,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.43083333333334,9.881,-10.548611111113132,False,4.6444444444441615,False,False,,,261.0,-42.0624999999967,True,False,2026-03-08 04:12:27.094,False,False,False
australian_gp_2026_R_00173,LIN,HAD,2026-03-08 04:11:48.053,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.4900000000016,4.12,-97.64250000000175,False,8.599999999999909,False,False,,,120.0,130.6382978723386,True,False,2026-03-08 04:12:22.173,False,False,False
australian_gp_2026_R_00174,BEA,OCO,2026-03-08 04:11:53.893,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",30.491944444444016,20.12,-30.151388888891233,False,8.699999999999818,False,False,,,112.0,,True,False,2026-03-08 04:12:44.013,False,False,False
australian_gp_2026_R_00175,LAW,ALO,2026-03-08 04:11:57.414,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,33.67416666666713,87.28,-33.6997222222235,False,15.740555555556515,True,True,2026-03-08 04:12:07.253,9.839,278.0,,True,False,2026-03-08 04:13:54.694,False,False,False
australian_gp_2026_R_00176,GAS,BEA,2026-03-08 04:11:58.813,6,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,17.57999999999811,5.241,-17.944444444441615,False,1.699999999999818,True,True,2026-03-08 04:12:14.533,15.72,187.0,,True,False,2026-03-08 04:12:34.054,False,False,False
australian_gp_2026_R_00177,ALO,COL,2026-03-08 04:12:02.773,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",25.701666666669556,81.921,-26.192500000004657,False,10.950833333340483,False,False,,,103.0,,True,False,2026-03-08 04:13:54.694,False,False,False
australian_gp_2026_R_00178,VER,BEA,2026-03-08 04:12:04.294,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",20.196388888887668,7.039,-20.547499999996944,False,5.011111111110953,False,False,,,181.0,,True,False,2026-03-08 04:12:41.333,False,False,False
australian_gp_2026_R_00179,STR,PER,2026-03-08 04:12:18.933,6,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",50.90916666666544,5.281,-50.97694444443914,False,5.66666666666697,False,False,,,105.0,,True,False,2026-03-08 04:12:54.214,False,False,False
