Driver,LapNumber,DriverNumber,IsAccurate,TrackStatus,PitInTime,PitOutTime,freeze_flag,yellow_flag,race_state_factor,race_state_label,thin_lap,n_raw_samples,n_in_window,n_valid_samples,error,D_lap,H_lap,max_dt_used,n_dt_gaps,mean_throttle,calibration_set,LapStartDistance,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,EstimatedEnergyIndex_end,EstimatedEnergyIndex_min,EstimatedEnergyIndex_max,n_clip_low,n_clip_high,EstimatedEnergyIndex
GAS,25,10,True,1,,,False,False,1.0,normal,False,317,316,304,,3470.600377777778,7827.652469135803,0.72,1,65.6217105263158,True,2.083333333333332,17177.973572699997,99586.92414781336,400.0,0.9120412955355084,0.8758954249709009,0.9775412472157009,0,0,0.9120412955355084
GAS,26,10,True,1,,,False,False,1.0,normal,False,324,323,301,,3494.531436111111,6864.078395061729,0.96,0,66.99335548172758,True,43.9313888888889,15675.301704906942,99472.08389275968,400.0,0.8944687087017652,0.8712839011806343,0.9927511485634772,0,0,0.8944687087017652
GAS,27,10,True,1,,,False,False,1.0,normal,False,320,319,302,,3634.4933527777775,7206.163580246913,0.961,1,70.65894039735099,True,2.8561111111111046,17138.93823780915,99585.02486544428,400.0,0.8783582256728478,0.8637039120459208,0.9781310685855457,0,0,0.8783582256728478
GAS,28,10,True,1,,,False,False,1.0,normal,False,317,316,315,,3705.2961277777777,9126.312345679013,0.88,2,67.21269841269842,True,4.485000000000001,17056.65815017437,99581.02148952323,400.0,0.9193253913929712,0.8669069972999578,0.9651473782350816,0,0,0.9193253913929712
GAS,29,10,True,1,,,False,False,1.0,normal,False,314,313,289,,3620.490819444444,8324.886419753086,0.919,0,70.01730103806229,True,14.899999999999997,16665.17399816186,99552.78379514988,400.0,0.932704583154558,0.8888044030820649,1.0,0,2,0.932704583154558
GAS,30,10,True,1,,,False,False,1.0,normal,False,330,329,329,,3866.948327777777,9688.24938271605,0.84,0,67.7872340425532,True,3.736666666666668,17094.458722494986,99582.86069394536,400.0,0.9627385635236029,0.9049126877180119,1.0,0,1,0.9627385635236029
GAS,31,10,True,1,,,False,False,1.0,normal,False,307,306,306,,3775.7344833333336,8283.075308641975,0.879,3,68.140522875817,True,0.2902777777777743,17268.54621350533,99591.3310017646,400.0,0.9527446913462535,0.911706474719935,1.0,0,2,0.9527446913462535
GAS,32,10,True,1,,,False,False,1.0,normal,False,319,318,318,,3691.415938888889,9171.372839506172,0.84,1,64.60691823899371,True,4.462222222222223,17057.808724387545,99581.07747124656,400.0,0.9552156608925974,0.9167538697525035,1.0,0,2,0.9552156608925974
GAS,33,10,False,16,,,True,False,0.0,freeze,False,342,341,341,,0.0,0.0,0.96,3,58.205278592375365,False,7.482222222222223,16918.09516317559,99573.40333715352,400.0,0.9552156608925974,0.9552156608925974,0.9552156608925974,0,0,0.9552156608925974
GAS,34,10,False,671,,,True,False,0.0,freeze,False,337,336,336,,0.0,0.0,0.8,0,63.79761904761905,False,16.02,16626.98578151509,99549.67047904148,400.0,0.9552156608925974,0.9552156608925974,0.9552156608925974,0,0,0.9552156608925974
GAS,35,10,True,1,,,False,False,1.0,normal,False,316,315,315,,3751.192158333333,9421.092592592591,0.84,1,67.34285714285714,True,1.4211111111111094,17211.4244132391,99588.55171401316,400.0,0.9523613769590109,0.9131526758416231,1.0,0,3,0.9523613769590109
GAS,36,10,True,1,,,False,False,1.0,normal,False,314,313,312,,3796.502975,10726.671604938272,0.881,1,66.3076923076923,True,15.399722222222218,16648.135158442732,99551.39469403902,400.00000000000006,0.9632036381378165,0.9145431019466678,1.0,0,4,0.9632036381378165
GAS,37,10,True,1,,,False,False,1.0,normal,False,321,320,319,,3798.0240305555553,9518.981481481482,0.92,1,66.66771159874608,True,10.591111111111108,16812.09255387235,99564.76141406692,400.0,0.9627740565976866,0.9234144041431873,1.0,0,3,0.9627740565976866
