Driver,LapNumber,DriverNumber,IsAccurate,TrackStatus,PitInTime,PitOutTime,freeze_flag,yellow_flag,race_state_factor,race_state_label,thin_lap,n_raw_samples,n_in_window,n_valid_samples,error,D_lap,H_lap,max_dt_used,n_dt_gaps,mean_throttle,calibration_set,LapStartDistance,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,EstimatedEnergyIndex_end,EstimatedEnergyIndex_min,EstimatedEnergyIndex_max,n_clip_low,n_clip_high,EstimatedEnergyIndex
ALO,15,14,True,1,,,False,False,1.0,normal,False,329,328,328,,4146.015986111112,7508.499999999998,0.961,0,73.73170731707317,True,13.997222222222227,16695.95567080621,99555.29328854082,400.0,0.8085605515216556,0.7834608451374773,0.9044565953501519,0,0,0.8085605515216556
ALO,16,14,True,1,,,False,False,1.0,normal,False,318,317,317,,4037.708875,6408.26049382716,0.921,2,73.44794952681389,True,53.23861111111111,15357.956866869574,99446.2121741267,400.0,0.7391531263626384,0.7206938966659783,0.8584210979548994,0,0,0.7391531263626384
ALO,17,14,True,1,,,False,False,1.0,normal,False,322,321,321,,4074.715155555556,7258.71049382716,0.88,1,72.50467289719626,True,22.829722222222216,16394.79725693782,99530.7411773556,400.0,0.6946397842518885,0.6648889472805531,0.7880223720377574,0,0,0.6946397842518885
ALO,18,14,True,1,,,False,False,1.0,normal,False,330,329,325,,4071.536680555556,7232.333333333331,0.521,0,72.72307692307692,True,9.136666666666663,16861.684196323367,99568.8044009577,400.0,0.6494931752327571,0.6224733865863599,0.7503111077477531,0,0,0.6494931752327571
ALO,19,14,True,1,,,False,False,1.0,normal,False,323,322,322,,3699.3491722222234,6310.559876543208,0.879,2,68.0248447204969,True,10.087777777777776,16829.254520282062,99566.16055315136,400.0,0.6000683916566911,0.574778449257066,0.6747353475076303,0,0,0.6000683916566911
ALO,20,14,True,1,,,False,False,1.0,normal,False,321,320,320,,3976.167033333333,7268.250617283951,0.68,1,71.165625,True,8.491666666666664,16883.676517517262,99570.59733746656,400.0,0.5626002772167982,0.5326125505471707,0.6506602536336501,0,0,0.5626002772167982
ALO,21,14,True,1,,,False,False,1.0,normal,False,332,331,331,,3640.741975,7850.379629629629,0.96,2,65.40785498489426,True,5.521666666666668,17004.29299208212,99578.47363840844,400.0,0.5668363829694012,0.5386538686522129,0.636943716068624,0,0,0.5668363829694012
LEC,1,16,False,1,,,False,False,1.0,normal,False,346,345,345,,3860.038269444444,6108.453086419751,0.84,1,69.28405797101449,False,0.0,17283.209019026875,99592.0444273849,400.0,0.8996760318727407,0.878224022219643,1.0,0,3,0.8996760318727407
LEC,2,16,True,1,,,False,False,1.0,normal,False,326,325,313,,3694.277505555556,7010.793209876542,0.8,1,68.05431309904154,True,3.333055555555553,17114.846336296716,99583.85266277434,400.0,0.8731781574005243,0.8560771719589836,0.9485607828980953,0,0,0.8731781574005243
LEC,3,16,True,1,,,False,False,1.0,normal,False,330,329,329,,3866.775463888889,6362.024691358025,0.881,0,67.67781155015197,True,9.38027777777778,16853.377880351334,99568.12722381804,400.0,0.8139662503622462,0.7928956897519097,0.9303076784031137,0,0,0.8139662503622462
LEC,4,16,True,1,,,False,False,1.0,normal,False,323,322,322,,3992.520411111111,6231.6111111111095,0.879,1,71.22360248447205,True,20.104444444444443,16487.72002318818,99538.31675878902,400.0,0.7419519466591252,0.7401052798962764,0.8540358678243987,0,0,0.7419519466591252
LEC,5,16,True,1,,,False,False,1.0,normal,False,323,322,322,,4072.613027777778,5637.62037037037,0.92,1,71.88819875776397,True,11.64,16776.32898590157,99561.84576882256,400.0,0.6453076271443158,0.6426305969646456,0.7678548164837582,0,0,0.6453076271443158
LEC,6,16,True,1,,,False,False,1.0,normal,False,325,324,324,,4155.201252777778,6444.68827160494,0.92,0,72.48456790123457,True,16.506666666666668,16610.39209213882,99548.3176690658,400.0,0.5690420933000211,0.5470288132024512,0.6844502569186317,0,0,0.5690420933000211
LEC,7,16,True,1,,,False,False,1.0,normal,False,307,306,306,,4003.2924444444448,6007.58333333333,0.999,0,71.26797385620915,True,11.702777777777778,16774.1884757423,99561.6712625129,400.0,0.4890671801217651,0.464585790679777,0.6014146318116353,0,0,0.4890671801217651
LEC,8,16,True,1,,,False,False,1.0,normal,False,305,304,304,,3613.161822222222,7168.313580246914,0.92,3,67.97039473684211,True,8.901388888888885,16869.70637377868,99569.45841354298,400.00000000000006,0.47319456757799466,0.436003886906744,0.5206852350363922,0,0,0.47319456757799466
LEC,9,16,True,1,,,False,False,1.0,normal,False,328,327,327,,3925.659052777778,6629.546296296297,0.96,1,69.92660550458716,True,20.49111111111111,16474.53599601251,99537.24192346587,400.0,0.4185835465578883,0.4115548186904221,0.530622054379526,0,0,0.4185835465578883
LEC,10,16,True,1,,,False,False,1.0,normal,False,312,311,311,,4005.628358333333,6567.03024691358,0.92,1,73.54983922829582,True,8.468888888888891,16884.453162796293,99570.66065391518,400.0,0.35648920916567023,0.3401859907561997,0.46405032776853683,0,0,0.35648920916567023
LEC,11,16,True,1,,,False,False,1.0,normal,False,312,311,311,,4083.000988888889,5888.551851851851,0.761,1,73.94855305466238,True,7.420000000000002,16920.216730767075,99573.57629915955,400.0,0.2672263751241374,0.2606476136119477,0.39580616270593233,0,0,0.2672263751241374
LEC,12,16,False,16,,,True,False,0.0,freeze,False,422,421,421,,0.0,0.0,0.92,1,43.89311163895487,False,17.254722222222227,16584.885924621518,99546.23826423447,400.0,0.2672263751241374,0.2672263751241374,0.2672263751241374,0,0,0.2672263751241374
LEC,13,16,False,6,,,True,False,0.0,freeze,False,435,434,434,,0.0,0.0,1.0,1,41.29493087557604,False,14.023888888888884,16695.046427552716,99555.21916196682,400.0,0.2672263751241374,0.2672263751241374,0.2672263751241374,0,0,0.2672263751241374
LEC,14,16,False,671,,,True,False,0.0,freeze,False,338,337,337,,0.0,0.0,0.88,0,64.16617210682493,False,9.064166666666663,16864.156201418806,99569.00593258078,400.0,0.2672263751241374,0.2672263751241374,0.2672263751241374,0,0,0.2672263751241374
LEC,15,16,True,1,,,False,False,1.0,normal,False,316,315,315,,3847.611975,6287.601851851852,0.76,2,68.41269841269842,True,17.5575,16574.5622251808,99545.39661875874,400.0,0.2069247618365723,0.1902361002872724,0.32951973837568155,0,0,0.2069247618365723
LEC,16,16,True,1,,,False,False,1.0,normal,False,310,309,309,,3935.661236111111,6653.358024691359,1.0,2,72.2621359223301,True,7.416388888888889,16920.339857457653,99573.58633713312,400.0,0.1523977542324987,0.12627862913633406,0.25729638642515384,0,0,0.1523977542324987
LEC,17,16,True,1,,,False,False,1.0,normal,False,315,314,314,,3871.683144444444,6583.35802469136,1.0,2,71.68152866242038,True,14.83944444444444,16667.238738050008,99552.95212424504,400.0,0.09998757083071659,0.09198073941984192,0.1986306707685997,0,0,0.09998757083071659
LEC,18,16,False,126,,,True,False,0.0,freeze,False,327,326,326,,0.0,0.0,0.96,0,62.94478527607362,False,81.21166666666667,14736.421261917238,99449.5234594557,400.0,0.09998757083071659,0.09998757083071659,0.09998757083071659,0,0,0.09998757083071659
LEC,19,16,False,6,,,True,False,0.0,freeze,False,424,423,423,,0.0,0.0,0.881,2,41.11583924349882,False,10.47,16816.222033648643,99565.0980722572,400.0,0.09998757083071659,0.09998757083071659,0.09998757083071659,0,0,0.09998757083071659
LEC,20,16,False,671,,,True,False,0.0,freeze,False,352,351,351,,0.0,0.0,0.84,0,61.096866096866094,False,13.34,16718.364728491295,99557.12019972944,400.0,0.09998757083071659,0.09998757083071659,0.09998757083071659,0,0,0.09998757083071659
LEC,21,16,True,1,,,False,False,1.0,normal,False,311,310,310,,3931.966922222222,6793.874691358024,0.92,1,72.18709677419355,True,35.383333333333326,15966.761524071388,99495.8453204888,400.0,0.050244327310983224,0.028724628900881698,0.15299251624363253,0,0,0.050244327310983224
LEC,22,16,True,1,,,False,False,1.0,normal,False,309,308,308,,4112.280711111111,6049.339506172839,0.96,1,73.26623376623377,True,14.783888888888882,16669.13299482812,99553.10655460754,400.0,0.00799172869079801,0.0,0.08918881784389751,31,0,0.00799172869079801
LEC,23,16,True,1,,,False,False,1.0,normal,False,299,298,298,,3945.707502777778,6895.687037037038,1.0,2,71.13087248322148,True,19.669444444444448,16502.55205376081,99539.52594852756,400.0,0.025708884980748404,0.0,0.06364469310323384,44,0,0.025708884980748404
LEC,24,16,True,1,,,False,False,1.0,normal,False,299,298,298,,3913.390444444444,5113.3024691358005,1.0,1,71.95637583892618,True,13.942500000000004,16697.82151373265,99555.4454024479,400.0,0.010192512808667974,0.0,0.053939014100305195,59,0,0.010192512808667974
LEC,25,16,False,1,0 days 01:39:23.741000,,True,False,0.0,freeze,False,367,366,366,,0.0,0.0,0.72,0,63.32786885245902,False,54.00222222222223,15331.920307454406,99444.08952879388,400.0,0.010192512808667974,0.010192512808667974,0.010192512808667974,0,0,0.010192512808667974
LEC,26,16,False,1,,0 days 01:39:41.666000,True,False,0.0,freeze,False,335,334,334,,0.0,0.0,0.96,1,65.82934131736526,False,6.088888888888889,16975.64088789552,99577.07955695708,400.0,0.010192512808667974,0.010192512808667974,0.010192512808667974,0,0,0.010192512808667974
LEC,27,16,True,1,,,False,False,1.0,normal,False,317,316,316,,4005.185375,7000.638888888889,0.961,0,71.97151898734177,True,16.655555555555562,16605.315483973474,99547.90379569423,400.0,0.026213130566328503,0.0,0.06846442446058422,43,0,0.026213130566328503
LEC,28,16,True,1,,,False,False,1.0,normal,False,313,312,312,,3859.4909583333338,7394.989506172839,0.88,2,72.24038461538461,True,7.938611111111109,16902.533843743386,99572.13469172544,400.00000000000006,0.025795108138611467,0.0,0.07981550346570818,17,0,0.025795108138611467
LEC,29,16,True,1,,,False,False,1.0,normal,False,310,309,309,,3964.583341666667,5945.945061728395,0.84,1,70.09385113268608,True,7.067777777777781,16932.226318740315,99574.55538765794,400.0,0.0020515468110288335,0.0,0.07107830677104811,37,0,0.0020515468110288335
LEC,30,16,True,1,,,False,False,1.0,normal,False,317,316,316,,3971.00845,5644.4197530864185,0.919,0,72.13291139240506,True,1.561666666666664,17204.32452846025,99588.20626581808,400.0,0.021741038513874166,0.0,0.05802786468202909,83,0,0.021741038513874166
LEC,31,16,True,1,,,False,False,1.0,normal,False,302,301,301,,3719.946075,6178.832716049383,0.879,2,68.52491694352159,True,2.9336111111111087,17135.023479205793,99584.8343910442,400.00000000000006,0.02010012941460547,0.0,0.0693779948025472,34,0,0.02010012941460547
LEC,32,16,True,1,,,False,False,1.0,normal,False,305,304,304,,3754.4253777777776,6778.175925925925,0.68,2,67.03947368421052,True,8.24944444444445,16891.93547706984,99571.27065384714,400.0,0.028050806882936614,0.0,0.08279347574363166,29,0,0.028050806882936614
LEC,33,16,True,1,,,False,False,1.0,normal,False,318,317,317,,3875.9807,6633.099382716047,0.96,1,69.81703470031546,True,9.720000000000002,16841.794500153173,99567.18288215125,400.0,0.008007409087884436,0.0,0.10395632755409728,26,0,0.008007409087884436
LEC,34,16,False,167,,,True,False,0.0,freeze,False,358,357,357,,0.0,0.0,0.8,2,57.089635854341736,False,18.6875,16536.033042313968,99542.25550518508,400.0,0.008007409087884436,0.008007409087884436,0.008007409087884436,0,0,0.008007409087884436
LEC,35,16,True,1,,,False,False,1.0,normal,False,305,304,304,,3958.6169,7650.274691358025,0.84,0,70.93092105263158,True,14.873333333333331,16666.08324141536,99552.85792172387,400.0,0.02834428952279924,0.0,0.07295345900254703,28,0,0.02834428952279924
LEC,36,16,True,1,,,False,False,1.0,normal,False,315,314,314,,3899.749075,7582.750617283951,0.64,2,70.48726114649682,True,8.02277777777778,16899.66404472454,99571.9007297262,400.0,0.03340681924463558,0.0,0.0774817983882937,19,0,0.03340681924463558
LEC,37,16,True,1,,,False,False,1.0,normal,False,315,314,314,,4053.086830555555,6640.134567901236,0.92,0,73.69745222929936,True,22.6,16402.63000871532,99531.3797469046,400.0,0.008477626670649205,0.0,0.09732434397501401,26,0,0.008477626670649205
LEC,38,16,True,1,,,False,False,1.0,normal,False,308,307,307,,3828.056330555556,7145.339506172838,0.8,1,68.78175895765472,True,23.33305555555555,16377.635290528116,99529.34203827116,400.0,0.02380747021999191,0.0,0.08685149324924196,32,0,0.02380747021999191
LEC,39,16,True,1,,,False,False,1.0,normal,False,315,314,314,,3851.849783333333,6392.98148148148,0.92,0,68.38853503184713,True,1.20527777777777,17222.32680547857,99589.08217497676,400.0,0.022567349776886535,0.0,0.06328086704709973,40,0,0.022567349776886535
LEC,40,16,True,1,,,False,False,1.0,normal,False,313,312,312,,3960.127736111111,5277.230864197532,0.92,1,70.25641025641026,True,7.423888888888893,16920.084132792606,99573.56548903418,400.0,0.013919456198766528,0.0,0.05666199974358756,62,0,0.013919456198766528
LEC,41,16,True,1,,,False,False,1.0,normal,False,326,325,325,,3930.5240138888894,5914.896913580249,0.84,0,69.67076923076922,True,20.064444444444444,16489.083888068428,99538.42794865005,400.0,0.002767923500980346,0.0,0.07440946837588548,50,0,0.002767923500980346
LEC,42,16,True,1,,,False,False,1.0,normal,False,314,313,313,,4019.466330555556,5931.425308641975,0.8,1,72.93290734824281,True,0.1263888888888864,17276.824735283048,99591.73379709088,400.0,0.0211997603697499,0.0,0.058437517095394624,79,0,0.0211997603697499
LEC,43,16,True,1,,,False,False,1.0,normal,False,314,313,313,,3989.71575,5670.394444444444,1.0,0,71.15015974440895,True,6.333333333333337,16963.293262193165,99576.47877748735,400.0,0.009841317379946722,0.0,0.06827537634037358,55,0,0.009841317379946722
LEC,44,16,True,1,,,False,False,1.0,normal,False,310,309,309,,3826.961027777778,6463.806790123457,0.48,1,69.01618122977347,True,52.13499999999999,15395.5862777668,99449.27993327816,400.0,0.01246265105562777,0.0,0.06241247055035991,37,0,0.01246265105562777
LEC,45,16,True,1,,,False,False,1.0,normal,False,308,307,307,,3945.097405555556,7095.217901234566,0.48,0,70.53420195439739,True,2.95999999999999,17133.69049688565,99584.76953416962,400.0,0.0166732232443006,0.0,0.08567291150388193,32,0,0.0166732232443006
LEC,46,16,True,1,,,False,False,1.0,normal,False,305,304,304,,3921.998041666667,6541.408024691358,0.92,2,70.68092105263158,True,16.217777777777776,16620.24222738501,99549.12070695093,400.0,0.006395951281192333,0.0,0.08122321205697296,33,0,0.006395951281192333
LEC,47,16,True,1,,,False,False,1.0,normal,False,306,305,305,,3828.786797222222,6126.341975308642,0.999,1,67.67213114754098,True,15.349444444444444,16649.849460826925,99551.53445351707,400.0,0.004796725135765716,0.0,0.07449121955630422,41,0,0.004796725135765716
LEC,48,16,True,1,,,False,False,1.0,normal,False,314,313,313,,3965.288819444445,6808.545061728397,0.52,0,71.61661341853035,True,15.998333333333337,16627.724541658557,99549.73070688288,400.0,0.018757744735251877,0.0,0.07339235702776041,45,0,0.018757744735251877
LEC,49,16,True,1,,,False,False,1.0,normal,False,307,306,306,,3908.6468777777777,6685.801851851854,1.0,1,69.4673202614379,True,21.18,16451.047211963905,99535.32698697064,400.0,0.0,0.0,0.08752056193431838,23,0,0.0
LEC,50,16,True,1,,,False,False,1.0,normal,False,297,296,296,,3721.9971555555553,6673.253086419752,0.681,2,67.66216216216216,True,24.469444444444434,16338.8882681318,99526.18316520582,400.0,0.029780877617161486,0.0,0.06712975890052823,45,0,0.029780877617161486
LEC,51,16,True,1,,,False,False,1.0,normal,False,309,308,308,,3998.43795,7076.084567901235,0.8,0,71.71103896103897,True,17.303333333333327,16583.22844994067,99546.10313766726,400.0,0.011604961246066204,0.0,0.1033849915722075,21,0,0.011604961246066204
LEC,52,16,True,1,,,False,False,1.0,normal,False,303,302,302,,3896.892638888889,6759.6111111111095,0.96,2,71.50993377483444,True,11.58,16778.37478322193,99562.01255361408,400.0,0.026165169121699743,0.0,0.07400069332974112,45,0,0.026165169121699743
LEC,53,16,True,1,,,False,False,1.0,normal,False,299,298,298,,3991.994061111111,6406.851851851852,0.961,0,69.57718120805369,True,11.040000000000004,16796.786959105197,99563.51361673776,400.00000000000006,0.010277292145796372,0.0,0.07451463557471617,35,0,0.010277292145796372
LEC,54,16,True,1,,,False,False,1.0,normal,False,308,307,307,,3894.228236111111,6770.401851851852,0.879,2,70.08794788273616,True,9.527777777777782,16848.348628605447,99567.71721120556,400.0,0.016028209647868313,0.0,0.06809947769888977,36,0,0.016028209647868313
LEC,55,16,True,1,,,False,False,1.0,normal,False,309,308,308,,3928.8205361111113,7097.028395061729,0.959,0,69.71753246753246,True,9.253055555555555,16857.715728373216,99568.48086934822,400.0,0.021212235736220164,0.0,0.08232801526565323,34,0,0.021212235736220164
LEC,56,16,True,1,,,False,False,1.0,normal,False,316,315,315,,3766.703955555556,6556.939506172839,0.96,1,68.73968253968253,True,0.5069444444444429,17257.601727087338,99590.79849268917,400.0,0.034454816201563224,0.0,0.07115511685255739,46,0,0.034454816201563224
LEC,57,16,True,1,,,False,False,1.0,normal,False,320,319,319,,3905.192191666667,7090.41851851852,0.64,0,68.38557993730407,True,9.916666666666671,16835.088831158653,99566.63619866793,400.0,0.033295503373005485,0.0,0.09838199823100498,32,0,0.033295503373005485
LEC,58,16,True,1,,,False,False,1.0,normal,False,299,298,298,,3578.3977472222223,7421.940740740742,0.88,3,67.01677852348993,True,8.407777777777772,16886.536845252216,99570.83052731396,400.0,0.03916034041870584,0.0,0.09699922212030422,10,0,0.03916034041870584
STR,1,18,False,1,,,False,False,1.0,normal,False,387,386,385,,3746.894561111111,6839.164197530863,0.84,1,59.41298701298701,False,0.0,17283.209019026875,99592.0444273849,400.0,0.9537236707561008,0.9136755714231959,1.0,0,1,0.9537236707561008
STR,2,18,True,1,,,False,False,1.0,normal,False,342,341,338,,3725.115086111111,7277.586419753086,0.881,1,65.57988165680473,True,9.877777777777776,16836.414810903334,99566.74429992167,400.00000000000006,0.9203441903627274,0.9069161628583977,1.0,0,1,0.9203441903627274
STR,3,18,True,1,,,False,False,1.0,normal,False,335,334,333,,3730.077644444445,9244.846296296297,0.8,1,64.63663663663664,True,8.875277777777779,16870.596674464392,99569.53099581336,400.0,0.963439400770287,0.9084483689982027,0.999243697195869,0,0,0.963439400770287
STR,4,18,True,1,,,False,False,1.0,normal,False,339,338,338,,3786.056944444445,7215.712345679012,0.879,1,66.50295857988165,True,7.537777777777784,16916.200906397473,99573.248906791,400.0,0.8851538842803911,0.8851538842803911,1.0,0,2,0.8851538842803911
STR,5,18,True,1,,,False,False,1.0,normal,False,340,339,339,,3951.526541666666,8328.414197530868,0.92,0,67.01769911504425,True,10.995833333333334,16798.292893243794,99563.63638887597,400.0,0.883557109108121,0.8607419550899889,0.9620136508533604,0,0,0.883557109108121
STR,6,18,True,1,,,False,False,1.0,normal,False,336,335,335,,3883.8546916666655,7261.058641975308,0.92,0,66.70746268656717,True,18.551111111111112,16540.68344270424,99542.63463172509,400.0,0.8521683373200459,0.8374951815592805,0.9478258568589407,0,0,0.8521683373200459
STR,7,18,True,1,,,False,False,1.0,normal,False,316,315,315,,3968.369941666667,9084.888888888889,0.999,0,68.01269841269841,True,11.817777777777778,16770.267364211602,99561.35159166247,400.0,0.873813764612922,0.8392269331484168,0.9394541445978073,0,0,0.873813764612922
STR,8,18,True,1,,,False,False,1.0,normal,False,322,321,321,,3831.264058333334,7780.35,0.72,3,70.27414330218069,True,24.675,16331.87951805278,99525.6117728645,400.0,0.862765934793063,0.8253648508127542,0.9458361511222197,0,0,0.862765934793063
STR,9,18,True,1,,,False,False,1.0,normal,False,329,328,326,,3996.583980555555,7499.851851851852,0.96,2,71.9601226993865,True,2.6355555555555537,17150.079163726954,99585.5669323749,400.0,0.8313703033702251,0.8036779645368531,0.9148599495701556,0,0,0.8313703033702251
STR,10,18,True,1,,,False,False,1.0,normal,False,329,328,328,,4146.270208333332,7795.164197530865,0.92,0,72.89024390243902,True,3.233333333333336,17119.88360632756,99584.09775348984,400.0,0.7992636722925913,0.7746488748539488,0.8951759181359633,0,0,0.7992636722925913
STR,11,18,False,16,0 days 01:18:54.258000,,True,False,0.0,freeze,False,486,485,485,,0.0,0.0,0.92,2,43.88865979381443,False,14.880555555555558,16665.8369880342,99552.83784577675,400.0,0.7992636722925913,0.7992636722925913,0.7992636722925913,0,0,0.7992636722925913
STR,12,18,False,6,,0 days 01:19:31.102000,True,False,0.0,freeze,False,449,448,448,,0.0,0.0,1.0,0,49.59151785714285,False,2.111111111111112,17176.57043341564,99586.85587741906,400.0,0.7992636722925913,0.7992636722925913,0.7992636722925913,0,0,0.7992636722925913
STR,13,18,False,671,,,True,False,0.0,freeze,False,368,367,367,,0.0,0.0,0.88,1,56.26430517711172,False,19.0,16525.37784793708,99541.38683439592,400.0,0.7992636722925913,0.7992636722925913,0.7992636722925913,0,0,0.7992636722925913
STR,14,18,True,1,,,False,False,1.0,normal,False,329,328,328,,4134.991083333333,7125.498148148148,0.76,2,72.54573170731707,True,17.843055555555555,16564.825745341295,99544.6028466954,400.0,0.7463337037557718,0.7348330046044574,0.8540683959239812,0,0,0.7463337037557718
STR,15,18,True,1,,,False,False,1.0,normal,False,324,323,323,,4172.227352777778,6874.913580246914,1.0,1,73.44272445820434,True,33.4125,16033.96028327497,99501.3237375992,400.0,0.6827774376298155,0.6630279617454848,0.781488184546716,0,0,0.6827774376298155
STR,16,18,True,1,,,False,False,1.0,normal,False,326,325,325,,4113.218538888888,7458.736419753086,1.0,2,72.13230769230769,True,27.5125,16235.13035311063,99517.7242420988,400.0,0.6420818380208029,0.6167608443018715,0.7484023445571761,0,0,0.6420818380208029
STR,17,18,False,126,,,True,False,0.0,freeze,False,330,329,329,,0.0,0.0,0.96,1,69.4984802431611,False,10.72361111111112,16807.57475145655,99564.39309765233,400.0,0.6420818380208029,0.6420818380208029,0.6420818380208029,0,0,0.6420818380208029
STR,18,18,False,6,,,True,False,0.0,freeze,False,423,422,422,,0.0,0.0,0.881,2,41.459715639810426,False,10.88472222222222,16802.08140680002,99563.945249601,400.0,0.6420818380208029,0.6420818380208029,0.6420818380208029,0,0,0.6420818380208029
STR,19,18,False,671,,,True,False,0.0,freeze,False,377,376,376,,0.0,0.0,0.84,0,52.95212765957447,False,11.575555555555557,16778.52632376418,99562.02490804308,400.00000000000006,0.6420818380208029,0.6420818380208029,0.6420818380208029,0,0,0.6420818380208029
STR,20,18,True,1,,,False,False,1.0,normal,False,330,329,325,,3747.771913888889,7157.656172839506,0.96,1,67.75692307692307,True,2.179166666666667,17173.132742168964,99586.68861495303,400.0,0.6166624651136318,0.5836503280472705,0.6819654842198521,0,0,0.6166624651136318
STR,21,18,True,1,,,False,False,1.0,normal,False,321,320,319,,3937.115319444444,7048.8549382716055,1.0,1,69.12852664576802,True,12.966666666666669,16731.094134040217,99558.15797176555,400.0,0.5747894874276772,0.5384547190401289,0.6674994775503564,0,0,0.5747894874276772
STR,22,18,True,1,,,False,False,1.0,normal,False,312,311,311,,3936.534561111112,7126.154320987655,1.0,2,69.86173633440515,True,4.405277777777773,17060.685159920482,99581.21742555486,400.0,0.5354488600941454,0.5118558342796047,0.6235883680920806,0,0,0.5354488600941454
STR,23,18,True,1,,,False,False,1.0,normal,False,323,322,322,,4198.243430555556,6676.589506172839,1.0,1,73.38509316770187,True,7.311111111111117,16923.929474052176,99573.87898267012,400.0,0.46371862937189956,0.4414300975559438,0.5869201421892402,0,0,0.46371862937189956
STR,24,18,True,1,,,False,False,1.0,normal,False,324,323,323,,4185.254580555556,6375.63950617284,0.681,0,74.28792569659443,True,49.52333333333333,15484.63528890592,99456.53970462024,400.0,0.38317180337686996,0.3570114490764974,0.5068871399247038,0,0,0.38317180337686996
STR,25,18,True,1,,,False,False,1.0,normal,False,334,333,333,,3824.949558333333,5078.216049382716,0.96,1,68.1951951951952,True,8.46111111111111,16884.718358745227,99570.68227416593,400.0,0.2854209673020453,0.27429623579182716,0.4130858279836723,0,0,0.2854209673020453
STR,26,18,False,1,0 days 01:42:46.531000,,True,False,0.0,freeze,False,453,452,452,,0.0,0.0,0.961,1,51.796460176991154,False,5.460555555555551,17007.37989850771,99578.62383327588,400.00000000000006,0.2854209673020453,0.2854209673020453,0.2854209673020453,0,0,0.2854209673020453
STR,27,18,False,1,,0 days 01:43:19.975000,True,False,0.0,freeze,False,361,360,359,,0.0,0.0,0.88,2,59.86908077994429,False,0.0666666666666682,17279.841484744415,99591.8805784386,400.0,0.2854209673020453,0.2854209673020453,0.2854209673020453,0,0,0.2854209673020453
STR,28,18,True,1,,,False,False,1.0,normal,False,329,328,328,,4258.415461111112,5934.470987654322,0.919,0,73.98475609756098,True,10.26805555555556,16823.107657037082,99565.65942662496,400.00000000000006,0.1856460401193963,0.16676746620904928,0.3110637753813517,0,0,0.1856460401193963
STR,29,18,True,1,,,False,False,1.0,normal,False,318,317,317,,4061.638713888889,6443.108024691357,0.879,2,74.0031545741325,True,7.744722222222222,16909.144799899004,99572.67365369062,400.0,0.11572628242139688,0.08678901498792184,0.22861234165983846,0,0,0.11572628242139688
STR,30,18,True,1,,,False,False,1.0,normal,False,322,321,321,,3890.185991666666,7146.97962962963,0.68,1,69.60747663551402,True,12.310555555555558,16753.465306589736,99559.98179434694,400.0,0.08022598498202307,0.03440384208110357,0.1575698336264913,0,0,0.08022598498202307
STR,31,18,True,1,,,False,False,1.0,normal,False,326,325,325,,4051.5939805555554,7471.26851851852,0.96,2,73.27692307692308,True,17.693333333333328,16569.930767358313,99545.01903652238,400.0,0.04414768417223634,0.013042118113934255,0.14629556266421226,0,0,0.04414768417223634
STR,32,18,False,167,,,True,False,0.0,freeze,False,373,372,372,,0.0,0.0,0.8,2,52.11559139784946,False,2.518333333333329,17156.00041150695,99585.8550334388,400.0,0.04414768417223634,0.04414768417223634,0.04414768417223634,0,0,0.04414768417223634
STR,33,18,True,1,,,False,False,1.0,normal,False,320,319,319,,4271.137180555556,7156.9604938271605,0.84,0,74.72100313479623,True,6.728888888888887,16943.78128508681,99575.4974128693,400.0,0.021423439264837075,0.0,0.09475797795518237,28,0,0.021423439264837075
STR,35,18,False,1,,0 days 02:13:20.515000,True,False,0.0,freeze,False,346,345,345,,0.0,0.0,0.681,2,62.70434782608696,False,3.457222222222222,17108.574303695634,99583.54749411187,400.00000000000006,0.021423439264837075,0.021423439264837075,0.021423439264837075,0,0,0.021423439264837075
STR,36,18,True,1,,,False,False,1.0,normal,False,314,313,313,,4250.945269444444,7273.025308641974,0.8,2,75.51437699680511,True,19.571111111111115,16505.904888258072,99539.7992902692,400.0,0.01674780658301404,0.0,0.08319919175312285,36,0,0.01674780658301404
STR,37,18,True,1,,,False,False,1.0,normal,False,314,313,312,,4198.575861111111,6153.867283950618,0.96,0,75.0673076923077,True,111.46888888888888,14397.520890749527,99534.45165869808,400.0,0.010169521008436221,0.0,0.05969051035545382,56,0,0.010169521008436221
STR,38,18,True,1,,,False,False,1.0,normal,False,320,319,319,,4203.3289888888885,8022.235185185185,0.961,0,73.32288401253919,True,15.239999999999997,16653.581146679808,99551.83868133128,400.0,0.028886399039816067,0.0,0.07471943854612077,33,0,0.028886399039816067
STR,39,18,False,1,0 days 02:20:37.402000,,True,False,0.0,freeze,False,391,390,390,,0.0,0.0,0.959,2,56.93333333333333,False,20.81777777777777,16463.397766157206,99536.33387293426,400.0,0.028886399039816067,0.028886399039816067,0.028886399039816067,0,0,0.028886399039816067
STR,40,18,False,1,,0 days 02:21:00.243000,True,False,0.0,freeze,False,348,347,347,,0.0,0.0,0.96,1,68.60806916426513,False,4.666666666666669,17047.481619254668,99580.57500114462,400.00000000000006,0.028886399039816067,0.028886399039816067,0.028886399039816067,0,0,0.028886399039816067
STR,41,18,True,1,,,False,False,1.0,normal,False,327,326,326,,4296.58625,7205.545679012346,0.76,0,75.49079754601227,True,16.467777777777787,16611.718071883493,99548.42577031956,400.0,0.019251855742714933,0.0,0.08400269191056213,40,0,0.019251855742714933
