event_id,race_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,swap_distance_delay_any_s,swap_ahead_delay_any_s,actual_swap_delay_s,pass_after_horizon,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,horizon_s_effective,audit_horizon_s,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
australia_2026_R_00001,australia_2026_R,RUS,LEC,2026-03-08 04:04:59.732,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon; the pair did swap 41.6 s after t0, outside it",58.44805555555557,41.4,-58.58083333333343,False,6.477777777777646,False,False,,,41.64,41.64,41.64,True,282.0,,True,False,2026-03-08 04:05:29.732,30.0,120.0,False,False,False
australia_2026_R_00002,australia_2026_R,HAD,HAM,2026-03-08 04:05:03.132,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",62.8736111111111,37.28,-62.841388888888105,False,10.0,False,False,,,,,,False,298.0,-32.318229166665965,True,False,2026-03-08 04:05:33.132,30.0,120.0,False,False,False
australia_2026_R_00003,australia_2026_R,NOR,LIN,2026-03-08 04:05:03.372,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,28.305,15.92,-28.922222222222445,False,4.888888888888914,True,True,2026-03-08 04:05:19.532,16.16,16.16,16.16,16.16,False,282.0,,True,False,2026-03-08 04:05:33.372,30.0,120.0,False,False,False
australia_2026_R_00004,australia_2026_R,LIN,HAD,2026-03-08 04:05:03.772,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon; the pair did swap 44.8 s after t0, outside it",10.25500000000001,15.52,-10.20333333333383,False,3.866666666666731,False,False,,,44.8,44.8,44.8,True,308.0,-25.62500000000009,True,False,2026-03-08 04:05:33.772,30.0,120.0,False,False,False
australia_2026_R_00005,australia_2026_R,ANT,NOR,2026-03-08 04:05:04.212,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",40.726666666666674,49.44,-40.02999999999975,False,11.266666666666652,False,False,,,,,,False,291.0,,True,False,2026-03-08 04:05:34.212,30.0,120.0,False,False,False
australia_2026_R_00006,australia_2026_R,OCO,ANT,2026-03-08 04:05:04.452,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon; the pair did swap 60.9 s after t0, outside it",45.40944444444444,15.68,-45.57277777777836,False,6.266666666666708,False,False,,,60.92,60.92,60.92,True,296.0,-238.14705882354968,True,False,2026-03-08 04:05:34.452,30.0,120.0,False,False,False
australia_2026_R_00007,australia_2026_R,GAS,OCO,2026-03-08 04:05:05.172,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,36.21944444444445,15.76,-35.641666666666424,False,6.611111111111114,True,True,2026-03-08 04:05:21.252,16.08,16.08,16.08,16.08,False,284.0,10.93214285714394,True,False,2026-03-08 04:05:35.172,30.0,120.0,False,False,False
australia_2026_R_00008,australia_2026_R,ALO,GAS,2026-03-08 04:05:05.452,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",22.405,15.48,-22.9827777777773,False,5.066666666666833,False,False,,,,,,False,292.0,,True,False,2026-03-08 04:05:35.452,30.0,120.0,False,False,False
australia_2026_R_00009,australia_2026_R,BOR,ALO,2026-03-08 04:05:05.612,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,40.38666666666666,16.32,-40.23250000000007,False,12.52222222222224,True,True,2026-03-08 04:05:22.412,16.8,16.8,16.8,16.8,False,301.0,,True,False,2026-03-08 04:05:35.612,30.0,120.0,False,False,False
australia_2026_R_00010,australia_2026_R,ALB,BOR,2026-03-08 04:05:06.212,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",52.498333333333335,3.88,-52.14416666666693,False,9.800000000000011,False,False,,,,,,False,303.0,-46.6184210526355,True,False,2026-03-08 04:05:36.212,30.0,120.0,False,False,False
australia_2026_R_00011,australia_2026_R,BOT,SAI,2026-03-08 04:05:07.612,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",75.68611111111113,17.84,-74.79583333333358,False,9.600000000000025,False,False,,,,,,False,293.0,,True,False,2026-03-08 04:05:37.612,30.0,120.0,False,False,False
australia_2026_R_00012,australia_2026_R,VER,BOT,2026-03-08 04:05:08.291,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,39.809166666666655,17.161,-40.59722222222263,False,7.466666666666669,True,True,2026-03-08 04:05:25.612,17.321,17.321,17.321,17.321,False,304.0,,True,False,2026-03-08 04:05:38.291,30.0,120.0,False,False,False
australia_2026_R_00013,australia_2026_R,COL,VER,2026-03-08 04:05:08.451,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",20.827777777777783,17.001,-20.839722222222008,False,11.555555555555486,False,False,,,,,,False,283.0,,True,False,2026-03-08 04:05:38.451,30.0,120.0,False,False,False
australia_2026_R_00014,australia_2026_R,LAW,COL,2026-03-08 04:05:08.972,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon; the pair did swap 50.9 s after t0, outside it",48.06583333333333,56.88,-47.8774999999996,False,5.999999999999943,False,False,,,50.92,50.92,50.92,True,298.0,,True,False,2026-03-08 04:05:38.972,30.0,120.0,False,False,False
australia_2026_R_00015,australia_2026_R,PER,LAW,2026-03-08 04:05:09.532,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",28.261111111111106,60.92,-28.293611111111204,False,9.500000000000057,False,False,,,,,,False,293.0,,True,False,2026-03-08 04:05:39.532,30.0,120.0,False,False,False
