event_id,race_id,circuit,overtake_success,model,p_hat,fold,error_tag
china_2026_R_00153,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.0651398823025795,china_2026_R,false_negative
china_2026_R_00154,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.23476451079166374,china_2026_R,other
china_2026_R_00155,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.038801895144776576,china_2026_R,true_negative
china_2026_R_00156,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3690577441816468,china_2026_R,other
china_2026_R_00157,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.4859987588341715,china_2026_R,other
china_2026_R_00158,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.046922239495911865,china_2026_R,true_negative
china_2026_R_00159,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.19731032415157146,china_2026_R,true_negative
china_2026_R_00160,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6505861709752244,china_2026_R,false_positive
china_2026_R_00161,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.03173331981950755,china_2026_R,false_negative
china_2026_R_00162,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7922107943624923,china_2026_R,true_positive
china_2026_R_00163,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.186024861679283,china_2026_R,true_negative
china_2026_R_00164,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.31426261970305547,china_2026_R,other
china_2026_R_00165,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.1714973755249653,china_2026_R,false_negative
china_2026_R_00166,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9488353706554962,china_2026_R,true_positive
china_2026_R_00167,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5617259212484739,china_2026_R,true_positive
china_2026_R_00168,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.06514840736234379,china_2026_R,true_negative
china_2026_R_00169,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9499726192625005,china_2026_R,true_positive
china_2026_R_00170,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.3681401423403927,china_2026_R,other
china_2026_R_00171,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.46144726332984193,china_2026_R,other
china_2026_R_00172,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7086636695455291,china_2026_R,true_positive
china_2026_R_00173,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.9184237139260651,china_2026_R,false_positive
china_2026_R_00174,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.21453897681621759,china_2026_R,other
china_2026_R_00175,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.15866232175754721,china_2026_R,true_negative
china_2026_R_00176,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7444830918127985,china_2026_R,true_positive
china_2026_R_00177,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.3867685484469166,china_2026_R,other
china_2026_R_00178,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8672314114951416,china_2026_R,true_positive
china_2026_R_00179,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.17869900683626708,china_2026_R,false_negative
china_2026_R_00180,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.474617455999695,china_2026_R,other
china_2026_R_00181,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6050630091506588,china_2026_R,true_positive
china_2026_R_00182,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8656905458361198,china_2026_R,true_positive
china_2026_R_00183,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8951563841718665,china_2026_R,true_positive
china_2026_R_00184,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8193581315818343,china_2026_R,true_positive
china_2026_R_00185,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7523231618827152,china_2026_R,true_positive
china_2026_R_00187,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9660333967883741,china_2026_R,true_positive
china_2026_R_00188,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8364692161046406,china_2026_R,true_positive
china_2026_R_00189,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.33568983551098636,china_2026_R,other
china_2026_R_00190,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7744251680097868,china_2026_R,true_positive
china_2026_R_00191,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7367813006501387,china_2026_R,true_positive
china_2026_R_00193,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.5385564496408716,china_2026_R,false_positive
china_2026_R_00194,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.949949845768603,china_2026_R,true_positive
china_2026_R_00197,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.15799530727738126,china_2026_R,true_negative
china_2026_R_00198,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.12752895942225687,china_2026_R,true_negative
china_2026_R_00199,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9166492580264071,china_2026_R,true_positive
china_2026_R_00200,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11228858420735903,china_2026_R,true_negative
china_2026_R_00201,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11876125132665301,china_2026_R,true_negative
china_2026_R_00202,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9283836821973217,china_2026_R,true_positive
china_2026_R_00203,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11933220799620306,china_2026_R,true_negative
china_2026_R_00204,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.32425746302276276,china_2026_R,other
china_2026_R_00205,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.2052718677323512,china_2026_R,other
china_2026_R_00206,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.5924936577710714,china_2026_R,false_positive
china_2026_R_00207,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.13114632353022188,china_2026_R,true_negative
china_2026_R_00209,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.2248443368973432,china_2026_R,other
china_2026_R_00210,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.0400343840455569,china_2026_R,true_negative
china_2026_R_00211,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.426024505378762,china_2026_R,other
china_2026_R_00212,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.7112388786941772,china_2026_R,false_positive
china_2026_R_00214,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.08151221851770246,china_2026_R,true_negative
china_2026_R_00215,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8623691178570688,china_2026_R,true_positive
china_2026_R_00216,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.11551490340909713,china_2026_R,false_negative
china_2026_R_00217,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.02698094835032535,china_2026_R,true_negative
china_2026_R_00218,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.09338294865173095,china_2026_R,true_negative
china_2026_R_00219,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8239281502066329,china_2026_R,true_positive
china_2026_R_00220,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8351078036990273,china_2026_R,true_positive
china_2026_R_00221,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7973709640754688,china_2026_R,true_positive
china_2026_R_00222,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6407535777338415,china_2026_R,true_positive
china_2026_R_00223,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.07602299674057499,china_2026_R,true_negative
china_2026_R_00224,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.32986877647718793,china_2026_R,other
china_2026_R_00225,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.06607039918901748,china_2026_R,false_negative
china_2026_R_00226,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.5454216457849209,china_2026_R,false_positive
china_2026_R_00227,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.06741034825145228,china_2026_R,true_negative
china_2026_R_00229,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6030026049571143,china_2026_R,true_positive
china_2026_R_00230,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.14311793157944447,china_2026_R,false_negative
china_2026_R_00231,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.8902944721749552,china_2026_R,false_positive
china_2026_R_00232,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.2514063029265074,china_2026_R,other
china_2026_R_00233,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8263203054075193,china_2026_R,true_positive
china_2026_R_00234,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.4489724543847624,china_2026_R,other
china_2026_R_00235,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8972883842267009,china_2026_R,true_positive
china_2026_R_00236,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9302846878698298,china_2026_R,true_positive
china_2026_R_00237,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9355948623101819,china_2026_R,true_positive
china_2026_R_00238,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.415598252355239,china_2026_R,other
china_2026_R_00240,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9262666504608478,china_2026_R,true_positive
china_2026_R_00241,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.24176206476796788,china_2026_R,other
china_2026_R_00242,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6357844533139095,china_2026_R,false_positive
china_2026_R_00244,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.027277304705415308,china_2026_R,true_negative
china_2026_R_00245,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.3524381885785742,china_2026_R,other
china_2026_R_00246,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3091629270644983,china_2026_R,other
china_2026_R_00247,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.9111603718865284,china_2026_R,false_positive
china_2026_R_00248,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.90707898661439,china_2026_R,false_positive
china_2026_R_00249,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8058212412787054,china_2026_R,true_positive
china_2026_R_00251,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.517505441190709,china_2026_R,true_positive
china_2026_R_00252,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.38038196384363443,china_2026_R,other
china_2026_R_00253,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8721634766939571,china_2026_R,true_positive
china_2026_R_00254,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.22842750467096828,china_2026_R,other
china_2026_R_00256,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6453289051935422,china_2026_R,false_positive
china_2026_R_00257,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9339749348048045,china_2026_R,true_positive
china_2026_R_00260,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.08288087167155987,china_2026_R,false_negative
china_2026_R_00261,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.4094365884564632,china_2026_R,other
china_2026_R_00262,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8658231515964825,china_2026_R,true_positive
china_2026_R_00263,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.021717552903648893,china_2026_R,true_negative
china_2026_R_00264,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.057837533834898376,china_2026_R,true_negative
china_2026_R_00265,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.32870303200642953,china_2026_R,other
china_2026_R_00266,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.18959457721416367,china_2026_R,true_negative
china_2026_R_00267,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.17831880584123602,china_2026_R,true_negative
china_2026_R_00268,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.09545791678671409,china_2026_R,true_negative
china_2026_R_00269,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.1326091664109819,china_2026_R,true_negative
china_2026_R_00270,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8024177308150957,china_2026_R,true_positive
china_2026_R_00271,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.03442399260975751,china_2026_R,true_negative
china_2026_R_00272,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8019682923958494,china_2026_R,true_positive
china_2026_R_00273,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.24937511032679283,china_2026_R,other
china_2026_R_00274,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.443406496453491,china_2026_R,other
china_2026_R_00275,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8658231515964825,china_2026_R,true_positive
china_2026_R_00276,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6694602216924239,china_2026_R,true_positive
china_2026_R_00277,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8872694254472299,china_2026_R,true_positive
china_2026_R_00278,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.1281645405392246,china_2026_R,true_negative
china_2026_R_00279,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.04523985550758205,china_2026_R,true_negative
china_2026_R_00280,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.2693266899475299,china_2026_R,other
china_2026_R_00281,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7719986812960229,china_2026_R,true_positive
china_2026_R_00282,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.22387542315775072,china_2026_R,other
china_2026_R_00283,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.451596121276885,china_2026_R,other
china_2026_R_00284,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5226006462085341,china_2026_R,true_positive
china_2026_R_00285,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8806073173254588,china_2026_R,true_positive
china_2026_R_00286,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.14603707186961717,china_2026_R,true_negative
china_2026_R_00287,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.023955834582169346,china_2026_R,true_negative
china_2026_R_00288,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8849092608185741,china_2026_R,true_positive
china_2026_R_00289,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.14201016687412776,china_2026_R,true_negative
china_2026_R_00290,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.15356985925852373,china_2026_R,true_negative
china_2026_R_00291,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.4990540465277947,china_2026_R,other
china_2026_R_00292,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.14754072777768887,china_2026_R,true_negative
china_2026_R_00293,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.108018858937342,china_2026_R,false_negative
china_2026_R_00294,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8023678892632325,china_2026_R,true_positive
china_2026_R_00295,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.16109277154680432,china_2026_R,false_negative
china_2026_R_00296,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8601960111840534,china_2026_R,true_positive
china_2026_R_00297,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.31186031086976856,china_2026_R,other
china_2026_R_00298,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9306195920421136,china_2026_R,true_positive
china_2026_R_00299,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9461787155185787,china_2026_R,true_positive
china_2026_R_00300,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.752492785546168,china_2026_R,false_positive
china_2026_R_00301,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.15720546928925877,china_2026_R,false_negative
china_2026_R_00302,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6803782125913559,china_2026_R,false_positive
china_2026_R_00303,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.8819163444538455,china_2026_R,false_positive
china_2026_R_00304,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6984628097626285,china_2026_R,false_positive
china_2026_R_00305,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.08335827329493335,china_2026_R,false_negative
china_2026_R_00306,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.08549224231808765,china_2026_R,true_negative
china_2026_R_00308,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3854635311902049,china_2026_R,other
china_2026_R_00309,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8142241125834409,china_2026_R,true_positive
china_2026_R_00310,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.02173998522394083,china_2026_R,true_negative
china_2026_R_00311,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.02059173097987627,china_2026_R,true_negative
china_2026_R_00312,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.1451674604812302,china_2026_R,true_negative
china_2026_R_00313,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.46271909167886915,china_2026_R,other
china_2026_R_00314,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.025058251180263915,china_2026_R,true_negative
china_2026_R_00315,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.09956571602762707,china_2026_R,true_negative
china_2026_R_00316,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.13612030936961456,china_2026_R,true_negative
china_2026_R_00317,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11347686148828756,china_2026_R,true_negative
china_2026_R_00318,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.4056055542850658,china_2026_R,other
china_2026_R_00319,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3393496585431603,china_2026_R,other
china_2026_R_00320,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.21189740895794063,china_2026_R,other
china_2026_R_00321,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.5552478750420031,china_2026_R,false_positive
china_2026_R_00322,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.015618679027003384,china_2026_R,true_negative
china_2026_R_00323,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.4627819965368252,china_2026_R,other
china_2026_R_00324,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.03188758432047839,china_2026_R,true_negative
china_2026_R_00325,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.30818509446844183,china_2026_R,other
china_2026_R_00326,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7481551778280654,china_2026_R,true_positive
china_2026_R_00327,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.02166435813477642,china_2026_R,false_negative
china_2026_R_00328,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.22497683046927952,china_2026_R,other
china_2026_R_00329,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5888735993867581,china_2026_R,true_positive
china_2026_R_00330,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.775011078018383,china_2026_R,true_positive
china_2026_R_00331,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.08271710284342715,china_2026_R,false_negative
china_2026_R_00332,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.19168841413171142,china_2026_R,true_negative
china_2026_R_00333,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.7820640290797167,china_2026_R,false_positive
china_2026_R_00334,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.25178067634060125,china_2026_R,other
china_2026_R_00335,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.19440220818500648,china_2026_R,true_negative
china_2026_R_00336,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.48457724833603694,china_2026_R,other
china_2026_R_00337,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9022938905033032,china_2026_R,true_positive
china_2026_R_00338,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.10951169171906984,china_2026_R,true_negative
china_2026_R_00339,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9457110960689813,china_2026_R,true_positive
china_2026_R_00340,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.5074822639022676,china_2026_R,false_positive
china_2026_R_00341,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.4437366676761905,china_2026_R,other
china_2026_R_00342,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6040992175268247,china_2026_R,true_positive
china_2026_R_00343,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5340882325538433,china_2026_R,true_positive
china_2026_R_00344,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.10807126805388431,china_2026_R,true_negative
china_2026_R_00346,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8623350408823895,china_2026_R,true_positive
china_2026_R_00347,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.10188514760739738,china_2026_R,false_negative
china_2026_R_00348,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11569705352821277,china_2026_R,true_negative
china_2026_R_00349,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.21960249697232317,china_2026_R,other
china_2026_R_00351,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5141503717141228,china_2026_R,true_positive
china_2026_R_00352,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.17534345409645885,china_2026_R,true_negative
china_2026_R_00353,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.30683523363444226,china_2026_R,other
china_2026_R_00355,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.14586078479670803,china_2026_R,true_negative
china_2026_R_00356,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.10418909211639273,china_2026_R,false_negative
china_2026_R_00357,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.19452364017329588,china_2026_R,true_negative
china_2026_R_00359,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.20101363415100565,china_2026_R,other
china_2026_R_00360,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.01739485036642272,china_2026_R,true_negative
china_2026_R_00361,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3996053328465262,china_2026_R,other
china_2026_R_00362,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.025861261607610174,china_2026_R,true_negative
china_2026_R_00363,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.722376966169981,china_2026_R,true_positive
china_2026_R_00364,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.16197146264819334,china_2026_R,true_negative
china_2026_R_00365,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.02823865158115433,china_2026_R,true_negative
china_2026_R_00366,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8934732165669802,china_2026_R,true_positive
china_2026_R_00367,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.012595546198245563,china_2026_R,true_negative
china_2026_R_00368,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9316895888589445,china_2026_R,true_positive
china_2026_R_00369,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.313185888112941,china_2026_R,other
china_2026_R_00370,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.1146356084724685,china_2026_R,false_negative
china_2026_R_00371,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8719243407716336,china_2026_R,true_positive
china_2026_R_00372,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.031127839968671786,china_2026_R,false_negative
china_2026_R_00373,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.0824250577185939,china_2026_R,true_negative
china_2026_R_00374,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.0857847043052784,china_2026_R,false_negative
china_2026_R_00375,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8937956830978936,china_2026_R,true_positive
china_2026_R_00376,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6085968114629029,china_2026_R,true_positive
china_2026_R_00377,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.015608836762428874,china_2026_R,true_negative
china_2026_R_00378,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.03792489983993561,china_2026_R,false_negative
china_2026_R_00379,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.2823284162381473,china_2026_R,other
china_2026_R_00380,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.8560316063992343,china_2026_R,false_positive
china_2026_R_00384,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.2795287876744692,china_2026_R,other
china_2026_R_00385,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.2365368486389041,china_2026_R,other
china_2026_R_00386,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6637393566933354,china_2026_R,false_positive
china_2026_R_00387,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7662586436053258,china_2026_R,true_positive
china_2026_R_00388,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6371695615181685,china_2026_R,true_positive
china_2026_R_00389,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.019335583164280374,china_2026_R,true_negative
china_2026_R_00390,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.10580392451064483,china_2026_R,true_negative
china_2026_R_00392,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.12321988305559815,china_2026_R,false_negative
china_2026_R_00393,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.11832911002655369,china_2026_R,true_negative
china_2026_R_00394,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.2884327368782675,china_2026_R,other
china_2026_R_00398,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.027941324267106528,china_2026_R,true_negative
china_2026_R_00399,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.020730503498516014,china_2026_R,true_negative
china_2026_R_00401,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.06333293565386176,china_2026_R,true_negative
china_2026_R_00403,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.027574951239911133,china_2026_R,true_negative
china_2026_R_00404,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.01712950023619663,china_2026_R,true_negative
china_2026_R_00405,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.018538784912103964,china_2026_R,true_negative
china_2026_R_00408,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.8851512217468833,china_2026_R,true_positive
china_2026_R_00409,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.14162294435308237,china_2026_R,true_negative
china_2026_R_00410,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.7265772911154701,china_2026_R,true_positive
china_2026_R_00416,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.25937987593163525,china_2026_R,other
china_2026_R_00420,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9614643923303787,china_2026_R,true_positive
china_2026_R_00422,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.48513959257083566,china_2026_R,other
china_2026_R_00427,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.6917689480893309,china_2026_R,false_positive
china_2026_R_00430,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.9463183074022863,china_2026_R,true_positive
china_2026_R_00631,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.2623084755859768,china_2026_R,other
china_2026_R_00632,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.32986510195786983,china_2026_R,other
china_2026_R_00633,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.11505248713649802,china_2026_R,false_negative
china_2026_R_00634,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.1549643962591766,china_2026_R,true_negative
china_2026_R_00635,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.09965406757146146,china_2026_R,false_negative
china_2026_R_00636,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5732906777152439,china_2026_R,true_positive
china_2026_R_00637,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.5529330343898643,china_2026_R,true_positive
china_2026_R_00638,china_2026_R,Chinese Grand Prix,0.0,gbdt,0.3730676905455948,china_2026_R,other
china_2026_R_00639,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.540429776291783,china_2026_R,true_positive
china_2026_R_00640,china_2026_R,Chinese Grand Prix,1.0,gbdt,0.6111456148532993,china_2026_R,true_positive
